,sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,Unnamed: 94
105,"['D', 'C']",False,W,2.0,letter,4.0,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,99.0,99.0,99.0,,,,,,,,,,,,,,,,,1804.1905232,1805.2555367,,,,,,,,,1805.9121225,1809.5760455,1805.9121225,1809.5760455,1805.9121225,1809.5760455,1805.9121225,1809.5760455,14.87654320987654,2.9539276999998947,space,,,3.621117500000196,,,,,,,,1798.8264707999997,1798.8264707999997,,,1802.1768593,1804.1905232,1805.2555367,1805.2555367,1805.2555367,1805.2555367,n,0.4217061000002786,1798.8264707999997,1798.8264707999997,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
106,"['X', 'K', 'G', 'W', 'S', 'N']",False,H,6.0,letter,4.0,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,1828.5440859,1829.6061251,,,,,,,,,1830.2277989,1830.2277989,1830.2277989,1830.2277989,1830.2277989,1830.2277989,1830.2277989,1830.2277989,,,,,,,,,,,,,,1809.5760455,1809.5760455,space,5.029980000000592,1826.5279355,1828.5440859,1829.6061251,1829.6061251,1829.6061251,1829.6061251,n,0.5749589000000697,,,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
107,"['X', 'M', 'W', 'S', 'T', 'G']",False,N,6.0,letter,4.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,101.0,101.0,101.0,,,,,,,,,,,,,,,,,1843.9387251,1845.0056837,,,,,,,,,1846.0281382,1846.0281382,1846.0281382,1846.0281382,1846.0281382,1846.0281382,1846.0281382,1846.0281382,,,,,,,,,,,,,,1830.2277989,1830.2277989,,,1841.9183765,1843.9387251,1845.0056837,1845.0056837,1845.0056837,1845.0056837,c,0.8549119000002747,1830.2277989,1830.2277989,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
108,"['T', 'H', 'P', 'Z', 'Q', 'C']",False,V,6.0,letter,4.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,102.0,102.0,102.0,,,,,,,,,,,,,,,,,1859.9368978,1847.0894673,,,,,,,,,1861.6327651,1861.6327651,1861.6327651,1861.6327651,1861.6327651,1861.6327651,1861.6327651,1861.6327651,,,,,,,,,,,,,,1846.0281382,1846.0281382,,,1857.7259885,1859.9368978,1861.0056757,1861.0056757,1861.0056757,1861.0056757,n,0.4961750000001075,1846.0281382,1846.0281382,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
109,"['C', 'T', 'D', 'V', 'N', 'L']",False,S,6.0,letter,4.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,103.0,103.0,103.0,,,,,,,,,,,,,,,,,1875.3449068,1876.408506,,,,,,,,,1877.6303051,1877.6303051,1877.6303051,1877.6303051,1877.6303051,1877.6303051,1877.6303051,1877.6303051,,,,,,,,,,,,,,1861.6327651,1861.6327651,,,1873.329782,1875.3449068,1876.408506,1876.408506,1876.408506,1876.408506,n,1.0528780000003053,1861.6327651,1861.6327651,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
110,"['C', 'H', 'X', 'K', 'T', 'J']",True,T,6.0,letter,4.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,104.0,104.0,104.0,,,,,,,,,,,,,,,,,1891.3316015,1892.3888834,,,,,,,,,1893.2085677,1893.2085677,1893.2085677,1893.2085677,1893.2085677,1893.2085677,1893.2085677,1893.2085677,,,,,,,,,,,,,,1877.6303051,1877.6303051,,,1889.3125657,1891.3316015,1892.3888834,1892.3888834,1892.3888834,1892.3888834,c,0.6473488999998835,1877.6303051,1877.6303051,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
111,"['P', 'N', 'S', 'M', 'R', 'G']",True,S,6.0,letter,4.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,105.0,105.0,105.0,,,,,,,,,,,,,,,,,1907.31887,1908.3724098,,,,,,,,,1908.9984154,1908.9984154,1908.9984154,1908.9984154,1908.9984154,1908.9984154,1908.9984154,1908.9984154,,,,,,,,,,,,,,1893.2085677,1893.2085677,,,1905.1038961,1907.31887,1908.3724098,1908.3724098,1908.3724098,1908.3724098,c,0.4876451000003499,1893.2085677,1893.2085677,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
112,"['H', 'F', 'L', 'Q', 'S', 'M']",False,C,6.0,letter,4.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,106.0,106.0,106.0,,,,,,,,,,,,,,,,,1923.5309399,1924.5886122,,,,,,,,,1927.2166982,1927.2166982,1927.2166982,1927.2166982,1927.2166982,1927.2166982,1927.2166982,1927.2166982,,,,,,,,,,,,,,1908.9984154,1908.9984154,,,1921.515999,1923.5309399,1924.5886122,1924.5886122,1924.5886122,1924.5886122,n,2.4088527000002387,1908.9984154,1908.9984154,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
113,"['P', 'L', 'D', 'G', 'W', 'V']",True,D,6.0,letter,4.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,107.0,107.0,107.0,,,,,,,,,,,,,,,,,1941.5372967,1928.2722297,,,,,,,,,1943.433608,1943.433608,1943.433608,1943.433608,1943.433608,1943.433608,1943.433608,1943.433608,,,,,,,,,,,,,,1927.2166982,1927.2166982,,,1939.3301228,1941.5372967,1942.6044996,1942.6044996,1942.6044996,1942.6044996,c,0.5994533000001638,1927.2166982,1927.2166982,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
114,"['B', 'J', 'S', 'D', 'L', 'F']",True,F,6.0,letter,4.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,108.0,108.0,108.0,,,,,,,,,,,,,,,,,1957.5864223,1944.48978,,,,,,,,,1959.2847026,1959.2847026,1959.2847026,1959.2847026,1959.2847026,1959.2847026,1959.2847026,1959.2847026,,,,,,,,,,,,,,1943.433608,1943.433608,,,1955.373799,1957.5864223,1958.6620054,1958.6620054,1958.6620054,1958.6620054,c,0.5579535000000533,1943.433608,1943.433608,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
115,"['X', 'C', 'M', 'Z', 'J', 'Q']",True,C,6.0,letter,4.0,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,109.0,109.0,109.0,,,,,,,,,,,,,,,,,1973.5935132,1974.6551595,,,,,,,,,1975.5147076,1979.0329197,1975.5147076,1979.0329197,1975.5147076,1979.0329197,1975.5147076,1979.0329197,38.48765432098765,2.939067900000282,space,,,3.4573374999998805,,,,,,,,1959.2847026,1959.2847026,,,1971.3702426,1973.5935132,1974.6551595,1974.6551595,1974.6551595,1974.6551595,c,0.6291187999999011,1959.2847026,1959.2847026,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
116,"['V', 'Q', 'B', 'H']",False,M,4.0,letter,4.0,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,110.0,110.0,110.0,,,,,,,,,,,,,,,,,1989.6221435,1990.6882598,,,,,,,,,1991.3137041,1991.3137041,1991.3137041,1991.3137041,1991.3137041,1991.3137041,1991.3137041,1991.3137041,,,,,,,,,,,,,,1979.0329197,1979.0329197,space,1.028027800000359,1987.5988906,1989.6221435,1990.6882598,1990.6882598,1990.6882598,1990.6882598,n,0.4532125999998015,,,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
117,"['H', 'R', 'C', 'S']",True,S,4.0,letter,4.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,111.0,111.0,111.0,,,,,,,,,,,,,,,,,2000.8566573,2001.9242165,,,,,,,,,2002.5510412,2002.5510412,2002.5510412,2002.5510412,2002.5510412,2002.5510412,2002.5510412,2002.5510412,,,,,,,,,,,,,,1991.3137041,1991.3137041,,,1998.831633,2000.8566573,2001.9242165,2001.9242165,2001.9242165,2001.9242165,c,0.4895612999997638,1991.3137041,1991.3137041,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
118,"['T', 'J', 'H', 'C']",False,N,4.0,letter,4.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,112.0,112.0,112.0,,,,,,,,,,,,,,,,,2012.0891112,2013.1559189,,,,,,,,,2013.7839073,2013.7839073,2013.7839073,2013.7839073,2013.7839073,2013.7839073,2013.7839073,2013.7839073,,,,,,,,,,,,,,2002.5510412,2002.5510412,,,2010.0790706,2012.0891112,2013.1559189,2013.1559189,2013.1559189,2013.1559189,n,0.4334138000002667,2002.5510412,2002.5510412,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
119,"['H', 'F', 'V', 'Z']",True,V,4.0,letter,4.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,113.0,113.0,113.0,,,,,,,,,,,,,,,,,2023.510512,2024.5721483,,,,,,,,,2024.9952477,2024.9952477,2024.9952477,2024.9952477,2024.9952477,2024.9952477,2024.9952477,2024.9952477,,,,,,,,,,,,,,2013.7839073,2013.7839073,,,2021.4979417,2023.510512,2024.5721483,2024.5721483,2024.5721483,2024.5721483,c,0.368746200000146,2013.7839073,2013.7839073,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
120,"['X', 'L', 'Q', 'V']",False,Z,4.0,letter,4.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,114.0,114.0,114.0,,,,,,,,,,,,,,,,,2034.5365312,2026.0564015,,,,,,,,,2036.4402905,2036.4402905,2036.4402905,2036.4402905,2036.4402905,2036.4402905,2036.4402905,2036.4402905,,,,,,,,,,,,,,2024.9952477,2024.9952477,,,2032.5181648,2034.5365312,2035.6069516,2035.6069516,2035.6069516,2035.6069516,n,0.6064237000003914,2024.9952477,2024.9952477,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
121,"['K', 'N', 'G', 'P']",True,K,4.0,letter,4.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,115.0,115.0,115.0,,,,,,,,,,,,,,,,,2046.2308303,2047.28848,,,,,,,,,2048.109941,2048.109941,2048.109941,2048.109941,2048.109941,2048.109941,2048.109941,2048.109941,,,,,,,,,,,,,,2036.4402905,2036.4402905,,,2044.2155409,2046.2308303,2047.28848,2047.28848,2047.28848,2047.28848,c,0.5959873000000471,2036.4402905,2036.4402905,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
122,"['T', 'L', 'P', 'F']",False,X,4.0,letter,4.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,116.0,116.0,116.0,,,,,,,,,,,,,,,,,2057.6652568,2058.7217589,,,,,,,,,2059.3483147,2059.3483147,2059.3483147,2059.3483147,2059.3483147,2059.3483147,2059.3483147,2059.3483147,,,,,,,,,,,,,,2048.109941,2048.109941,,,2055.6438459,2057.6652568,2058.7217589,2058.7217589,2058.7217589,2058.7217589,n,0.5786494000002449,2048.109941,2048.109941,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
123,"['T', 'R', 'P', 'B']",False,J,4.0,letter,4.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,117.0,117.0,117.0,,,,,,,,,,,,,,,,,2069.4896741,2070.5605955,,,,,,,,,2071.1857202,2071.1857202,2071.1857202,2071.1857202,2071.1857202,2071.1857202,2071.1857202,2071.1857202,,,,,,,,,,,,,,2059.3483147,2059.3483147,,,2067.2760731,2069.4896741,2070.5605955,2070.5605955,2070.5605955,2070.5605955,n,0.4123663000003716,2059.3483147,2059.3483147,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
124,"['X', 'V', 'C', 'M']",True,V,4.0,letter,4.0,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,118.0,118.0,118.0,,,,,,,,,,,,,,,,,2080.9391424,2082.0058298,,,,,,,,,2082.4286971,2082.4286971,2082.4286971,2082.4286971,2082.4286971,2082.4286971,2082.4286971,2082.4286971,,,,,,,,,,,,,,2071.1857202,2071.1857202,,,2078.7410133,2080.9391424,2082.0058298,2082.0058298,2082.0058298,2082.0058298,c,0.3746875000005047,2071.1857202,2071.1857202,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
125,"['C', 'S', 'K', 'B']",True,S,4.0,letter,4.0,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,23.0,,,,,,,,,,,,,0.0,119.0,119.0,119.0,,,,,,,,,,,,,,,,,2091.9690962,2083.4895264,,,,,,,,,2093.6947582,2098.2462057,2093.6947582,2098.2462057,2093.6947582,2098.2462057,2093.6947582,2098.2462057,32.31481481481481,3.6052199999999175,space,,,4.486495999999875,,,,,,,,2082.4286971,2082.4286971,,,2089.949081,2091.9690962,2093.03808,2093.03808,2093.03808,2093.03808,c,0.5348493000004737,2082.4286971,2082.4286971,,,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
126,"['L_Base_Y_For', 'R_Base_X_Back', 'R_Torso_Y_Back', 'R_Head_Z_For', 'L_Arm_Y_Back', 'L_Arm_Y_For']",False,L_Base_X_For,6.0,robot,5.0,True,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\L_Base_X_For.mp4,23.0,,,,,,,,,,,,,0.0,120.0,120.0,120.0,,,,,,,,,,,,,,,,,2127.2027505,2105.0879198,,,,,,,,,2131.8677121,2131.8677121,2131.8677121,2131.8677121,2131.8677121,2131.8677121,2131.8677121,2131.8677121,,,,,,,,,,,,,,2098.2462057,2098.2462057,space,5.734998700000119,,,,2128.2968077,2128.2968077,2128.2968077,n,3.107358900000122,,,2123.5705843,2128.2968077,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
127,"['R_Head_X_Back', 'R_Head_Y_For', 'R_Head_X_For', 'L_Torso_Z_Back', 'L_Base_Y_Back', 'L_Torso_X_Back']",True,R_Head_Y_For,6.0,robot,5.0,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4']",robot_stimuli\R_Head_Y_For.mp4,23.0,,,,,,,,,,,,,0.0,121.0,121.0,121.0,,,,,,,,,,,,,,,,,2154.9881047,2156.0807328,,,,,,,,,2162.5837429,2162.5837429,2162.5837429,2162.5837429,2162.5837429,2162.5837429,2162.5837429,2162.5837429,,,,,,,,,,,,,,2131.8677121,2131.8677121,,,,,,2156.0807328,2156.0807328,2156.0807328,c,6.459046000000285,2131.8677121,2131.8677121,2151.3550803,2156.0807328,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
128,"['R_Torso_Y_For', 'L_Base_X_Back', 'L_Base_X_For', 'L_Arm_Z_Back', 'R_Torso_Y_Back', 'L_Head_Y_For']",True,L_Head_Y_For,6.0,robot,5.0,False,False,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\L_Head_Y_For.mp4,23.0,,,,,,,,,,,,,0.0,122.0,122.0,122.0,,,,,,,,,,,,,,,,,2185.7915983,2186.8801095,,,,,,,,,2190.5182245,2190.5182245,2190.5182245,2190.5182245,2190.5182245,2190.5182245,2190.5182245,2190.5182245,,,,,,,,,,,,,,2162.5837429,2162.5837429,,,,,,2186.8801095,2186.8801095,2186.8801095,c,1.7559745000002067,2162.5837429,2162.5837429,2182.160399,2186.8801095,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
129,"['L_Base_X_For', 'L_Torso_Y_Back', 'L_Head_Y_Back', 'R_Arm_X_Back', 'L_Torso_X_Back', 'R_Head_X_Back']",False,R_Torso_Z_For,6.0,robot,5.0,False,False,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\R_Torso_Z_For.mp4,23.0,,,,,,,,,,,,,0.0,123.0,123.0,123.0,,,,,,,,,,,,,,,,,2213.6232486,2214.7121044,,,,,,,,,2218.3555191,2218.3555191,2218.3555191,2218.3555191,2218.3555191,2218.3555191,2218.3555191,2218.3555191,,,,,,,,,,,,,,2190.5182245,2190.5182245,,,,,,2214.7121044,2214.7121044,2214.7121044,n,2.6444502000002785,2190.5182245,2190.5182245,2209.9927523,2214.7121044,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
130,"['R_Head_Z_For', 'L_Arm_X_For', 'R_Head_X_Back', 'L_Arm_Y_For', 'R_Base_X_For', 'L_Arm_Y_Back']",True,R_Head_X_Back,6.0,robot,5.0,False,False,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4']",robot_stimuli\R_Head_X_Back.mp4,23.0,,,,,,,,,,,,,0.0,124.0,124.0,124.0,,,,,,,,,,,,,,,,,2241.5844318,2242.6640412,,,,,,,,,2246.3123932,2246.3123932,2246.3123932,2246.3123932,2246.3123932,2246.3123932,2246.3123932,2246.3123932,,,,,,,,,,,,,,2218.3555191,2218.3555191,,,,,,2242.6640412,2242.6640412,2242.6640412,c,2.5157738999999992,2218.3555191,2218.3555191,2237.9625449,2242.6640412,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
131,"['R_Torso_X_Back', 'L_Base_X_Back', 'R_Head_Z_Back', 'R_Head_Y_Back', 'R_Arm_Y_Back', 'L_Arm_Z_Back']",True,R_Head_Y_Back,6.0,robot,5.0,False,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\R_Head_Y_Back.mp4,23.0,,,,,,,,,,,,,0.0,125.0,125.0,125.0,,,,,,,,,,,,,,,,,2269.5927383,2270.6798137,,,,,,,,,2274.3186433,2274.3186433,2274.3186433,2274.3186433,2274.3186433,2274.3186433,2274.3186433,2274.3186433,,,,,,,,,,,,,,2246.3123932,2246.3123932,,,,,,2270.6798137,2270.6798137,2270.6798137,n,3.557451200000173,2246.3123932,2246.3123932,2265.9607196,2270.6798137,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
132,"['L_Base_Y_For', 'R_Arm_Z_Back', 'L_Torso_X_For', 'L_Arm_Y_For', 'R_Torso_Z_For', 'R_Torso_Y_For']",False,L_Head_X_For,6.0,robot,5.0,False,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\L_Head_X_For.mp4,23.0,,,,,,,,,,,,,0.0,126.0,126.0,126.0,,,,,,,,,,,,,,,,,2297.5419076,2298.6295963,,,,,,,,,2306.1342134,2306.1342134,2306.1342134,2306.1342134,2306.1342134,2306.1342134,2306.1342134,2306.1342134,,,,,,,,,,,,,,2274.3186433,2274.3186433,,,,,,2298.6295963,2298.6295963,2298.6295963,n,7.461915499999918,2274.3186433,2274.3186433,2293.9103292,2298.6295963,23.0,1.0,2024-08-29_11h29.16.913,robot_sternberg_sign,2022.2.5,60.006900793607954,
