sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,19.12700819998281,19.12700819998281,f,7.541707500000484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,26.696788100001868,26.696788100001868,space,97.0608249999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Head_X_For,True,1,robot,2,False,True,robot_stimuli\L_Head_X_For.mp4,0,0,0,0,0,0,35,35,35,,,,,,,,,,,,,312.0155703999917,312.0155703999917,None,,312.0155703999917,313.10822589998133,,313.10822589998133,313.10822589998133,313.10822589998133,,None,316.79336399998283,,316.79336399998283,,316.79336399998283,,316.79336399998283,,26.141975308641975,4.389062900008867,space,312.0155703999917,312.0155703999917,,5.658973799989326,313.10822589998133,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Head_Z_For,False,2,robot,2,True,False,robot_stimuli\L_Head_Z_For.mp4,0,0,0,0,0,0,36,36,36,,,,,,,,,,,,,322.4833835999889,322.4833835999889,space,1.353023799980292,323.84988819999853,324.9430741999822,,324.9430741999822,324.9430741999822,324.9430741999822,,None,328.5873188999831,328.5873188999831,328.5873188999831,328.5873188999831,328.5873188999831,328.5873188999831,328.5873188999831,328.5873188999831,None,None,None,,,,,324.9430741999822,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Y_Back,False,2,robot,2,False,False,robot_stimuli\R_Head_Y_Back.mp4,0,0,0,0,0,0,37,37,37,,,,,,,,,,,,,328.5873188999831,328.5873188999831,None,,328.5873188999831,329.67267430000356,,329.67267430000356,329.67267430000356,329.67267430000356,,n,333.3006439000019,333.3006439000019,333.3006439000019,333.3006439000019,333.3006439000019,333.3006439000019,333.3006439000019,333.3006439000019,None,None,None,328.5873188999831,328.5873188999831,2.139970699994592,,329.67267430000356,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Base_Y_Back,False,2,robot,2,False,False,robot_stimuli\L_Base_Y_Back.mp4,0,0,0,0,0,0,38,38,38,,,,,,,,,,,,,333.3006439000019,333.3006439000019,None,,333.3006439000019,334.3820782999974,,334.3820782999974,334.3820782999974,334.3820782999974,,None,338.04139379999833,338.04139379999833,338.04139379999833,338.04139379999833,338.04139379999833,338.04139379999833,338.04139379999833,338.04139379999833,None,None,None,333.3006439000019,333.3006439000019,,,334.3820782999974,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Y_For,False,2,robot,2,False,False,robot_stimuli\R_Head_Y_For.mp4,0,0,0,0,0,0,39,39,39,,,,,,,,,,,,,338.04139379999833,338.04139379999833,None,,338.04139379999833,339.1168624999991,,339.1168624999991,339.1168624999991,339.1168624999991,,None,342.75674409998464,342.75674409998464,342.75674409998464,342.75674409998464,342.75674409998464,342.75674409998464,342.75674409998464,342.75674409998464,None,None,None,338.04139379999833,338.04139379999833,,,339.1168624999991,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Base_Y_Back,True,2,robot,2,False,False,robot_stimuli\L_Base_Y_Back.mp4,0,0,0,0,0,0,40,40,40,,,,,,,,,,,,,342.75674409998464,342.75674409998464,None,,342.75674409998464,343.82975979999173,,343.82975979999173,343.82975979999173,343.82975979999173,,None,347.4896999000048,347.4896999000048,347.4896999000048,347.4896999000048,347.4896999000048,347.4896999000048,347.4896999000048,347.4896999000048,None,None,None,342.75674409998464,342.75674409998464,,,343.82975979999173,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Y_For,True,2,robot,2,False,False,robot_stimuli\R_Head_Y_For.mp4,0,0,0,0,0,0,41,41,41,,,,,,,,,,,,,347.4896999000048,347.4896999000048,None,,347.4896999000048,348.5730523999955,,348.5730523999955,348.5730523999955,348.5730523999955,,None,352.19953270000406,352.19953270000406,352.19953270000406,352.19953270000406,352.19953270000406,352.19953270000406,352.19953270000406,352.19953270000406,None,None,None,347.4896999000048,347.4896999000048,,,348.5730523999955,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Torso_Z_For,False,2,robot,2,False,False,robot_stimuli\R_Torso_Z_For.mp4,0,0,0,0,0,0,42,42,42,,,,,,,,,,,,,352.19953270000406,352.19953270000406,None,,352.19953270000406,353.2775338999927,,353.2775338999927,353.2775338999927,353.2775338999927,,None,356.8965018999879,356.8965018999879,356.8965018999879,356.8965018999879,356.8965018999879,356.8965018999879,356.8965018999879,356.8965018999879,None,None,None,352.19953270000406,352.19953270000406,,,353.2775338999927,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Head_Y_Back,False,2,robot,2,False,False,robot_stimuli\L_Head_Y_Back.mp4,0,0,0,0,0,0,43,43,43,,,,,,,,,,,,,356.8965018999879,356.8965018999879,None,,356.8965018999879,357.97955399999046,,357.97955399999046,357.97955399999046,357.97955399999046,,None,361.6134607999993,361.6134607999993,361.6134607999993,361.6134607999993,361.6134607999993,361.6134607999993,361.6134607999993,361.6134607999993,None,None,None,356.8965018999879,356.8965018999879,,,357.97955399999046,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Torso_Z_For,True,2,robot,2,False,True,robot_stimuli\R_Torso_Z_For.mp4,0,0,0,0,0,0,44,44,44,,,,,,,,,,,,,361.6134607999993,361.6134607999993,None,,361.6134607999993,362.693074299983,,362.693074299983,362.693074299983,362.693074299983,,None,366.3384476999927,,366.3384476999927,,366.3384476999927,,366.3384476999927,,24.907407407407405,9.853772900009062,space,361.6134607999993,361.6134607999993,,35.802584399993066,362.693074299983,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Torso_Y_Back,False,3,robot,2,True,False,robot_stimuli\R_Torso_Y_Back.mp4,0,0,0,0,0,0,45,45,45,,,,,,,,,,,,,402.16159619999235,402.16159619999235,space,4.954678800015245,407.1260946999828,408.20898500000476,,408.20898500000476,408.20898500000476,408.20898500000476,,None,411.8352986999962,411.8352986999962,411.8352986999962,411.8352986999962,411.8352986999962,411.8352986999962,411.8352986999962,411.8352986999962,None,None,None,,,,,408.20898500000476,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Arm_Y_For,False,3,robot,2,False,False,robot_stimuli\R_Arm_Y_For.mp4,0,0,0,0,0,0,46,46,46,,,,,,,,,,,,,411.8352986999962,411.8352986999962,None,,411.8352986999962,412.9097251999774,,412.9097251999774,412.9097251999774,412.9097251999774,,None,416.50480389999575,416.50480389999575,416.50480389999575,416.50480389999575,416.50480389999575,416.50480389999575,416.50480389999575,416.50480389999575,None,None,None,411.8352986999962,411.8352986999962,,,412.9097251999774,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Arm_X_For,False,3,robot,2,False,False,robot_stimuli\R_Arm_X_For.mp4,0,0,0,0,0,0,47,47,47,,,,,,,,,,,,,416.50480389999575,416.50480389999575,None,,416.50480389999575,417.5874957999913,,417.5874957999913,417.5874957999913,417.5874957999913,,None,421.21143179998035,421.21143179998035,421.21143179998035,421.21143179998035,421.21143179998035,421.21143179998035,421.21143179998035,421.21143179998035,None,None,None,416.50480389999575,416.50480389999575,,,417.5874957999913,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Torso_Y_Back,True,3,robot,2,False,False,robot_stimuli\R_Torso_Y_Back.mp4,0,0,0,0,0,0,48,48,48,,,,,,,,,,,,,421.21143179998035,421.21143179998035,None,,421.21143179998035,422.3106221999915,,422.3106221999915,422.3106221999915,422.3106221999915,,c,425.9375103999919,425.9375103999919,425.9375103999919,425.9375103999919,425.9375103999919,425.9375103999919,425.9375103999919,425.9375103999919,None,None,None,421.21143179998035,421.21143179998035,3.3339175000146497,,422.3106221999915,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Head_Z_Back,False,3,robot,2,False,False,robot_stimuli\L_Head_Z_Back.mp4,0,0,0,0,0,0,49,49,49,,,,,,,,,,,,,425.9375103999919,425.9375103999919,None,,425.9375103999919,427.0163866999792,,427.0163866999792,427.0163866999792,427.0163866999792,,n,430.6465464999783,430.6465464999783,430.6465464999783,430.6465464999783,430.6465464999783,430.6465464999783,430.6465464999783,430.6465464999783,None,None,None,425.9375103999919,425.9375103999919,2.6125646000145935,,427.0163866999792,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_X_Back,False,3,robot,2,False,False,robot_stimuli\R_Head_X_Back.mp4,0,0,0,0,0,0,50,50,50,,,,,,,,,,,,,430.6465464999783,430.6465464999783,None,,430.6465464999783,431.73524650000036,,431.73524650000036,431.73524650000036,431.73524650000036,,n,435.364825800003,435.364825800003,435.364825800003,435.364825800003,435.364825800003,435.364825800003,435.364825800003,435.364825800003,None,None,None,430.6465464999783,430.6465464999783,1.901777100021718,,431.73524650000036,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Z_For,False,3,robot,2,False,False,robot_stimuli\R_Head_Z_For.mp4,0,0,0,0,0,0,51,51,51,,,,,,,,,,,,,435.364825800003,435.364825800003,None,,435.364825800003,436.45748719997937,,436.45748719997937,436.45748719997937,436.45748719997937,,n,440.1035251999856,440.1035251999856,440.1035251999856,440.1035251999856,440.1035251999856,440.1035251999856,440.1035251999856,440.1035251999856,None,None,None,435.364825800003,435.364825800003,3.210873599979095,,436.45748719997937,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Head_Z_Back,True,3,robot,2,False,False,robot_stimuli\L_Head_Z_Back.mp4,0,0,0,0,0,0,52,52,52,,,,,,,,,,,,,440.1035251999856,440.1035251999856,None,,440.1035251999856,441.19014479999896,,441.19014479999896,441.19014479999896,441.19014479999896,,n,444.81985159998294,444.81985159998294,444.81985159998294,444.81985159998294,444.81985159998294,444.81985159998294,444.81985159998294,444.81985159998294,None,None,None,440.1035251999856,440.1035251999856,2.5830473999958485,,441.19014479999896,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_X_Back,True,3,robot,2,False,True,robot_stimuli\R_Head_X_Back.mp4,0,0,0,0,0,0,53,53,53,,,,,,,,,,,,,444.81985159998294,444.81985159998294,None,,444.81985159998294,445.89013719998184,,445.89013719998184,445.89013719998184,445.89013719998184,,n,449.5469249000016,,449.5469249000016,,449.5469249000016,,449.5469249000016,,37.25308641975308,2.866057700011879,space,444.81985159998294,444.81985159998294,2.66682949999813,5.633656599995447,445.89013719998184,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.1922010999988,455.1922010999988,455.1922010999988,c,3.140669499989599,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
S,False,2,letter,1,True,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,465.4533438999788,466.50862369997776,,,,,,,468.5385292999854,468.5385292999854,468.5385292999854,468.5385292999854,468.5385292999854,468.5385292999854,468.5385292999854,468.5385292999854,None,None,None,,,,,,,,,,,458.3769629999879,458.3769629999879,space,7.059978500008583,466.50862369997776,466.50862369997776,468.5385292999854,None,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
P,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,1,1,1,,,,,,,,,,,,,468.5385292999854,469.5927101999987,,,,,,,471.61839560000226,471.61839560000226,471.61839560000226,471.61839560000226,471.61839560000226,471.61839560000226,471.61839560000226,471.61839560000226,None,None,None,,,,,,,,,,,468.5385292999854,468.5385292999854,None,,469.5927101999987,469.5927101999987,471.61839560000226,None,468.5385292999854,468.5385292999854,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
P,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,2,2,2,,,,,,,,,,,,,471.61839560000226,472.6651445000025,,,,,,,474.68997589999344,474.68997589999344,474.68997589999344,474.68997589999344,474.68997589999344,474.68997589999344,474.68997589999344,474.68997589999344,None,None,None,,,,,,,,,,,471.61839560000226,471.61839560000226,None,,472.6651445000025,472.6651445000025,474.68997589999344,n,471.61839560000226,471.61839560000226,1.723865999985719,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
P,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,3,3,3,,,,,,,,,,,,,474.68997589999344,475.7491427999921,,,,,,,477.77789989998564,477.77789989998564,477.77789989998564,477.77789989998564,477.77789989998564,477.77789989998564,477.77789989998564,477.77789989998564,None,None,None,,,,,,,,,,,474.68997589999344,474.68997589999344,None,,475.7491427999921,475.7491427999921,477.77789989998564,c,474.68997589999344,474.68997589999344,1.01592229999369,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,4,4,4,,,,,,,,,,,,,477.77789989998564,478.8266302999982,,,,,,,480.8604771999817,480.8604771999817,480.8604771999817,480.8604771999817,480.8604771999817,480.8604771999817,480.8604771999817,480.8604771999817,None,None,None,,,,,,,,,,,477.77789989998564,477.77789989998564,None,,478.8266302999982,478.8266302999982,480.8604771999817,None,477.77789989998564,477.77789989998564,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
D,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,480.8604771999817,481.92881109999144,,,,,,,483.9582531999913,483.9582531999913,483.9582531999913,483.9582531999913,483.9582531999913,483.9582531999913,483.9582531999913,483.9582531999913,None,None,None,,,,,,,,,,,480.8604771999817,480.8604771999817,None,,481.92881109999144,481.92881109999144,483.9582531999913,n,480.8604771999817,480.8604771999817,1.4274448000069242,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
Q,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,6,6,6,,,,,,,,,,,,,483.9582531999913,485.00866540000425,,,,,,,487.02767789998325,487.02767789998325,487.02767789998325,487.02767789998325,487.02767789998325,487.02767789998325,487.02767789998325,487.02767789998325,None,None,None,,,,,,,,,,,483.9582531999913,483.9582531999913,None,,485.00866540000425,485.00866540000425,487.02767789998325,n,483.9582531999913,483.9582531999913,1.1804544999904465,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
G,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,7,7,7,,,,,,,,,,,,,487.02767789998325,488.07456330000423,,,,,,,490.1008750000037,490.1008750000037,490.1008750000037,490.1008750000037,490.1008750000037,490.1008750000037,490.1008750000037,490.1008750000037,None,None,None,,,,,,,,,,,487.02767789998325,487.02767789998325,None,,488.07456330000423,488.07456330000423,490.1008750000037,n,487.02767789998325,487.02767789998325,0.3216905999870505,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
G,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,8,8,8,,,,,,,,,,,,,490.1008750000037,491.1509947000013,,,,,,,493.1803278999869,493.1803278999869,493.1803278999869,493.1803278999869,493.1803278999869,493.1803278999869,493.1803278999869,493.1803278999869,None,None,None,,,,,,,,,,,490.1008750000037,490.1008750000037,None,,491.1509947000013,491.1509947000013,493.1803278999869,None,490.1008750000037,490.1008750000037,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
D,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,9,9,9,,,,,,,,,,,,,493.1803278999869,494.26497129999916,,,,,,,496.29495979999774,496.29495979999774,496.29495979999774,496.29495979999774,496.29495979999774,496.29495979999774,496.29495979999774,496.29495979999774,None,None,None,,,,,,,,,,,493.1803278999869,493.1803278999869,None,,494.26497129999916,494.26497129999916,496.29495979999774,n,493.1803278999869,493.1803278999869,0.8201981000020169,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
C,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,10,10,10,,,,,,,,,,,,,496.29495979999774,497.3505290999892,,,,,,,499.3688632999838,499.3688632999838,499.3688632999838,499.3688632999838,499.3688632999838,499.3688632999838,499.3688632999838,499.3688632999838,None,None,None,,,,,,,,,,,496.29495979999774,496.29495979999774,None,,497.3505290999892,497.3505290999892,499.3688632999838,n,496.29495979999774,496.29495979999774,1.1823143000074197,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
V,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,11,11,11,,,,,,,,,,,,,499.3688632999838,500.42125630000373,,,,,,,502.4574322999979,502.4574322999979,502.4574322999979,502.4574322999979,502.4574322999979,502.4574322999979,502.4574322999979,502.4574322999979,None,None,None,,,,,,,,,,,499.3688632999838,499.3688632999838,None,,500.42125630000373,500.42125630000373,502.4574322999979,n,499.3688632999838,499.3688632999838,0.551100899989251,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,12,12,12,,,,,,,,,,,,,502.4574322999979,503.5118138999969,,,,,,,505.53360349999275,505.53360349999275,505.53360349999275,505.53360349999275,505.53360349999275,505.53360349999275,505.53360349999275,505.53360349999275,None,None,None,,,,,,,,,,,502.4574322999979,502.4574322999979,None,,503.5118138999969,503.5118138999969,505.53360349999275,n,502.4574322999979,502.4574322999979,0.7817391999997199,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,13,13,13,,,,,,,,,,,,,505.53360349999275,506.57786719998694,,,,,,,508.6038342999818,508.6038342999818,508.6038342999818,508.6038342999818,508.6038342999818,508.6038342999818,508.6038342999818,508.6038342999818,None,None,None,,,,,,,,,,,505.53360349999275,505.53360349999275,None,,506.57786719998694,506.57786719998694,508.6038342999818,n,505.53360349999275,505.53360349999275,1.2193265999958385,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
V,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,14,14,14,,,,,,,,,,,,,508.6038342999818,509.6559367000009,,,,,,,511.6755089999933,511.6755089999933,511.6755089999933,511.6755089999933,511.6755089999933,511.6755089999933,511.6755089999933,511.6755089999933,None,None,None,,,,,,,,,,,508.6038342999818,508.6038342999818,None,,509.6559367000009,509.6559367000009,511.6755089999933,n,508.6038342999818,508.6038342999818,0.8532562000036705,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
X,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,15,15,15,,,,,,,,,,,,,511.6755089999933,512.7243684999994,,,,,,,514.7498404999787,514.7498404999787,514.7498404999787,514.7498404999787,514.7498404999787,514.7498404999787,514.7498404999787,514.7498404999787,None,None,None,,,,,,,,,,,511.6755089999933,511.6755089999933,None,,512.7243684999994,512.7243684999994,514.7498404999787,None,511.6755089999933,511.6755089999933,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
W,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,16,16,16,,,,,,,,,,,,,514.7498404999787,515.8190107999835,,,,,,,517.8398820000002,517.8398820000002,517.8398820000002,517.8398820000002,517.8398820000002,517.8398820000002,517.8398820000002,517.8398820000002,None,None,None,,,,,,,,,,,514.7498404999787,514.7498404999787,None,,515.8190107999835,515.8190107999835,517.8398820000002,n,514.7498404999787,514.7498404999787,0.9136045999766793,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
X,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,17,17,17,,,,,,,,,,,,,517.8398820000002,518.8869971999957,,,,,,,520.90920189998,520.90920189998,520.90920189998,520.90920189998,520.90920189998,520.90920189998,520.90920189998,520.90920189998,None,None,None,,,,,,,,,,,517.8398820000002,517.8398820000002,None,,518.8869971999957,518.8869971999957,520.90920189998,c,517.8398820000002,517.8398820000002,0.7094236999982968,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
B,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,18,18,18,,,,,,,,,,,,,520.90920189998,521.9583202999784,,,,,,,523.9770424999879,523.9770424999879,523.9770424999879,523.9770424999879,523.9770424999879,523.9770424999879,523.9770424999879,523.9770424999879,None,None,None,,,,,,,,,,,520.90920189998,520.90920189998,None,,521.9583202999784,521.9583202999784,523.9770424999879,n,520.90920189998,520.90920189998,0.8870550999999978,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
X,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,19,19,19,,,,,,,,,,,,,523.9770424999879,525.0370947000047,,,,,,,527.056124900002,527.056124900002,527.056124900002,527.056124900002,527.056124900002,527.056124900002,527.056124900002,527.056124900002,None,None,None,,,,,,,,,,,523.9770424999879,523.9770424999879,None,,525.0370947000047,525.0370947000047,527.056124900002,n,523.9770424999879,523.9770424999879,1.3672259000013582,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
M,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,20,20,20,,,,,,,,,,,,,527.056124900002,528.1088434999983,,,,,,,530.1339636000048,530.1339636000048,530.1339636000048,530.1339636000048,530.1339636000048,530.1339636000048,530.1339636000048,530.1339636000048,None,None,None,,,,,,,,,,,527.056124900002,527.056124900002,None,,528.1088434999983,528.1088434999983,530.1339636000048,n,527.056124900002,527.056124900002,1.207419199985452,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
W,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,21,21,21,,,,,,,,,,,,,530.1339636000048,531.1860323000001,,,,,,,533.2214558999985,533.2214558999985,533.2214558999985,533.2214558999985,533.2214558999985,533.2214558999985,533.2214558999985,533.2214558999985,None,None,None,,,,,,,,,,,530.1339636000048,530.1339636000048,None,,531.1860323000001,531.1860323000001,533.2214558999985,n,530.1339636000048,530.1339636000048,0.8676938000135124,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
M,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,22,22,22,,,,,,,,,,,,,533.2214558999985,534.2848790999851,,,,,,,536.3073233999894,536.3073233999894,536.3073233999894,536.3073233999894,536.3073233999894,536.3073233999894,536.3073233999894,536.3073233999894,None,None,None,,,,,,,,,,,533.2214558999985,533.2214558999985,None,,534.2848790999851,534.2848790999851,536.3073233999894,c,533.2214558999985,533.2214558999985,0.7365521999890916,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
W,True,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,23,23,23,,,,,,,,,,,,,536.3073233999894,537.3658343999996,,,,,,,539.3906198999903,539.3906198999903,539.3906198999903,539.3906198999903,539.3906198999903,539.3906198999903,539.3906198999903,539.3906198999903,None,None,None,,,,,,,,,,,536.3073233999894,536.3073233999894,None,,537.3658343999996,537.3658343999996,539.3906198999903,None,536.3073233999894,536.3073233999894,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
D,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,24,24,24,,,,,,,,,,,,,539.3906198999903,540.448960299982,,,,,,,542.4664362999902,542.4664362999902,542.4664362999902,542.4664362999902,542.4664362999902,542.4664362999902,542.4664362999902,542.4664362999902,None,None,None,,,,,,,,,,,539.3906198999903,539.3906198999903,None,,540.448960299982,540.448960299982,542.4664362999902,n,539.3906198999903,539.3906198999903,0.5158142999862321,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
F,False,2,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,25,25,25,,,,,,,,,,,,,542.4664362999902,543.516879599978,,,,,,,545.5531125999987,545.5531125999987,545.5531125999987,545.5531125999987,545.5531125999987,545.5531125999987,545.5531125999987,545.5531125999987,None,None,None,,,,,,,,,,,542.4664362999902,542.4664362999902,None,,543.516879599978,543.516879599978,545.5531125999987,n,542.4664362999902,542.4664362999902,1.0956411000224762,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
