sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['red_left_Z_0', 'red_left_Q_45', 'red_bottom_Q_45', 'blue_left_G_45']","{'color': 'blue_left_G_45', 'position': 'red_bottom_Q_45', 'orientation': 'red_left_Z_0'}",orientation,['orientation'],red_left_Z_0,0,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,1541.9720379998907,,,1552.7098495000973,1552.7098495000973,1552.7098495000973,1,0.20940239960327744,1552.9436201998033,1552.9436201998033,1552.9436201998033,1552.9436201998033,1552.9436201998033,1552.9436201998033,1552.9436201998033,1552.9436201998033,None,None,None,,,,1544.042836499866,,,,,,,,1541.9720379998907,1541.9720379998907,None,,1550.488800500054,1552.7098495000973,1541.9720379998907,1541.9720379998907,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_right_F_45', 'blue_top_Q_0', 'blue_top_W_45', 'red_top_L_45']","{'color': 'red_top_L_45', 'position': 'blue_right_F_45', 'orientation': 'blue_top_Q_0'}",position,['position'],blue_right_F_45,0,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,1552.9436201998033,,,1563.6980849001557,1563.6980849001557,1563.6980849001557,1,0.3573083998635411,1564.0822099000216,1564.0822099000216,1564.0822099000216,1564.0822099000216,1564.0822099000216,1564.0822099000216,1564.0822099000216,1564.0822099000216,None,None,None,,,,1555.0144671001472,,,,,,,,1552.9436201998033,1552.9436201998033,None,,1561.6610809997655,1563.6980849001557,1552.9436201998033,1552.9436201998033,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_top_Z_45', 'blue_top_H_45', 'blue_right_N_45', 'blue_top_G_0']","{'color': 'red_top_Z_45', 'position': 'blue_right_N_45', 'orientation': 'blue_top_G_0'}",orientation,['orientation'],blue_top_G_0,3,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,1564.0822099000216,,,1575.0370875000954,1575.0370875000954,1575.0370875000954,4,0.178897799924016,1575.2374923001043,1575.2374923001043,1575.2374923001043,1575.2374923001043,1575.2374923001043,1575.2374923001043,1575.2374923001043,1575.2374923001043,None,None,None,,,,1566.153056500014,,,,,,,,1564.0822099000216,1564.0822099000216,None,,1572.8161606001668,1575.0370875000954,1564.0822099000216,1564.0822099000216,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_bottom_L_45', 'blue_right_R_45', 'blue_bottom_G_0', 'red_bottom_C_45']","{'color': 'red_bottom_C_45', 'position': 'blue_right_R_45', 'orientation': 'blue_bottom_G_0'}",color,['color'],red_bottom_C_45,3,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,1575.2374923001043,,,1586.1923740999773,1586.1923740999773,1586.1923740999773,4,0.15120700001716614,1586.3760703997687,1586.3760703997687,1586.3760703997687,1586.3760703997687,1586.3760703997687,1586.3760703997687,1586.3760703997687,1586.3760703997687,None,None,None,,,,1577.3082232000306,,,,,,,,1575.2374923001043,1575.2374923001043,None,,1583.9714325000532,1586.1923740999773,1575.2374923001043,1575.2374923001043,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_bottom_N_45', 'blue_top_H_0', 'red_bottom_F_0', 'blue_bottom_Z_0']","{'color': 'red_bottom_F_0', 'position': 'blue_top_H_0', 'orientation': 'blue_bottom_N_45'}",position,['position'],blue_top_H_0,1,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,1586.3760703997687,,,1597.1138720000163,1597.1138720000163,1597.1138720000163,2,0.30157099990174174,1597.4478927999735,1597.4478927999735,1597.4478927999735,1597.4478927999735,1597.4478927999735,1597.4478927999735,1597.4478927999735,1597.4478927999735,None,None,None,,,,1588.4468709998764,,,,,,,,1586.3760703997687,1586.3760703997687,None,,1595.0932435002178,1597.1138720000163,1586.3760703997687,1586.3760703997687,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_bottom_W_45', 'blue_right_M_0', 'red_bottom_L_0', 'blue_bottom_Z_0']","{'color': 'red_bottom_L_0', 'position': 'blue_right_M_0', 'orientation': 'blue_bottom_W_45'}",position,['position'],blue_right_M_0,1,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,1597.4478927999735,,,1608.3863582001068,1608.3863582001068,1608.3863582001068,2,0.22852090001106262,1608.6365050999448,1608.6365050999448,1608.6365050999448,1608.6365050999448,1608.6365050999448,1608.6365050999448,1608.6365050999448,1608.6365050999448,None,None,None,,,,1599.5186789999716,,,,,,,,1597.4478927999735,1597.4478927999735,None,,1606.1817863998003,1608.3863582001068,1597.4478927999735,1597.4478927999735,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_right_V_45', 'blue_left_D_45', 'red_left_W_45', 'blue_left_B_0']","{'color': 'red_left_W_45', 'position': 'blue_right_V_45', 'orientation': 'blue_left_B_0'}",orientation,['orientation'],blue_left_B_0,3,1,letter,3,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,1608.6365050999448,,,1619.5747779998928,1619.5747779998928,1619.5747779998928,4,0.1121068000793457,1619.7417525001802,1622.497171400115,1619.7417525001802,1622.497171400115,1619.7417525001802,1622.497171400115,1619.7417525001802,1622.497171400115,26.746031746031747,2.331119599752128,space,,,,1610.7073869998567,2.6977204997092485,,,,,,,1608.6365050999448,1608.6365050999448,None,,1617.3704923000187,1619.5747779998928,1608.6365050999448,1608.6365050999448,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_left_N_0', 'red_left_T_45', 'red_right_L_45', 'blue_left_H_45']","{'color': 'blue_left_H_45', 'position': 'red_right_L_45', 'orientation': 'red_left_N_0'}",color,"['color', 'position']",blue_left_H_45,3,2,letter,3,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,1623.5659659998491,,,1634.5041518998332,1634.5041518998332,1634.5041518998332,4,0.6945597003214061,1635.2222306998447,1635.2222306998447,1635.2222306998447,1635.2222306998447,1635.2222306998447,1635.2222306998447,1635.2222306998447,1635.2222306998447,None,None,None,,,,,,,,,,,,1622.497171400115,1622.497171400115,space,1.0374182998202741,1632.2831427999772,1634.5041518998332,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_top_R_0', 'blue_bottom_W_45', 'red_bottom_L_0', 'blue_bottom_G_0']","{'color': 'red_bottom_L_0', 'position': 'blue_top_R_0', 'orientation': 'blue_bottom_W_45'}",color,"['color', 'orientation']",red_bottom_L_0,2,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,1635.2222306998447,,,1646.1771375001408,1646.1771375001408,1646.1771375001408,3,0.6297540999948978,1646.8284042999148,1646.8284042999148,1646.8284042999148,1646.8284042999148,1646.8284042999148,1646.8284042999148,1646.8284042999148,1646.8284042999148,None,None,None,,,,1637.2930609001778,,,,,,,,1635.2222306998447,1635.2222306998447,None,,1643.9561744001694,1646.1771375001408,1635.2222306998447,1635.2222306998447,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_top_G_0', 'blue_top_D_45', 'red_top_N_0', 'blue_right_W_0']","{'color': 'red_top_N_0', 'position': 'blue_right_W_0', 'orientation': 'blue_top_D_45'}",position,"['color', 'position']",blue_right_W_0,3,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,1646.8284042999148,,,1657.582900899928,1657.582900899928,1657.582900899928,4,1.9442548998631537,1659.5534361000173,1659.5534361000173,1659.5534361000173,1659.5534361000173,1659.5534361000173,1659.5534361000173,1659.5534361000173,1659.5534361000173,None,None,None,,,,1648.899221799802,,,,,,,,1646.8284042999148,1646.8284042999148,None,,1655.3619793001562,1657.582900899928,1646.8284042999148,1646.8284042999148,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_top_T_0', 'red_top_P_45', 'blue_top_S_45', 'red_right_S_45']","{'color': 'blue_top_S_45', 'position': 'red_right_S_45', 'orientation': 'red_top_T_0'}",orientation,"['orientation', 'position']",red_top_T_0,0,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,1659.5534361000173,,,1670.274882200174,1670.274882200174,1670.274882200174,2,0.7478554002009332,1671.0427135000937,1671.0427135000937,1671.0427135000937,1671.0427135000937,1671.0427135000937,1671.0427135000937,1671.0427135000937,1671.0427135000937,None,None,None,,,,1661.6243008999154,,,,,,,,1659.5534361000173,1659.5534361000173,None,,1668.2539848000742,1670.274882200174,1659.5534361000173,1659.5534361000173,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_left_W_45', 'red_left_J_0', 'blue_left_Z_0', 'blue_top_P_0']","{'color': 'red_left_J_0', 'position': 'blue_top_P_0', 'orientation': 'blue_left_W_45'}",position,"['color', 'position']",blue_top_P_0,3,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,1671.0427135000937,,,1682.1813341998495,1682.1813341998495,1682.1813341998495,4,0.6740867998450994,1682.8826712998562,1682.8826712998562,1682.8826712998562,1682.8826712998562,1682.8826712998562,1682.8826712998562,1682.8826712998562,1682.8826712998562,None,None,None,,,,1673.1135324998759,,,,,,,,1671.0427135000937,1671.0427135000937,None,,1679.9770072000101,1682.1813341998495,1671.0427135000937,1671.0427135000937,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_top_F_0', 'red_top_M_0', 'red_right_T_0', 'red_top_L_45']","{'color': 'blue_top_F_0', 'position': 'red_right_T_0', 'orientation': 'red_top_L_45'}",position,"['color', 'position']",red_right_T_0,2,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,1682.8826712998562,,,1693.4367948998697,1693.4367948998697,1693.4367948998697,3,0.5788341998122633,1694.0379996998236,1694.0379996998236,1694.0379996998236,1694.0379996998236,1694.0379996998236,1694.0379996998236,1694.0379996998236,1694.0379996998236,None,None,None,,,,1684.953589099925,,,,,,,,1682.8826712998562,1682.8826712998562,None,,1691.2158331000246,1693.4367948998697,1682.8826712998562,1682.8826712998562,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_bottom_S_0', 'blue_top_C_0', 'red_top_H_0', 'red_top_V_45']","{'color': 'blue_top_C_0', 'position': 'red_bottom_S_0', 'orientation': 'red_top_V_45'}",orientation,"['orientation', 'position']",red_top_V_45,3,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,1694.0379996998236,,,1705.1765970000997,1705.1765970000997,1705.1765970000997,4,0.48643659986555576,1705.6942440001294,1705.6942440001294,1705.6942440001294,1705.6942440001294,1705.6942440001294,1705.6942440001294,1705.6942440001294,1705.6942440001294,None,None,None,,,,1696.108846399933,,,,,,,,1694.0379996998236,1694.0379996998236,None,,1702.972288900055,1705.1765970000997,1694.0379996998236,1694.0379996998236,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_bottom_F_0', 'blue_left_N_0', 'red_bottom_Q_0', 'blue_bottom_S_45']","{'color': 'red_bottom_Q_0', 'position': 'blue_left_N_0', 'orientation': 'blue_bottom_S_45'}",color,"['color', 'position']",red_bottom_Q_0,2,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,1705.6942440001294,,,1716.4487514002249,1716.4487514002249,1716.4487514002249,3,0.5577517999336123,1717.0332442000508,1717.0332442000508,1717.0332442000508,1717.0332442000508,1717.0332442000508,1717.0332442000508,1717.0332442000508,1717.0332442000508,None,None,None,,,,1707.765063600149,,,,,,,,1705.6942440001294,1705.6942440001294,None,,1714.4114298000932,1716.4487514002249,1705.6942440001294,1705.6942440001294,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_top_W_0', 'red_left_F_0', 'red_top_J_45', 'blue_top_D_0']","{'color': 'blue_top_D_0', 'position': 'red_left_F_0', 'orientation': 'red_top_J_45'}",orientation,"['orientation', 'position']",red_top_J_45,2,2,letter,3,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,1717.0332442000508,,,1727.9714325000532,1727.9714325000532,1727.9714325000532,3,0.5234643002040684,1728.55594820017,1731.6119197998196,1728.55594820017,1731.6119197998196,1728.55594820017,1731.6119197998196,1728.55594820017,1731.6119197998196,44.04761904761905,2.430709999985993,space,,,,1719.1040632999502,3.0037602996453643,,,,,,,1717.0332442000508,1717.0332442000508,None,,1725.9516393002123,1727.9714325000532,1717.0332442000508,1717.0332442000508,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_right_V_0', 'red_right_Q_45', 'red_top_X_0', 'red_right_X_0']","{'color': 'blue_right_V_0', 'position': 'red_top_X_0', 'orientation': 'red_right_Q_45'}",orientation,"['color', 'orientation', 'position']",red_right_Q_45,1,3,letter,3,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,1735.0353298000991,,,1745.8065337999724,1745.8065337999724,1745.8065337999724,2,1.8491989998146892,1747.6768972999416,1747.6768972999416,1747.6768972999416,1747.6768972999416,1747.6768972999416,1747.6768972999416,1747.6768972999416,1747.6768972999416,None,None,None,,,,,,,,,,,,1731.6119197998196,1731.6119197998196,space,3.40355939976871,1743.7862860998139,1745.8065337999724,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_right_W_0', 'blue_right_G_45', 'red_right_N_45', 'blue_top_W_45']","{'color': 'red_right_N_45', 'position': 'blue_top_W_45', 'orientation': 'blue_right_W_0'}",position,"['color', 'orientation', 'position']",blue_top_W_45,3,3,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,1747.6768972999416,,,1758.6150568001904,1758.6150568001904,1758.6150568001904,4,1.767964799888432,1760.4019097001292,1760.4019097001292,1760.4019097001292,1760.4019097001292,1760.4019097001292,1760.4019097001292,1760.4019097001292,1760.4019097001292,None,None,None,,,,1749.7476984001696,,,,,,,,1747.6768972999416,1747.6768972999416,None,,1756.594761500135,1758.6150568001904,1747.6768972999416,1747.6768972999416,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_right_S_45', 'blue_left_Z_45', 'red_right_W_45', 'blue_right_C_0']","{'color': 'red_right_W_45', 'position': 'blue_left_Z_45', 'orientation': 'blue_right_C_0'}",color,"['color', 'orientation', 'position']",red_right_W_45,2,3,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,1760.4019097001292,,,1770.9393345997669,1770.9393345997669,1770.9393345997669,3,1.8761909995228052,1772.8430834999308,1772.8430834999308,1772.8430834999308,1772.8430834999308,1772.8430834999308,1772.8430834999308,1772.8430834999308,1772.8430834999308,None,None,None,,,,1762.4580756002106,,,,,,,,1760.4019097001292,1760.4019097001292,None,,1768.718411900103,1770.9393345997669,1760.4019097001292,1760.4019097001292,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_bottom_X_45', 'red_bottom_M_45', 'red_left_D_45', 'red_bottom_B_0']","{'color': 'blue_bottom_X_45', 'position': 'red_left_D_45', 'orientation': 'red_bottom_B_0'}",position,"['color', 'orientation', 'position']",red_left_D_45,2,3,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,1772.8430834999308,,,1783.7812532000244,1783.7812532000244,1783.7812532000244,3,1.137272299733013,1784.9502448001876,1784.9502448001876,1784.9502448001876,1784.9502448001876,1784.9502448001876,1784.9502448001876,1784.9502448001876,1784.9502448001876,None,None,None,,,,1774.9139474001713,,,,,,,,1772.8430834999308,1772.8430834999308,None,,1781.7606248999946,1783.7812532000244,1772.8430834999308,1772.8430834999308,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_top_V_0', 'red_left_P_45', 'red_top_W_45', 'blue_top_V_45']","{'color': 'blue_top_V_45', 'position': 'red_left_P_45', 'orientation': 'red_top_V_0'}",color,"['color', 'orientation', 'position']",blue_top_V_45,3,3,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,1784.9502448001876,,,1795.48763410002,1795.48763410002,1795.48763410002,4,1.6237733997404575,1797.1408846997656,1797.1408846997656,1797.1408846997656,1797.1408846997656,1797.1408846997656,1797.1408846997656,1797.1408846997656,1797.1408846997656,None,None,None,,,,1787.021064599976,,,,,,,,1784.9502448001876,1784.9502448001876,None,,1793.4671029001474,1795.48763410002,1784.9502448001876,1784.9502448001876,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_bottom_G_0', 'blue_left_X_0', 'blue_bottom_F_45', 'red_bottom_F_0']","{'color': 'red_bottom_F_0', 'position': 'blue_left_X_0', 'orientation': 'blue_bottom_F_45'}",orientation,"['color', 'orientation', 'position']",blue_bottom_F_45,2,3,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,1797.1408846997656,,,1807.8787116999738,1807.8787116999738,1807.8787116999738,3,1.1284596999175847,1809.0309593998827,1809.0309593998827,1809.0309593998827,1809.0309593998827,1809.0309593998827,1809.0309593998827,1809.0309593998827,1809.0309593998827,None,None,None,,,,1799.2116915001534,,,,,,,,1797.1408846997656,1797.1408846997656,None,,1805.8582015000284,1807.8787116999738,1797.1408846997656,1797.1408846997656,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_left_Z_45', 'blue_left_D_0', 'red_left_J_45', 'blue_bottom_C_45']","{'color': 'red_left_J_45', 'position': 'blue_bottom_C_45', 'orientation': 'blue_left_D_0'}",orientation,"['color', 'orientation', 'position']",blue_left_D_0,1,3,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,1809.0309593998827,,,1819.7687570000999,1819.7687570000999,1819.7687570000999,1,0.6956098000518978,1820.4868509001099,1820.4868509001099,1820.4868509001099,1820.4868509001099,1820.4868509001099,1820.4868509001099,1820.4868509001099,1820.4868509001099,None,None,None,,,,1811.101813599933,,,,,,,,1809.0309593998827,1809.0309593998827,None,,1817.7481359997764,1819.7687570000999,1809.0309593998827,1809.0309593998827,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_top_V_0', 'blue_bottom_L_45', 'red_bottom_S_0', 'blue_bottom_M_0']","{'color': 'red_bottom_S_0', 'position': 'blue_top_V_0', 'orientation': 'blue_bottom_L_45'}",position,"['color', 'orientation', 'position']",blue_top_V_0,0,3,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,1820.4868509001099,,,1831.2246730001643,1831.2246730001643,1831.2246730001643,1,1.246466999873519,1832.493790899869,1832.493790899869,1832.493790899869,1832.493790899869,1832.493790899869,1832.493790899869,1832.493790899869,1832.493790899869,None,None,None,,,,1822.5576666002162,,,,,,,,1820.4868509001099,1820.4868509001099,None,,1829.0037135998718,1831.2246730001643,1820.4868509001099,1820.4868509001099,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_bottom_D_0', 'blue_bottom_X_0', 'red_right_K_0', 'red_bottom_D_45']","{'color': 'blue_bottom_X_0', 'position': 'red_right_K_0', 'orientation': 'red_bottom_D_45'}",color,"['color', 'orientation', 'position']",blue_bottom_X_0,1,3,letter,3,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,80,80,80,,,,,,,,,,,,,,,,,,1832.493790899869,,,1843.2483080001548,1843.2483080001548,1843.2483080001548,2,0.8790680998936296,1844.1834872998297,1846.8888313998468,1844.1834872998297,1846.8888313998468,1844.1834872998297,1846.8888313998468,1844.1834872998297,1846.8888313998468,53.88888888888889,2.2518970002420247,space,,,,1834.5478726997972,2.6236927998252213,,,,,,,1832.493790899869,1832.493790899869,None,,1841.027323300019,1843.2483080001548,1832.493790899869,1832.493790899869,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
