sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.863568000029773,29.863568000029773,f,16.07291750004515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.994399699848145,45.994399699848145,space,23.47015170007944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_bottom_T_0', 'blue_left_R_0', 'blue_bottom_P_0', 'blue_bottom_L_45']","{'color': 'red_bottom_T_0', 'position': 'blue_left_R_0', 'orientation': 'blue_bottom_L_45'}",position,['position'],blue_left_R_0,1,1,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,69.52402570005506,69.52402570005506,space,2.5415231995284557,72.09579889988527,73.09774139989167,83.70199450012296,85.73929279996082,85.73929279996082,85.73929279996082,85.73929279996082,2,154.06049309996888,239.85922480002046,239.85922480002046,239.85922480002046,239.85922480002046,239.85922480002046,239.85922480002046,239.85922480002046,239.85922480002046,None,None,None,,,,,,,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_left_R_0', 'blue_left_L_0', 'blue_bottom_G_0', 'blue_left_T_45']","{'color': 'red_left_R_0', 'position': 'blue_bottom_G_0', 'orientation': 'blue_left_T_45'}",orientation,['orientation'],blue_left_T_45,3,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,239.85922480002046,239.85922480002046,None,,239.85922480002046,240.86121390014887,249.44484339980409,251.66585949994624,251.66585949994624,251.66585949994624,251.66585949994624,2,17.654375500045717,269.35057590017095,269.35057590017095,269.35057590017095,269.35057590017095,269.35057590017095,269.35057590017095,269.35057590017095,269.35057590017095,None,None,None,239.85922480002046,239.85922480002046,240.86121390014887,242.9319838997908,,,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_bottom_S_0', 'red_bottom_M_0', 'blue_left_V_0', 'blue_bottom_B_45']","{'color': 'red_bottom_M_0', 'position': 'blue_left_V_0', 'orientation': 'blue_bottom_B_45'}",color,['color'],red_bottom_M_0,1,1,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,269.35057590017095,269.35057590017095,None,,269.35057590017095,270.3525976999663,278.9361625998281,281.1571328002028,281.1571328002028,281.1571328002028,281.1571328002028,2,0.6512144999578595,281.87526659993455,287.5864623999223,281.87526659993455,287.5864623999223,281.87526659993455,287.5864623999223,281.87526659993455,287.5864623999223,25.634920634920633,3.9340257002040744,space,269.35057590017095,269.35057590017095,270.3525976999663,272.42326499987394,5.652687500230968,,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_right_P_0', 'red_right_H_45', 'blue_right_K_0', 'red_bottom_J_0']","{'color': 'blue_right_K_0', 'position': 'red_bottom_J_0', 'orientation': 'red_right_H_45'}",color,"['color', 'orientation']",blue_right_K_0,2,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,287.5864623999223,287.5864623999223,space,3.79025759967044,291.39398769987747,292.3959531998262,301.17989030014724,303.20066590001807,303.20066590001807,303.20066590001807,303.20066590001807,2,4.11899339966476,307.3420036002062,307.3420036002062,307.3420036002062,307.3420036002062,307.3420036002062,307.3420036002062,307.3420036002062,307.3420036002062,None,None,None,,,,,,,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_top_Z_45', 'red_left_X_45', 'red_top_W_0', 'red_top_M_45']","{'color': 'blue_top_Z_45', 'position': 'red_left_X_45', 'orientation': 'red_top_W_0'}",orientation,"['orientation', 'position']",red_top_W_0,2,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,307.3420036002062,307.3420036002062,None,,307.3420036002062,308.34407000010833,316.9108445998281,318.94819540018216,318.94819540018216,318.94819540018216,318.94819540018216,2,6.131539500318468,325.1103167999536,325.1103167999536,325.1103167999536,325.1103167999536,325.1103167999536,325.1103167999536,325.1103167999536,325.1103167999536,None,None,None,307.3420036002062,307.3420036002062,308.34407000010833,310.4147573001683,,,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_top_T_0', 'blue_top_F_0', 'red_bottom_V_0', 'red_top_F_45']","{'color': 'blue_top_F_0', 'position': 'red_bottom_V_0', 'orientation': 'red_top_F_45'}",position,"['color', 'position']",red_bottom_V_0,2,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,325.1103167999536,325.1103167999536,None,,325.1103167999536,326.1122834999114,334.4955670000054,336.5161323999055,336.5161323999055,336.5161323999055,336.5161323999055,3,3.9479864998720586,340.52404229994863,344.9494020999409,340.52404229994863,344.9494020999409,340.52404229994863,344.9494020999409,340.52404229994863,344.9494020999409,38.65079365079365,2.6646827002987266,space,325.1103167999536,325.1103167999536,326.1122834999114,328.18304880009964,4.371487699914724,,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_right_P_45', 'blue_right_S_0', 'blue_right_G_45', 'blue_bottom_N_45']","{'color': 'red_right_P_45', 'position': 'blue_bottom_N_45', 'orientation': 'blue_right_S_0'}",position,"['color', 'orientation', 'position']",blue_bottom_N_45,3,3,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,344.9494020999409,344.9494020999409,space,4.6825072998180985,349.6586493998766,350.6606111000292,359.24424970010296,361.44851459981874,361.44851459981874,361.44851459981874,361.44851459981874,3,6.991653299890459,368.462326799985,368.462326799985,368.462326799985,368.462326799985,368.462326799985,368.462326799985,368.462326799985,368.462326799985,None,None,None,,,,,,,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_left_V_45', 'blue_bottom_K_0', 'red_left_C_0', 'blue_left_G_0']","{'color': 'red_left_C_0', 'position': 'blue_bottom_K_0', 'orientation': 'blue_left_V_45'}",color,"['color', 'orientation', 'position']",red_left_C_0,2,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,368.462326799985,368.462326799985,None,,368.462326799985,369.4643164998852,378.0312124998309,380.2521851998754,380.2521851998754,380.2521851998754,380.2521851998754,3,1.9153475002385676,382.18934120004997,382.18934120004997,382.18934120004997,382.18934120004997,382.18934120004997,382.18934120004997,382.18934120004997,382.18934120004997,None,None,None,368.462326799985,368.462326799985,369.4643164998852,371.535077100154,,,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_left_R_45', 'red_right_T_45', 'blue_right_J_45', 'red_right_G_0']","{'color': 'blue_right_J_45', 'position': 'red_left_R_45', 'orientation': 'red_right_G_0'}",orientation,"['color', 'orientation', 'position']",red_right_G_0,3,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,382.18934120004997,382.18934120004997,None,,382.18934120004997,383.19129930017516,392.14442889997736,394.17964439978823,394.17964439978823,394.17964439978823,394.17964439978823,4,2.4040603996254504,396.65116709982976,399.5735490000807,396.65116709982976,399.5735490000807,396.65116709982976,399.5735490000807,396.65116709982976,399.5735490000807,49.92063492063492,2.2314494997262955,space,382.18934120004997,382.18934120004997,383.19129930017516,385.2787581998855,2.8457261002622545,,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Arm_Z_For', 'L_Arm_X_For', 'R_Arm_X_For', 'R_Base_X_For']","{'laterality': 'L_Arm_X_For', 'localisation': 'R_Base_X_For', 'movement': 'R_Arm_Z_For'}",movement,['movement'],R_Arm_Z_For,0,1,robot,2,True,False,"['robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\R_Arm_Z_For.mp4,18,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,399.5735490000807,399.5735490000807,space,1.035519199911505,400.6256480999291,401.6275839000009,,,418.42796179978177,418.42796179978177,418.42796179978177,4,10.42821089969948,428.881261699833,428.881261699833,428.881261699833,428.881261699833,428.881261699833,428.881261699833,428.881261699833,428.881261699833,None,None,None,,,,,,414.8870713999495,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Arm_X_Back', 'R_Torso_X_For', 'R_Arm_X_Back', 'R_Arm_Y_Back']","{'laterality': 'L_Arm_X_Back', 'localisation': 'R_Torso_X_For', 'movement': 'R_Arm_Y_Back'}",localisation,['localisation'],R_Torso_X_For,1,1,robot,2,False,False,"['robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\R_Torso_X_For.mp4,18,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,428.881261699833,428.881261699833,None,,428.881261699833,429.88323460007086,,,446.81652429979295,446.81652429979295,446.81652429979295,1,3.583849299699068,450.42362659983337,450.42362659983337,450.42362659983337,450.42362659983337,450.42362659983337,450.42362659983337,450.42362659983337,450.42362659983337,None,None,None,428.881261699833,428.881261699833,429.88323460007086,431.97066760016605,,443.1760291000828,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Arm_Z_Back', 'L_Head_Z_For', 'R_Arm_Z_For', 'L_Arm_Y_For']","{'laterality': 'R_Arm_Z_For', 'localisation': 'L_Head_Z_For', 'movement': 'L_Arm_Y_For'}",laterality,['laterality'],R_Arm_Z_For,2,1,robot,2,False,True,"['robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\R_Arm_Z_For.mp4,18,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,450.42362659983337,450.42362659983337,None,,450.42362659983337,451.4255920997821,,,468.3255846002139,468.3255846002139,468.3255846002139,3,0.5543364998884499,468.9434397998266,473.30199330020696,468.9434397998266,473.30199330020696,468.9434397998266,473.30199330020696,468.9434397998266,473.30199330020696,27.698412698412696,2.5312702995724976,space,450.42362659983337,450.42362659983337,451.4255920997821,453.51307930005714,4.280919999815524,464.68501089978963,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Head_Y_For', 'R_Head_Y_Back', 'R_Torso_Y_For', 'R_Head_X_For']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Head_X_For'}",localisation,"['laterality', 'localisation']",R_Torso_Y_For,2,2,robot,2,True,False,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,18,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,473.30199330020696,473.30199330020696,space,0.8658535000868142,474.1870789998211,475.18901909980923,,,492.1056412002072,492.1056412002072,492.1056412002072,2,6.094518200028688,498.21770620020106,498.21770620020106,498.21770620020106,498.21770620020106,498.21770620020106,498.21770620020106,498.21770620020106,498.21770620020106,None,None,None,,,,,,488.46519890008494,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Arm_Y_Back', 'L_Base_Y_Back', 'L_Arm_Y_Back', 'L_Arm_Z_Back']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Base_Y_Back', 'movement': 'L_Arm_Z_Back'}",laterality,"['laterality', 'movement']",R_Arm_Y_Back,0,2,robot,2,False,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,18,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,498.21770620020106,498.21770620020106,None,,498.21770620020106,499.2196863000281,,,516.0694999000989,516.0694999000989,516.0694999000989,1,2.0259682997129858,518.1235480001196,518.1235480001196,518.1235480001196,518.1235480001196,518.1235480001196,518.1235480001196,518.1235480001196,518.1235480001196,None,None,None,498.21770620020106,498.21770620020106,499.2196863000281,501.32379909977317,,512.4290769998915,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Base_X_Back', 'R_Base_X_For', 'L_Base_Y_Back', 'L_Arm_X_Back']","{'laterality': 'R_Base_X_For', 'localisation': 'L_Arm_X_Back', 'movement': 'L_Base_Y_Back'}",movement,"['laterality', 'movement']",L_Base_Y_Back,2,2,robot,2,False,True,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\L_Base_Y_Back.mp4,18,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,518.1235480001196,518.1235480001196,None,,518.1235480001196,519.1255101999268,,,535.808594699949,535.808594699949,535.808594699949,3,4.543279499746859,540.41745790001,542.6217904998921,540.41745790001,542.6217904998921,540.41745790001,542.6217904998921,540.41745790001,542.6217904998921,52.46031746031746,1.879108500201255,space,518.1235480001196,518.1235480001196,519.1255101999268,521.212946599815,2.150498299859464,532.1683113002218,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Torso_X_Back', 'L_Torso_Y_For', 'R_Base_Y_Back', 'R_Torso_Y_Back']","{'laterality': 'L_Torso_Y_For', 'localisation': 'R_Base_Y_Back', 'movement': 'R_Torso_X_Back'}",localisation,"['laterality', 'localisation', 'movement']",R_Base_Y_Back,2,3,robot,2,True,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4']",robot_stimuli\R_Base_Y_Back.mp4,18,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,542.6217904998921,542.6217904998921,space,0.5615711994469166,543.2062375000678,544.2081896001473,,,561.1415651999414,561.1415651999414,561.1415651999414,2,4.106338399928063,565.2663447000086,565.2663447000086,565.2663447000086,565.2663447000086,565.2663447000086,565.2663447000086,565.2663447000086,565.2663447000086,None,None,None,,,,,,557.4843505001627,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Head_Z_Back', 'R_Torso_X_For', 'R_Head_X_For', 'L_Head_X_For']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Torso_X_For', 'movement': 'R_Head_Z_Back'}",laterality,"['laterality', 'localisation', 'movement']",L_Head_X_For,3,3,robot,2,False,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\L_Head_X_For.mp4,18,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,565.2663447000086,565.2663447000086,None,,565.2663447000086,566.2682757000439,,,583.1014125999063,583.1014125999063,583.1014125999063,4,1.426781699527055,584.5542872999795,584.5542872999795,584.5542872999795,584.5542872999795,584.5542872999795,584.5542872999795,584.5542872999795,584.5542872999795,None,None,None,565.2663447000086,565.2663447000086,566.2682757000439,568.3557568001561,,579.5277590001933,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Torso_Y_For', 'R_Torso_Y_For', 'R_Head_Y_Back', 'R_Torso_Z_For']","{'laterality': 'L_Torso_Y_For', 'localisation': 'R_Head_Y_Back', 'movement': 'R_Torso_Z_For'}",movement,"['laterality', 'localisation', 'movement']",R_Torso_Z_For,3,3,robot,2,False,True,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Torso_Z_For.mp4,18,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,584.5542872999795,584.5542872999795,None,,584.5542872999795,585.55627179984,,,602.4561777999625,602.4561777999625,602.4561777999625,4,1.903346000239253,604.4100882001221,607.2489726999775,604.4100882001221,607.2489726999775,604.4100882001221,607.2489726999775,604.4100882001221,607.2489726999775,52.14285714285714,2.114211400039494,space,584.5542872999795,584.5542872999795,585.55627179984,587.6437826999463,2.7579123000614345,598.8156945002265,,,,,,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.2489726999775,607.2489726999775,607.2489726999775,c,3.26324769994244,,,,,,,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_left_P_45', 'red_left_T_0', 'red_bottom_J_45', 'blue_left_Z_45']","{'color': 'blue_left_Z_45', 'position': 'red_bottom_J_45', 'orientation': 'red_left_T_0'}",color,"['color', 'orientation', 'position']",blue_left_Z_45,3,3,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,615.3983566001989,,,626.1361302998848,626.1361302998848,626.1361302998848,4,4.529011399950832,630.6951764998958,630.6951764998958,630.6951764998958,630.6951764998958,630.6951764998958,630.6951764998958,630.6951764998958,630.6951764998958,None,None,None,,,,,,,,,,,,610.5721869999543,610.5721869999543,space,4.804844799917191,623.9151794998907,626.1361302998848,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_left_H_0', 'red_left_K_0', 'blue_left_C_45', 'blue_bottom_F_0']","{'color': 'red_left_K_0', 'position': 'blue_bottom_F_0', 'orientation': 'blue_left_C_45'}",orientation,"['color', 'orientation', 'position']",blue_left_C_45,2,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,630.6951764998958,,,641.0321041001007,641.0321041001007,641.0321041001007,2,5.575579199939966,646.6264808000997,646.6264808000997,646.6264808000997,646.6264808000997,646.6264808000997,646.6264808000997,646.6264808000997,646.6264808000997,None,None,None,,,,632.7491566999815,,,,,,,,630.6951764998958,630.6951764998958,None,,639.0115644000471,641.0321041001007,630.6951764998958,630.6951764998958,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_left_C_45', 'blue_left_M_0', 'red_left_W_0', 'red_right_F_0']","{'color': 'blue_left_M_0', 'position': 'red_right_F_0', 'orientation': 'red_left_C_45'}",position,"['color', 'orientation', 'position']",red_right_F_0,3,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,646.6264808000997,,,657.3810388999991,657.3810388999991,657.3810388999991,4,2.0906327995471656,659.5018074000254,659.5018074000254,659.5018074000254,659.5018074000254,659.5018074000254,659.5018074000254,659.5018074000254,659.5018074000254,None,None,None,,,,648.6972974999808,,,,,,,,646.6264808000997,646.6264808000997,None,,655.3603489999659,657.3810388999991,646.6264808000997,646.6264808000997,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_left_Q_45', 'red_top_V_0', 'red_top_J_45', 'blue_top_Z_45']","{'color': 'blue_top_Z_45', 'position': 'red_left_Q_45', 'orientation': 'red_top_V_0'}",position,"['color', 'orientation', 'position']",red_left_Q_45,0,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,659.5018074000254,,,670.0225117001683,670.0225117001683,670.0225117001683,1,2.1851409999653697,672.2268770998344,672.2268770998344,672.2268770998344,672.2268770998344,672.2268770998344,672.2268770998344,672.2268770998344,672.2268770998344,None,None,None,,,,661.5726596000604,,,,,,,,659.5018074000254,659.5018074000254,None,,668.0024692998268,670.0225117001683,659.5018074000254,659.5018074000254,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_right_L_0', 'red_right_L_45', 'blue_left_K_45', 'blue_right_R_45']","{'color': 'red_right_L_45', 'position': 'blue_left_K_45', 'orientation': 'blue_right_L_0'}",orientation,"['color', 'orientation', 'position']",blue_right_L_0,0,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,672.2268770998344,,,682.5805644998327,682.5805644998327,682.5805644998327,2,3.6669280999340117,686.27117000008,686.27117000008,686.27117000008,686.27117000008,686.27117000008,686.27117000008,686.27117000008,686.27117000008,None,None,None,,,,674.2975873998366,,,,,,,,672.2268770998344,672.2268770998344,None,,680.5599882001989,682.5805644998327,672.2268770998344,672.2268770998344,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_bottom_T_0', 'blue_bottom_Z_45', 'red_right_V_45', 'red_bottom_L_45']","{'color': 'blue_bottom_Z_45', 'position': 'red_right_V_45', 'orientation': 'red_bottom_T_0'}",position,"['color', 'orientation', 'position']",red_right_V_45,2,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,686.27117000008,,,696.6081691998988,696.6081691998988,696.6081691998988,3,3.535208699759096,700.1651579998434,700.1651579998434,700.1651579998434,700.1651579998434,700.1651579998434,700.1651579998434,700.1651579998434,700.1651579998434,None,None,None,,,,688.3252817001194,,,,,,,,686.27117000008,686.27117000008,None,,694.5876345997676,696.6081691998988,686.27117000008,686.27117000008,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
