sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['blue_left_C_45', 'red_left_V_45', 'blue_bottom_F_45', 'blue_left_V_0']","{'color': 'red_left_V_45', 'position': 'blue_bottom_F_45', 'orientation': 'blue_left_V_0'}",color,"['color', 'position']",red_left_V_45,1,2,letter,4,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,81,81,81,,,,,,,,,,,,,,,,,,,2235.8549712,2237.9240247999996,,,2246.6184670999996,2246.6184670999996,2246.6184670999996,2,1.9340052000000583,2248.5716936,2248.5716936,2248.5716936,2248.5716936,2248.5716936,2248.5716936,2248.5716936,2248.5716936,None,None,None,,,,,,,,,,2169.2781741999997,2169.2781741999997,space,66.55427609999998,,,,2244.3936486999996,2246.6184670999996,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_left_C_45', 'red_left_N_0', 'blue_left_L_45', 'red_bottom_N_45']","{'color': 'blue_left_L_45', 'position': 'red_bottom_N_45', 'orientation': 'red_left_N_0'}",orientation,"['color', 'orientation']",red_left_N_0,1,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,82,82,82,,,,,,,,,,,,,,,,,,,2248.5716936,2250.6275536,,,2259.3126511,2259.3126511,2259.3126511,3,2.4480940000001397,2261.7886525999998,2261.7886525999998,2261.7886525999998,2261.7886525999998,2261.7886525999998,2261.7886525999998,2261.7886525999998,2261.7886525999998,None,None,None,,,,,,,,,,2248.5716936,2248.5716936,None,,,2248.5716936,2248.5716936,2257.2868897,2259.3126511,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_right_X_45', 'blue_right_L_45', 'blue_bottom_V_45', 'blue_right_B_0']","{'color': 'red_right_X_45', 'position': 'blue_bottom_V_45', 'orientation': 'blue_right_B_0'}",color,"['color', 'orientation']",red_right_X_45,0,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,83,83,83,,,,,,,,,,,,,,,,,,,2261.7886525999998,2263.8505986,,,2272.7268506,2272.7268506,2272.7268506,1,2.5691386999999963,2275.3217605,2275.3217605,2275.3217605,2275.3217605,2275.3217605,2275.3217605,2275.3217605,2275.3217605,None,None,None,,,,,,,,,,2261.7886525999998,2261.7886525999998,None,,,2261.7886525999998,2261.7886525999998,2270.5066643,2272.7268506,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_right_W_45', 'blue_top_X_45', 'blue_top_N_0', 'red_top_B_45']","{'color': 'red_top_B_45', 'position': 'blue_right_W_45', 'orientation': 'blue_top_N_0'}",position,"['orientation', 'position']",blue_right_W_45,0,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,84,84,84,,,,,,,,,,,,,,,,,,,2275.3217605,2277.3764634999998,,,2286.2490549,2286.2490549,2286.2490549,1,6.774546500000099,2293.0551102,2293.0551102,2293.0551102,2293.0551102,2293.0551102,2293.0551102,2293.0551102,2293.0551102,None,None,None,,,,,,,,,,2275.3217605,2275.3217605,None,,,2275.3217605,2275.3217605,2284.2311106999996,2286.2490549,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_left_L_45', 'red_right_W_0', 'red_right_Q_45', 'blue_right_L_45']","{'color': 'blue_right_L_45', 'position': 'red_left_L_45', 'orientation': 'red_right_W_0'}",color,"['color', 'position']",blue_right_L_45,3,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,85,85,85,,,,,,,,,,,,,,,,,,,2293.0551102,2295.1110328,,,2303.5946728999998,2303.5946728999998,2303.5946728999998,4,1.4775308999999766,2305.0884431,2305.0884431,2305.0884431,2305.0884431,2305.0884431,2305.0884431,2305.0884431,2305.0884431,None,None,None,,,,,,,,,,2293.0551102,2293.0551102,None,,,2293.0551102,2293.0551102,2301.5685722,2303.5946728999998,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_right_L_45', 'blue_left_Z_45', 'blue_right_Z_0', 'red_right_L_45']","{'color': 'red_right_L_45', 'position': 'blue_left_Z_45', 'orientation': 'blue_right_Z_0'}",position,"['orientation', 'position']",blue_left_Z_45,1,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,86,86,86,,,,,,,,,,,,,,,,,,,2305.0884431,2307.1406101,,,2315.4208715,2315.4208715,2315.4208715,2,6.131783400000415,2321.5716502,2321.5716502,2321.5716502,2321.5716502,2321.5716502,2321.5716502,2321.5716502,2321.5716502,None,None,None,,,,,,,,,,2305.0884431,2305.0884431,None,,,2305.0884431,2305.0884431,2313.4046657,2315.4208715,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_bottom_K_0', 'red_left_B_0', 'red_left_P_45', 'blue_left_Q_0']","{'color': 'blue_left_Q_0', 'position': 'red_bottom_K_0', 'orientation': 'red_left_P_45'}",position,"['orientation', 'position']",red_bottom_K_0,0,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,87,87,87,,,,,,,,,,,,,,,,,,,2321.5716502,2323.6286419,,,2332.3073474,2332.3073474,2332.3073474,1,1.96499120000027,2334.3051987,2334.3051987,2334.3051987,2334.3051987,2334.3051987,2334.3051987,2334.3051987,2334.3051987,None,None,None,,,,,,,,,,2321.5716502,2321.5716502,None,,,2321.5716502,2321.5716502,2330.0896224,2332.3073474,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_left_T_45', 'blue_bottom_D_0', 'blue_left_D_0', 'red_left_B_0']","{'color': 'red_left_B_0', 'position': 'blue_bottom_D_0', 'orientation': 'blue_left_T_45'}",orientation,"['color', 'orientation']",blue_left_T_45,0,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,88,88,88,,,,,,,,,,,,,,,,,,,2334.3051987,2336.3595748999996,,,2344.8332834,2344.8332834,2344.8332834,1,3.0476012000002015,2347.9049892,2347.9049892,2347.9049892,2347.9049892,2347.9049892,2347.9049892,2347.9049892,2347.9049892,None,None,None,,,,,,,,,,2334.3051987,2334.3051987,None,,,2334.3051987,2334.3051987,2342.8221974999997,2344.8332834,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_top_Q_0', 'red_bottom_X_0', 'blue_bottom_V_45', 'blue_bottom_Z_0']","{'color': 'red_bottom_X_0', 'position': 'blue_top_Q_0', 'orientation': 'blue_bottom_V_45'}",orientation,"['color', 'orientation']",blue_bottom_V_45,2,2,letter,4,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,89,89,89,,,,,,,,,,,,,,,,,,,2347.9049892,2349.9671495,,,2358.6338207,2358.6338207,2358.6338207,3,5.151320600000247,2363.832919,2366.5012428,2363.832919,2366.5012428,2363.832919,2366.5012428,2363.832919,2366.5012428,34.32098765432099,2.067963399999826,space,,,2.6231403999998406,,,,,,,2347.9049892,2347.9049892,None,,,2347.9049892,2347.9049892,2356.6149486,2358.6338207,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_bottom_H_0', 'red_left_X_45', 'red_left_V_0', 'blue_left_B_0']","{'color': 'blue_left_B_0', 'position': 'red_bottom_H_0', 'orientation': 'red_left_X_45'}",orientation,['orientation'],red_left_X_45,1,1,letter,4,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,90,90,90,,,,,,,,,,,,,,,,,,,2367.9218272,2369.9773695,,,2378.8408734,2378.8408734,2378.8408734,2,0.46350819999980786,2379.3217495999997,2379.3217495999997,2379.3217495999997,2379.3217495999997,2379.3217495999997,2379.3217495999997,2379.3217495999997,2379.3217495999997,None,None,None,,,,,,,,,,2366.5012428,2366.5012428,space,1.3879881000000864,,,,2376.8277688999997,2378.8408734,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_bottom_Z_0', 'blue_bottom_G_0', 'red_left_Z_0', 'red_bottom_W_45']","{'color': 'blue_bottom_G_0', 'position': 'red_left_Z_0', 'orientation': 'red_bottom_W_45'}",color,['color'],blue_bottom_G_0,1,1,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,91,91,91,,,,,,,,,,,,,,,,,,,2379.3217495999997,2381.3775045999996,,,2390.0568365999998,2390.0568365999998,2390.0568365999998,2,0.5030659000001947,2390.5886858,2390.5886858,2390.5886858,2390.5886858,2390.5886858,2390.5886858,2390.5886858,2390.5886858,None,None,None,,,,,,,,,,2379.3217495999997,2379.3217495999997,None,,,2379.3217495999997,2379.3217495999997,2387.8410004999996,2390.0568365999998,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_left_Z_0', 'red_left_Z_45', 'red_top_B_0', 'red_left_C_0']","{'color': 'blue_left_Z_0', 'position': 'red_top_B_0', 'orientation': 'red_left_Z_45'}",orientation,['orientation'],red_left_Z_45,1,1,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,92,92,92,,,,,,,,,,,,,,,,,,,2390.5886858,2392.6431598,,,2401.539215,2401.539215,2401.539215,2,1.4377631000000406,2403.0051335999997,2403.0051335999997,2403.0051335999997,2403.0051335999997,2403.0051335999997,2403.0051335999997,2403.0051335999997,2403.0051335999997,None,None,None,,,,,,,,,,2390.5886858,2390.5886858,None,,,2390.5886858,2390.5886858,2399.5221276999996,2401.539215,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_top_L_45', 'blue_top_H_0', 'red_top_H_0', 'blue_bottom_Z_0']","{'color': 'red_top_H_0', 'position': 'blue_bottom_Z_0', 'orientation': 'blue_top_L_45'}",position,['position'],blue_bottom_Z_0,3,1,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,93,93,93,,,,,,,,,,,,,,,,,,,2403.0051335999997,2405.0594806999998,,,2413.7355276,2413.7355276,2413.7355276,4,0.29578480000037644,2414.0551387,2414.0551387,2414.0551387,2414.0551387,2414.0551387,2414.0551387,2414.0551387,2414.0551387,None,None,None,,,,,,,,,,2403.0051335999997,2403.0051335999997,None,,,2403.0051335999997,2403.0051335999997,2411.7193795999997,2413.7355276,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_right_H_0', 'red_bottom_L_45', 'red_bottom_C_0', 'blue_bottom_S_0']","{'color': 'blue_bottom_S_0', 'position': 'red_right_H_0', 'orientation': 'red_bottom_L_45'}",position,['position'],red_right_H_0,0,1,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,94,94,94,,,,,,,,,,,,,,,,,,,2414.0551387,2416.1118573,,,2424.3919822,2424.3919822,2424.3919822,1,0.6889665000001628,2425.1051887999997,2425.1051887999997,2425.1051887999997,2425.1051887999997,2425.1051887999997,2425.1051887999997,2425.1051887999997,2425.1051887999997,None,None,None,,,,,,,,,,2414.0551387,2414.0551387,None,,,2414.0551387,2414.0551387,2422.3707219999997,2424.3919822,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_right_P_45', 'red_bottom_T_45', 'red_right_X_0', 'blue_right_M_45']","{'color': 'blue_right_M_45', 'position': 'red_bottom_T_45', 'orientation': 'red_right_X_0'}",position,['position'],red_bottom_T_45,1,1,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,95,95,95,,,,,,,,,,,,,,,,,,,2425.1051887999997,2427.1595605999996,,,2436.0313701,2436.0313701,2436.0313701,2,0.6257229999999367,2436.6887831999998,2436.6887831999998,2436.6887831999998,2436.6887831999998,2436.6887831999998,2436.6887831999998,2436.6887831999998,2436.6887831999998,None,None,None,,,,,,,,,,2425.1051887999997,2425.1051887999997,None,,,2425.1051887999997,2425.1051887999997,2434.016584,2436.0313701,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_left_V_45', 'blue_left_S_45', 'red_right_V_45', 'red_left_B_0']","{'color': 'blue_left_S_45', 'position': 'red_right_V_45', 'orientation': 'red_left_B_0'}",color,['color'],blue_left_S_45,1,1,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,96,96,96,,,,,,,,,,,,,,,,,,,2436.6887831999998,2438.7425478,,,2447.4291623999998,2447.4291623999998,2447.4291623999998,2,0.4917146999999318,2447.9384793,2447.9384793,2447.9384793,2447.9384793,2447.9384793,2447.9384793,2447.9384793,2447.9384793,None,None,None,,,,,,,,,,2436.6887831999998,2436.6887831999998,None,,,2436.6887831999998,2436.6887831999998,2445.2066517,2447.4291623999998,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_top_C_0', 'blue_left_P_0', 'blue_top_M_45', 'blue_top_X_0']","{'color': 'red_top_C_0', 'position': 'blue_left_P_0', 'orientation': 'blue_top_M_45'}",color,['color'],red_top_C_0,0,1,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,97,97,97,,,,,,,,,,,,,,,,,,,2447.9384793,2449.9918414,,,2458.6645779,2458.6645779,2458.6645779,1,0.6803303000004348,2459.3717382,2459.3717382,2459.3717382,2459.3717382,2459.3717382,2459.3717382,2459.3717382,2459.3717382,None,None,None,,,,,,,,,,2447.9384793,2447.9384793,None,,,2447.9384793,2447.9384793,2456.6440481,2458.6645779,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_right_R_0', 'red_left_S_0', 'blue_left_J_0', 'blue_left_B_45']","{'color': 'red_left_S_0', 'position': 'blue_right_R_0', 'orientation': 'blue_left_B_45'}",orientation,['orientation'],blue_left_B_45,3,1,letter,4,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,98,98,98,,,,,,,,,,,,,,,,,,,2459.3717382,2461.4294136,,,2470.1045774,2470.1045774,2470.1045774,4,0.46415640000014946,2470.6142640999997,2473.8438834999997,2470.6142640999997,2473.8438834999997,2470.6142640999997,2473.8438834999997,2470.6142640999997,2473.8438834999997,25.216049382716037,2.6898919000000205,space,,,3.1852557000000274,,,,,,,2459.3717382,2459.3717382,None,,,2459.3717382,2459.3717382,2468.0872688,2470.1045774,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_top_K_45', 'red_top_H_0', 'blue_top_B_0', 'red_left_H_0']","{'color': 'blue_top_B_0', 'position': 'red_left_H_0', 'orientation': 'red_top_K_45'}",color,"['color', 'orientation', 'position']",blue_top_B_0,2,3,letter,4,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,99,99,99,,,,,,,,,,,,,,,,,,,2479.7385758,2481.7959311,,,2490.2767826,2490.2767826,2490.2767826,3,2.2754996000001597,2492.5720179,2492.5720179,2492.5720179,2492.5720179,2492.5720179,2492.5720179,2492.5720179,2492.5720179,None,None,None,,,,,,,,,,2473.8438834999997,2473.8438834999997,space,5.876619900000435,,,,2488.2504027,2490.2767826,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_top_L_0', 'red_bottom_V_0', 'red_top_X_45', 'blue_top_Z_0']","{'color': 'blue_top_Z_0', 'position': 'red_bottom_V_0', 'orientation': 'red_top_X_45'}",orientation,"['color', 'orientation', 'position']",red_top_X_45,2,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,100,100,100,,,,,,,,,,,,,,,,,,,2492.5720179,2494.6328734,,,2503.3074878999996,2503.3074878999996,2503.3074878999996,3,1.7325409000002878,2505.0719225999997,2505.0719225999997,2505.0719225999997,2505.0719225999997,2505.0719225999997,2505.0719225999997,2505.0719225999997,2505.0719225999997,None,None,None,,,,,,,,,,2492.5720179,2492.5720179,None,,,2492.5720179,2492.5720179,2501.2852796999996,2503.3074878999996,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_bottom_T_45', 'blue_right_B_45', 'red_right_V_45', 'red_right_D_0']","{'color': 'blue_right_B_45', 'position': 'red_bottom_T_45', 'orientation': 'red_right_D_0'}",position,"['color', 'orientation', 'position']",red_bottom_T_45,0,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,101,101,101,,,,,,,,,,,,,,,,,,,2505.0719225999997,2507.1263575999997,,,2516.1941632999997,2516.1941632999997,2516.1941632999997,1,3.1184630999999285,2519.338722,2519.338722,2519.338722,2519.338722,2519.338722,2519.338722,2519.338722,2519.338722,None,None,None,,,,,,,,,,2505.0719225999997,2505.0719225999997,None,,,2505.0719225999997,2505.0719225999997,2513.9765092,2516.1941632999997,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_left_C_45', 'blue_left_Z_0', 'blue_left_C_45', 'blue_bottom_Z_45']","{'color': 'red_left_C_45', 'position': 'blue_bottom_Z_45', 'orientation': 'blue_left_Z_0'}",color,"['color', 'orientation', 'position']",red_left_C_45,0,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,102,102,102,,,,,,,,,,,,,,,,,,,2519.338722,2521.4006227,,,2529.8764327,2529.8764327,2529.8764327,3,5.930971200000215,2535.8387897999996,2535.8387897999996,2535.8387897999996,2535.8387897999996,2535.8387897999996,2535.8387897999996,2535.8387897999996,2535.8387897999996,None,None,None,,,,,,,,,,2519.338722,2519.338722,None,,,2519.338722,2519.338722,2527.8512505999997,2529.8764327,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_left_W_0', 'blue_top_M_45', 'blue_left_R_45', 'red_left_Z_45']","{'color': 'red_left_Z_45', 'position': 'blue_top_M_45', 'orientation': 'blue_left_W_0'}",orientation,"['color', 'orientation', 'position']",blue_left_W_0,0,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,103,103,103,,,,,,,,,,,,,,,,,,,2535.8387897999996,2537.8975876,,,2546.5837502,2546.5837502,2546.5837502,2,3.656298900000195,2550.2719657,2550.2719657,2550.2719657,2550.2719657,2550.2719657,2550.2719657,2550.2719657,2550.2719657,None,None,None,,,,,,,,,,2535.8387897999996,2535.8387897999996,None,,,2535.8387897999996,2535.8387897999996,2544.3609309,2546.5837502,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_bottom_Q_45', 'blue_bottom_N_0', 'red_bottom_F_0', 'red_top_Z_0']","{'color': 'blue_bottom_N_0', 'position': 'red_top_Z_0', 'orientation': 'red_bottom_Q_45'}",position,"['color', 'orientation', 'position']",red_top_Z_0,3,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,104,104,104,,,,,,,,,,,,,,,,,,,2550.2719657,2552.3361031,,,2560.8025543999997,2560.8025543999997,2560.8025543999997,4,1.3653952000002505,2562.1887063,2562.1887063,2562.1887063,2562.1887063,2562.1887063,2562.1887063,2562.1887063,2562.1887063,None,None,None,,,,,,,,,,2550.2719657,2550.2719657,None,,,2550.2719657,2550.2719657,2558.7833192999997,2560.8025543999997,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['red_right_R_45', 'red_left_T_45', 'blue_right_K_45', 'red_right_J_0']","{'color': 'blue_right_K_45', 'position': 'red_left_T_45', 'orientation': 'red_right_J_0'}",color,"['color', 'orientation', 'position']",blue_right_K_45,2,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,105,105,105,,,,,,,,,,,,,,,,,,,2562.1887063,2564.2581126,,,2573.1386786999997,2573.1386786999997,2573.1386786999997,3,1.773673699999847,2574.9387936999997,2574.9387936999997,2574.9387936999997,2574.9387936999997,2574.9387936999997,2574.9387936999997,2574.9387936999997,2574.9387936999997,None,None,None,,,,,,,,,,2562.1887063,2562.1887063,None,,,2562.1887063,2562.1887063,2571.1125122,2573.1386786999997,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['blue_left_R_0', 'blue_bottom_X_0', 'blue_left_X_45', 'red_left_K_0']","{'color': 'red_left_K_0', 'position': 'blue_bottom_X_0', 'orientation': 'blue_left_X_45'}",position,"['color', 'orientation', 'position']",blue_bottom_X_0,1,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,9,,,,,,,,,,,,,0,106,106,106,,,,,,,,,,,,,,,,,,,2574.9387936999997,2576.9929159999997,,,2585.6666599,2585.6666599,2585.6666599,2,1.8299538000003963,2587.5220145999997,2587.5220145999997,2587.5220145999997,2587.5220145999997,2587.5220145999997,2587.5220145999997,2587.5220145999997,2587.5220145999997,None,None,None,,,,,,,,,,2574.9387936999997,2574.9387936999997,None,,,2574.9387936999997,2574.9387936999997,2583.4579716999997,2585.6666599,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
