sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['L_Torso_X_For', 'R_Base_X_For', 'R_Torso_Z_Back', 'L_Head_X_For']",True,L_Torso_X_For,4,robot,2,True,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\L_Torso_X_For.mp4,8,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,994.4705570000006,995.5604127999995,,,,,,,,,999.1987850999994,999.1987850999994,999.1987850999994,999.1987850999994,999.1987850999994,999.1987850999994,999.1987850999994,999.1987850999994,None,None,None,,,,,,,,,,,971.481458799999,971.481458799999,space,7.25361410000005,,,,995.5604127999995,995.5604127999995,995.5604127999995,c,2.5840388999986317,,,990.8954689999991,995.5604127999995,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Torso_Y_Back', 'L_Arm_X_For', 'L_Arm_Y_For', 'L_Arm_Z_For']",False,L_Head_Y_For,4,robot,2,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\L_Head_Y_For.mp4,8,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,1014.9877044000004,1016.0781573999993,,,,,,,,,1019.7344644999994,1019.7344644999994,1019.7344644999994,1019.7344644999994,1019.7344644999994,1019.7344644999994,1019.7344644999994,1019.7344644999994,None,None,None,,,,,,,,,,,999.1987850999994,999.1987850999994,None,,,,,1016.0781573999993,1016.0781573999993,1016.0781573999993,n,1.4336149000009755,999.1987850999994,999.1987850999994,1011.3434299,1016.0781573999993,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Arm_X_Back', 'R_Torso_X_Back', 'R_Head_X_Back', 'L_Base_Y_Back']",True,R_Torso_X_Back,4,robot,2,False,False,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4']",robot_stimuli\R_Torso_X_Back.mp4,8,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,1035.5860219000006,1036.6787738000003,,,,,,,,,1040.3271621999993,1040.3271621999993,1040.3271621999993,1040.3271621999993,1040.3271621999993,1040.3271621999993,1040.3271621999993,1040.3271621999993,None,None,None,,,,,,,,,,,1019.7344644999994,1019.7344644999994,None,,,,,1036.6787738000003,1036.6787738000003,1036.6787738000003,c,2.408667699999569,1019.7344644999994,1019.7344644999994,1032.0061895,1036.6787738000003,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Torso_Y_Back', 'R_Arm_X_For', 'L_Head_X_Back', 'L_Torso_X_Back']",True,L_Head_X_Back,4,robot,2,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4']",robot_stimuli\L_Head_X_Back.mp4,8,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,1056.0499937999994,1057.1275014000003,,,,,,,,,1060.7567880000006,1060.7567880000006,1060.7567880000006,1060.7567880000006,1060.7567880000006,1060.7567880000006,1060.7567880000006,1060.7567880000006,None,None,None,,,,,,,,,,,1040.3271621999993,1040.3271621999993,None,,,,,1057.1275014000003,1057.1275014000003,1057.1275014000003,c,2.1121883999985585,1040.3271621999993,1040.3271621999993,1052.418483899999,1057.1275014000003,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Arm_X_Back', 'L_Arm_Y_Back', 'R_Arm_Y_For', 'R_Arm_Z_Back']",False,L_Base_Z_Back,4,robot,2,False,False,"['robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,8,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,1076.4900271000006,1077.5776910000004,,,,,,,,,1081.206896399999,1081.206896399999,1081.206896399999,1081.206896399999,1081.206896399999,1081.206896399999,1081.206896399999,1081.206896399999,None,None,None,,,,,,,,,,,1060.7567880000006,1060.7567880000006,None,,,,,1077.5776910000004,1077.5776910000004,1077.5776910000004,n,1.2773042999997415,1060.7567880000006,1060.7567880000006,1072.8578519000002,1077.5776910000004,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Head_Z_Back', 'L_Head_Y_For', 'R_Head_Y_For', 'R_Base_Y_Back']",True,L_Head_Y_For,4,robot,2,False,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\L_Head_Y_For.mp4,8,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,1097.0884714000003,1098.1765723999997,,,,,,,,,1101.8158153000004,1101.8158153000004,1101.8158153000004,1101.8158153000004,1101.8158153000004,1101.8158153000004,1101.8158153000004,1101.8158153000004,None,None,None,,,,,,,,,,,1081.206896399999,1081.206896399999,None,,,,,1098.1765723999997,1098.1765723999997,1098.1765723999997,c,2.2228582999996434,1081.206896399999,1081.206896399999,1093.4564823,1098.1765723999997,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Head_X_Back', 'L_Head_Z_For', 'L_Torso_Z_Back', 'R_Base_X_Back']",False,L_Arm_Y_Back,4,robot,2,False,False,"['robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4']",robot_stimuli\L_Arm_Y_Back.mp4,8,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,1117.5496094999999,1118.631338199999,,,,,,,,,1122.2799510000004,1122.2799510000004,1122.2799510000004,1122.2799510000004,1122.2799510000004,1122.2799510000004,1122.2799510000004,1122.2799510000004,None,None,None,,,,,,,,,,,1101.8158153000004,1101.8158153000004,None,,,,,1118.631338199999,1118.631338199999,1118.631338199999,n,1.3208603999992192,1101.8158153000004,1101.8158153000004,1113.9266367,1118.631338199999,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Torso_Y_Back', 'L_Torso_Z_For', 'R_Base_Z_For', 'R_Base_Y_For']",False,L_Arm_Y_Back,4,robot,2,False,False,"['robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4']",robot_stimuli\L_Arm_Y_Back.mp4,8,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,1138.1493243999994,1139.221345599999,,,,,,,,,1142.8642523999988,1142.8642523999988,1142.8642523999988,1142.8642523999988,1142.8642523999988,1142.8642523999988,1142.8642523999988,1142.8642523999988,None,None,None,,,,,,,,,,,1122.2799510000004,1122.2799510000004,None,,,,,1139.221345599999,1139.221345599999,1139.221345599999,n,1.4353131000007124,1122.2799510000004,1122.2799510000004,1134.5246802000001,1139.221345599999,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Base_Y_For', 'L_Torso_Y_For', 'R_Base_Y_Back', 'R_Head_Y_For']",True,L_Torso_Y_For,4,robot,2,False,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\L_Torso_Y_For.mp4,8,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,1158.6539616999999,1159.7405030999998,,,,,,,,,1163.3729815999995,1163.3729815999995,1163.3729815999995,1163.3729815999995,1163.3729815999995,1163.3729815999995,1163.3729815999995,1163.3729815999995,None,None,None,,,,,,,,,,,1142.8642523999988,1142.8642523999988,None,,,,,1159.7405030999998,1159.7405030999998,1159.7405030999998,c,2.2199887999995553,1142.8642523999988,1142.8642523999988,1155.0097301999995,1159.7405030999998,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Head_Y_For', 'L_Base_Z_Back', 'L_Arm_Y_Back', 'R_Head_X_For']",False,R_Arm_X_For,4,robot,2,False,True,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4']",robot_stimuli\R_Arm_X_For.mp4,8,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,1179.2358564999995,1180.3296649000004,,,,,,,,,1184.0119581,1191.0099155999997,1184.0119581,1191.0099155999997,1184.0119581,1191.0099155999997,1184.0119581,1191.0099155999997,55.30864197530864,6.373472299999776,space,,,6.9553823999995075,,,,,,,,1163.3729815999995,1163.3729815999995,None,,,,,1180.3296649000004,1180.3296649000004,1180.3296649000004,n,2.5736468999984936,1163.3729815999995,1163.3729815999995,1175.6044598999997,1180.3296649000004,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Base_X_Back', 'L_Base_Z_For', 'R_Arm_Y_For', 'L_Head_Y_Back', 'R_Torso_Y_For', 'L_Torso_Y_For']",False,R_Torso_Z_For,6,robot,2,True,False,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\R_Torso_Z_For.mp4,8,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,1224.1859609000003,1202.0584990999996,,,,,,,,,1230.674870499999,1230.674870499999,1230.674870499999,1230.674870499999,1230.674870499999,1230.674870499999,1230.674870499999,1230.674870499999,None,None,None,,,,,,,,,,,1191.0099155999997,1191.0099155999997,space,9.950266499999998,,,,1225.2773412999995,1225.2773412999995,1225.2773412999995,n,5.363577699999951,,,1220.5441114000005,1225.2773412999995,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Arm_X_For', 'R_Base_X_Back', 'L_Base_X_For', 'L_Head_X_Back', 'R_Head_Y_Back', 'L_Arm_X_Back']",False,L_Arm_Y_Back,6,robot,2,False,False,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\L_Arm_Y_Back.mp4,8,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,1253.9186934999998,1231.7576454999999,,,,,,,,,1260.1974114000004,1260.1974114000004,1260.1974114000004,1260.1974114000004,1260.1974114000004,1260.1974114000004,1260.1974114000004,1260.1974114000004,None,None,None,,,,,,,,,,,1230.674870499999,1230.674870499999,None,,,,,1255.0108222999988,1255.0108222999988,1255.0108222999988,n,5.156838999999309,1230.674870499999,1230.674870499999,1250.2873168999995,1255.0108222999988,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Head_Y_Back', 'R_Torso_X_Back', 'R_Torso_Z_Back', 'R_Head_Z_For', 'R_Head_Y_For', 'L_Arm_Z_For']",True,R_Head_Y_Back,6,robot,2,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\R_Head_Y_Back.mp4,8,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,1283.5211037999998,1284.6110812999996,,,,,,,,,1288.2612809000002,1288.2612809000002,1288.2612809000002,1288.2612809000002,1288.2612809000002,1288.2612809000002,1288.2612809000002,1288.2612809000002,None,None,None,,,,,,,,,,,1260.1974114000004,1260.1974114000004,None,,,,,1284.6110812999996,1284.6110812999996,1284.6110812999996,c,2.779947999999422,1260.1974114000004,1260.1974114000004,1279.8779899,1284.6110812999996,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Base_Y_For', 'L_Arm_X_Back', 'L_Arm_Z_Back', 'R_Base_Z_Back', 'L_Torso_Z_Back', 'R_Head_Y_Back']",True,L_Arm_X_Back,6,robot,2,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4']",robot_stimuli\L_Arm_X_Back.mp4,8,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,1311.3697398999993,1289.3371834999998,,,,,,,,,1316.2139244999998,1316.2139244999998,1316.2139244999998,1316.2139244999998,1316.2139244999998,1316.2139244999998,1316.2139244999998,1316.2139244999998,None,None,None,,,,,,,,,,,1288.2612809000002,1288.2612809000002,None,,,,,1312.4595307,1312.4595307,1312.4595307,c,3.7166187000002537,1288.2612809000002,1288.2612809000002,1307.726764699999,1312.4595307,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Torso_X_For', 'L_Base_Y_Back', 'L_Head_X_For', 'R_Torso_Y_For', 'L_Arm_Z_Back', 'L_Torso_Y_Back']",False,L_Base_X_Back,6,robot,2,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4']",robot_stimuli\L_Base_X_Back.mp4,8,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,1339.2703495999995,1340.3606400999997,,,,,,,,,1343.9568805999988,1343.9568805999988,1343.9568805999988,1343.9568805999988,1343.9568805999988,1343.9568805999988,1343.9568805999988,1343.9568805999988,None,None,None,,,,,,,,,,,1316.2139244999998,1316.2139244999998,None,,,,,1340.3606400999997,1340.3606400999997,1340.3606400999997,n,3.351415499999348,1316.2139244999998,1316.2139244999998,1335.760182099999,1340.3606400999997,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Arm_X_Back', 'L_Head_X_For', 'R_Arm_Y_Back', 'L_Arm_X_For', 'L_Head_Y_Back', 'R_Head_Y_Back']",True,L_Arm_X_For,6,robot,2,False,False,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4']",robot_stimuli\L_Arm_X_For.mp4,8,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,1367.2054683999995,1368.2927915,,,,,,,,,1374.2586814000006,1374.2586814000006,1374.2586814000006,1374.2586814000006,1374.2586814000006,1374.2586814000006,1374.2586814000006,1374.2586814000006,None,None,None,,,,,,,,,,,1343.9568805999988,1343.9568805999988,None,,,,,1368.2927915,1368.2927915,1368.2927915,n,5.9388974999983475,1343.9568805999988,1343.9568805999988,1363.5746366999992,1368.2927915,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Head_X_Back', 'L_Arm_X_Back', 'R_Base_Y_Back', 'L_Base_Z_Back', 'L_Head_Z_For', 'L_Arm_X_For']",False,L_Torso_Z_For,6,robot,2,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4']",robot_stimuli\L_Torso_Z_For.mp4,8,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,1397.5740487000003,1398.6627202,,,,,,,,,1405.5653005000004,1405.5653005000004,1405.5653005000004,1405.5653005000004,1405.5653005000004,1405.5653005000004,1405.5653005000004,1405.5653005000004,None,None,None,,,,,,,,,,,1374.2586814000006,1374.2586814000006,None,,,,,1398.6627202,1398.6627202,1398.6627202,n,6.8643991999997525,1374.2586814000006,1374.2586814000006,1393.9422434999997,1398.6627202,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Torso_X_For', 'L_Base_Z_Back', 'L_Base_Y_For', 'L_Base_Y_Back', 'R_Torso_Z_For', 'R_Base_X_Back']",True,L_Base_Z_Back,6,robot,2,False,False,"['robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,8,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,1428.732943699999,1429.8107154999998,,,,,,,,,1434.9112643999997,1434.9112643999997,1434.9112643999997,1434.9112643999997,1434.9112643999997,1434.9112643999997,1434.9112643999997,1434.9112643999997,None,None,None,,,,,,,,,,,1405.5653005000004,1405.5653005000004,None,,,,,1429.8107154999998,1429.8107154999998,1429.8107154999998,c,5.060411000000386,1405.5653005000004,1405.5653005000004,1425.1098077000006,1429.8107154999998,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Torso_X_Back', 'R_Base_Z_Back', 'L_Arm_X_Back', 'L_Base_X_For', 'L_Torso_Y_Back', 'R_Arm_Z_For']",False,R_Head_Z_For,6,robot,2,False,False,"['robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4']",robot_stimuli\R_Head_Z_For.mp4,8,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,1457.9523338,1435.9917425999993,,,,,,,,,1462.6820449999996,1462.6820449999996,1462.6820449999996,1462.6820449999996,1462.6820449999996,1462.6820449999996,1462.6820449999996,1462.6820449999996,None,None,None,,,,,,,,,,,1434.9112643999997,1434.9112643999997,None,,,,,1459.0440075999995,1459.0440075999995,1459.0440075999995,n,2.59527960000014,1434.9112643999997,1434.9112643999997,1454.3102010000002,1459.0440075999995,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Arm_Y_For', 'R_Head_X_For', 'L_Base_X_Back', 'R_Head_X_Back', 'L_Base_Z_Back', 'R_Arm_X_For']",True,R_Arm_Y_For,6,robot,2,False,True,"['robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4']",robot_stimuli\R_Arm_Y_For.mp4,8,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,1485.8908852999994,1486.9773170999997,,,,,,,,,1490.5069222999991,1494.9127931000003,1490.5069222999991,1494.9127931000003,1490.5069222999991,1494.9127931000003,1490.5069222999991,1494.9127931000003,79.69135802469135,3.4607622000003175,space,,,4.340051099999982,,,,,,,,1462.6820449999996,1462.6820449999996,None,,,,,1486.9773170999997,1486.9773170999997,1486.9773170999997,c,2.661866000000373,1462.6820449999996,1462.6820449999996,1482.2539266999993,1486.9773170999997,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['T', 'K', 'G', 'W']",False,R,4,letter,3,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,1514.7520007000003,1506.0722583000006,,,,,,,,,1516.4411125000006,1516.4411125000006,1516.4411125000006,1516.4411125000006,1516.4411125000006,1516.4411125000006,1516.4411125000006,1516.4411125000006,None,None,None,,,,,,,,,,,1494.9127931000003,1494.9127931000003,space,10.086662499999875,1512.7311797999992,1514.7520007000003,1515.8193475999997,1515.8193475999997,1515.8193475999997,1515.8193475999997,n,0.56461119999949,,,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L', 'T', 'N', 'D']",True,L,4,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,1525.9863956999998,1527.0533125999991,,,,,,,,,1527.8749976999989,1527.8749976999989,1527.8749976999989,1527.8749976999989,1527.8749976999989,1527.8749976999989,1527.8749976999989,1527.8749976999989,None,None,None,,,,,,,,,,,1516.4411125000006,1516.4411125000006,None,,1523.9647365,1525.9863956999998,1527.0533125999991,1527.0533125999991,1527.0533125999991,1527.0533125999991,c,0.6271535999985645,1516.4411125000006,1516.4411125000006,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['Q', 'R', 'J', 'T']",False,N,4,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,1537.8134338,1538.8698810999995,,,,,,,,,1539.6930465999994,1539.6930465999994,1539.6930465999994,1539.6930465999994,1539.6930465999994,1539.6930465999994,1539.6930465999994,1539.6930465999994,None,None,None,,,,,,,,,,,1527.8749976999989,1527.8749976999989,None,,1535.7904538999992,1537.8134338,1538.8698810999995,1538.8698810999995,1538.8698810999995,1538.8698810999995,n,0.6491338999985601,1527.8749976999989,1527.8749976999989,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L', 'D', 'N', 'K']",True,N,4,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,1549.2359785999997,1540.7543604000002,,,,,,,,,1551.1323059999995,1551.1323059999995,1551.1323059999995,1551.1323059999995,1551.1323059999995,1551.1323059999995,1551.1323059999995,1551.1323059999995,None,None,None,,,,,,,,,,,1539.6930465999994,1539.6930465999994,None,,1547.2171798,1549.2359785999997,1550.3038252000006,1550.3038252000006,1550.3038252000006,1550.3038252000006,c,0.6474161999994976,1539.6930465999994,1539.6930465999994,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['M', 'N', 'C', 'S']",False,D,4,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,1561.0561058999992,1562.120740799999,,,,,,,,,1562.9419861000006,1562.9419861000006,1562.9419861000006,1562.9419861000006,1562.9419861000006,1562.9419861000006,1562.9419861000006,1562.9419861000006,None,None,None,,,,,,,,,,,1551.1323059999995,1551.1323059999995,None,,1559.0454936999995,1561.0561058999992,1562.120740799999,1562.120740799999,1562.120740799999,1562.120740799999,n,0.6140584999993735,1551.1323059999995,1551.1323059999995,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
