sequence,odd_ones,choices,choice_n,parameter,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['blue_right_W_0', 'red_right_K_45', 'red_left_H_0', 'red_right_W_0']","{'color': 'blue_right_W_0', 'position': 'red_left_H_0', 'orientation': 'red_right_K_45'}","['color', 'position', 'orientation']",2,orientation,red_right_K_45,3,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,163,163,163,,,,,,,,,,,,,,,,,,,3117.830070600001,3119.8795765000104,,,3128.345405500004,3128.345405500004,3128.345405500004,2,1.2462573999655433,3129.6134284000145,3129.6134284000145,3129.6134284000145,3129.6134284000145,3129.6134284000145,3129.6134284000145,3129.6134284000145,3129.6134284000145,None,None,None,,,,,,,,,,3117.830070600001,3117.830070600001,None,,3126.3134324000275,3128.345405500004,3117.830070600001,3117.830070600001,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_bottom_K_45', 'red_top_J_0', 'blue_top_F_45', 'red_top_S_45']","{'color': 'blue_top_F_45', 'position': 'red_bottom_K_45', 'orientation': 'red_top_J_0'}","['color', 'position', 'orientation']",0,color,blue_top_F_45,3,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,164,164,164,,,,,,,,,,,,,,,,,,,3129.6134284000145,3131.6794059000094,,,3140.5286324000044,3140.5286324000044,3140.5286324000044,3,6.485752699954901,3147.047087200015,3147.047087200015,3147.047087200015,3147.047087200015,3147.047087200015,3147.047087200015,3147.047087200015,3147.047087200015,None,None,None,,,,,,,,,,3129.6134284000145,3129.6134284000145,None,,3138.3120248000196,3140.5286324000044,3129.6134284000145,3129.6134284000145,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_bottom_Z_0', 'blue_top_J_45', 'blue_bottom_T_45', 'red_bottom_H_45']","{'color': 'red_bottom_H_45', 'position': 'blue_top_J_45', 'orientation': 'blue_bottom_Z_0'}","['color', 'position', 'orientation']",2,orientation,blue_bottom_Z_0,3,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,165,165,165,,,,,,,,,,,,,,,,,,,3147.047087200015,3149.112087000016,,,3157.745432100026,3157.745432100026,3157.745432100026,2,1.7336106000002474,3159.497103200003,3159.497103200003,3159.497103200003,3159.497103200003,3159.497103200003,3159.497103200003,3159.497103200003,3159.497103200003,None,None,None,,,,,,,,,,3147.047087200015,3147.047087200015,None,,3155.7293746000214,3157.745432100026,3147.047087200015,3147.047087200015,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_left_C_45', 'red_left_R_0', 'red_top_L_45', 'red_left_T_45']","{'color': 'blue_left_C_45', 'position': 'red_top_L_45', 'orientation': 'red_left_R_0'}","['color', 'position', 'orientation']",0,color,blue_left_C_45,3,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,166,166,166,,,,,,,,,,,,,,,,,,,3159.497103200003,3161.5463815000257,,,3170.2288784000266,3170.2288784000266,3170.2288784000266,1,5.4573864999983925,3175.7135200000193,3175.7135200000193,3175.7135200000193,3175.7135200000193,3175.7135200000193,3175.7135200000193,3175.7135200000193,3175.7135200000193,None,None,None,,,,,,,,,,3159.497103200003,3159.497103200003,None,,3168.196196100005,3170.2288784000266,3159.497103200003,3159.497103200003,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_top_N_45', 'blue_top_J_45', 'red_top_X_0', 'red_left_C_45']","{'color': 'blue_top_J_45', 'position': 'red_left_C_45', 'orientation': 'red_top_X_0'}","['color', 'position', 'orientation']",1,position,red_left_C_45,3,letter,5,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,167,167,167,,,,,,,,,,,,,,,,,,,3175.7135200000193,3177.762492900016,,,3186.211996100028,3186.211996100028,3186.211996100028,4,1.5388743999646977,3187.7954734000086,3192.379685300024,3187.7954734000086,3192.379685300024,3187.7954734000086,3192.379685300024,3187.7954734000086,3192.379685300024,39.876543209876544,2.7383422999992035,space,,,4.51495969996904,,,,,,,3175.7135200000193,3175.7135200000193,None,,3184.179494700016,3186.211996100028,3175.7135200000193,3175.7135200000193,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_top_T_0', 'blue_top_S_45', 'red_left_Q_45', 'red_top_H_45']","{'color': 'blue_top_S_45', 'position': 'red_left_Q_45', 'orientation': 'red_top_T_0'}","['color', 'orientation']",0,color,blue_top_S_45,2,letter,5,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,168,168,168,,,,,,,,,,,,,,,,,,,3195.830045800016,3197.8951667000074,,,3206.5453847000026,3206.5453847000026,3206.5453847000026,2,1.1088884999917354,3207.6799580000225,3207.6799580000225,3207.6799580000225,3207.6799580000225,3207.6799580000225,3207.6799580000225,3207.6799580000225,3207.6799580000225,None,None,None,,,,,,,,,,3192.379685300024,3192.379685300024,space,3.4182961999613326,3204.3287259000062,3206.5453847000026,,,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_right_J_45', 'red_bottom_C_0', 'red_right_C_0', 'blue_right_G_0']","{'color': 'blue_right_G_0', 'position': 'red_bottom_C_0', 'orientation': 'red_right_J_45'}","['color', 'position']",1,position,red_bottom_C_0,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,169,169,169,,,,,,,,,,,,,,,,,,,3207.6799580000225,3209.7452689000056,,,3218.3952176000166,3218.3952176000166,3218.3952176000166,2,1.7877775999659207,3220.2136680000112,3220.2136680000112,3220.2136680000112,3220.2136680000112,3220.2136680000112,3220.2136680000112,3220.2136680000112,3220.2136680000112,None,None,None,,,,,,,,,,3207.6799580000225,3207.6799580000225,None,,3216.178523700015,3218.3952176000166,3207.6799580000225,3207.6799580000225,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_top_C_0', 'red_bottom_V_0', 'red_top_T_45', 'red_top_W_0']","{'color': 'blue_top_C_0', 'position': 'red_bottom_V_0', 'orientation': 'red_top_T_45'}","['color', 'position']",0,color,blue_top_C_0,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,170,170,170,,,,,,,,,,,,,,,,,,,3220.2136680000112,3222.2627957000223,,,3230.7286463000055,3230.7286463000055,3230.7286463000055,2,1.9169824999698903,3232.6633296000073,3232.6633296000073,3232.6633296000073,3232.6633296000073,3232.6633296000073,3232.6633296000073,3232.6633296000073,3232.6633296000073,None,None,None,,,,,,,,,,3220.2136680000112,3220.2136680000112,None,,3228.5118747000233,3230.7286463000055,3220.2136680000112,3220.2136680000112,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_top_K_0', 'red_left_N_45', 'red_top_K_45', 'blue_top_D_45']","{'color': 'blue_top_D_45', 'position': 'red_left_N_45', 'orientation': 'red_top_K_0'}","['position', 'orientation']",0,position,red_left_N_45,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,171,171,171,,,,,,,,,,,,,,,,,,,3232.6633296000073,3234.7284943000122,,,3243.561970800016,3243.561970800016,3243.561970800016,2,0.9250471999694128,3244.51365920002,3244.51365920002,3244.51365920002,3244.51365920002,3244.51365920002,3244.51365920002,3244.51365920002,3244.51365920002,None,None,None,,,,,,,,,,3232.6633296000073,3232.6633296000073,None,,3241.345242100011,3243.561970800016,3232.6633296000073,3232.6633296000073,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_top_M_45', 'red_top_S_0', 'red_left_T_45', 'blue_top_D_45']","{'color': 'blue_top_D_45', 'position': 'red_left_T_45', 'orientation': 'red_top_S_0'}","['position', 'orientation']",1,orientation,red_top_S_0,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,172,172,172,,,,,,,,,,,,,,,,,,,3244.51365920002,3246.562649200001,,,3254.8119385000027,3254.8119385000027,3254.8119385000027,2,2.8419793999928515,3257.679927600024,3257.679927600024,3257.679927600024,3257.679927600024,3257.679927600024,3257.679927600024,3257.679927600024,3257.679927600024,None,None,None,,,,,,,,,,3244.51365920002,3244.51365920002,None,,3252.795412700012,3254.8119385000027,3244.51365920002,3244.51365920002,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_right_L_45', 'red_top_W_0', 'red_top_Z_45', 'blue_top_D_45']","{'color': 'blue_top_D_45', 'position': 'red_right_L_45', 'orientation': 'red_top_W_0'}","['color', 'orientation']",1,orientation,red_top_W_0,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,173,173,173,,,,,,,,,,,,,,,,,,,3257.679927600024,3259.729334200005,,,3268.1954544000037,3268.1954544000037,3268.1954544000037,2,1.4902033999678679,3269.713604300021,3269.713604300021,3269.713604300021,3269.713604300021,3269.713604300021,3269.713604300021,3269.713604300021,3269.713604300021,None,None,None,,,,,,,,,,3257.679927600024,3257.679927600024,None,,3265.9784839000204,3268.1954544000037,3257.679927600024,3257.679927600024,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_left_F_45', 'blue_left_B_0', 'red_left_X_0', 'blue_right_V_0']","{'color': 'red_left_X_0', 'position': 'blue_right_V_0', 'orientation': 'blue_left_F_45'}","['color', 'orientation']",1,orientation,blue_left_F_45,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,174,174,174,,,,,,,,,,,,,,,,,,,3269.713604300021,3271.7624023000244,,,3280.4120173000265,3280.4120173000265,3280.4120173000265,2,1.4182421999576036,3281.8464306000096,3281.8464306000096,3281.8464306000096,3281.8464306000096,3281.8464306000096,3281.8464306000096,3281.8464306000096,3281.8464306000096,None,None,None,,,,,,,,,,3269.713604300021,3269.713604300021,None,,3278.195310900017,3280.4120173000265,3269.713604300021,3269.713604300021,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_bottom_Q_45', 'red_left_J_45', 'red_left_J_0', 'blue_left_T_45']","{'color': 'blue_left_T_45', 'position': 'red_bottom_Q_45', 'orientation': 'red_left_J_0'}","['position', 'orientation']",0,position,red_bottom_Q_45,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,175,175,175,,,,,,,,,,,,,,,,,,,3281.8464306000096,3283.8958668000123,,,3292.3620138000115,3292.3620138000115,3292.3620138000115,1,0.6372660999768414,3293.029909600009,3293.029909600009,3293.029909600009,3293.029909600009,3293.029909600009,3293.029909600009,3293.029909600009,3293.029909600009,None,None,None,,,,,,,,,,3281.8464306000096,3281.8464306000096,None,,3290.329108900012,3292.3620138000115,3281.8464306000096,3281.8464306000096,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_top_X_0', 'blue_top_T_45', 'blue_right_X_0', 'blue_top_D_0']","{'color': 'red_top_X_0', 'position': 'blue_right_X_0', 'orientation': 'blue_top_T_45'}","['color', 'orientation']",0,color,red_top_X_0,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,176,176,176,,,,,,,,,,,,,,,,,,,3293.029909600009,3295.079122700001,,,3303.728619500005,3303.728619500005,3303.728619500005,1,1.2213398999883793,3304.98029040001,3304.98029040001,3304.98029040001,3304.98029040001,3304.98029040001,3304.98029040001,3304.98029040001,3304.98029040001,None,None,None,,,,,,,,,,3293.029909600009,3293.029909600009,None,,3301.712489700003,3303.728619500005,3293.029909600009,3293.029909600009,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_bottom_B_45', 'red_bottom_R_45', 'red_left_R_45', 'red_bottom_W_0']","{'color': 'blue_bottom_B_45', 'position': 'red_left_R_45', 'orientation': 'red_bottom_W_0'}","['color', 'position']",0,color,blue_bottom_B_45,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,177,177,177,,,,,,,,,,,,,,,,,,,3304.98029040001,3307.0451306000177,,,3315.478501000005,3315.478501000005,3315.478501000005,1,0.9112480999610852,3316.4129872000194,3316.4129872000194,3316.4129872000194,3316.4129872000194,3316.4129872000194,3316.4129872000194,3316.4129872000194,3316.4129872000194,None,None,None,,,,,,,,,,3304.98029040001,3304.98029040001,None,,3313.4625799000205,3315.478501000005,3304.98029040001,3304.98029040001,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_left_N_45', 'blue_right_C_45', 'red_right_T_0', 'red_right_W_45']","{'color': 'blue_right_C_45', 'position': 'red_left_N_45', 'orientation': 'red_right_T_0'}","['position', 'orientation']",1,orientation,red_right_T_0,2,letter,5,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,178,178,178,,,,,,,,,,,,,,,,,,,3316.4129872000194,3318.4786169000145,,,3326.9117151000246,3326.9117151000246,3326.9117151000246,1,3.382701399968937,3330.3131948000228,3330.3131948000228,3330.3131948000228,3330.3131948000228,3330.3131948000228,3330.3131948000228,3330.3131948000228,3330.3131948000228,None,None,None,,,,,,,,,,3316.4129872000194,3316.4129872000194,None,,3324.895151900011,3326.9117151000246,3316.4129872000194,3316.4129872000194,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_right_B_0', 'blue_bottom_M_45', 'red_right_D_45', 'blue_right_D_45']","{'color': 'red_right_D_45', 'position': 'blue_bottom_M_45', 'orientation': 'blue_right_B_0'}","['color', 'position']",1,position,blue_bottom_M_45,2,letter,5,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,179,179,179,,,,,,,,,,,,,,,,,,,3330.3131948000228,3332.378493600001,,,3340.811877,3340.811877,3340.811877,2,1.4183197999664117,3342.261926200008,3346.012889900012,3342.261926200008,3346.012889900012,3342.261926200008,3346.012889900012,3342.261926200008,3346.012889900012,35.55555555555556,3.438012600003276,space,,,3.680644799984293,,,,,,,3330.3131948000228,3330.3131948000228,None,,3338.79582140001,3340.811877,3330.3131948000228,3330.3131948000228,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Torso_Z_Back', 'L_Torso_X_For', 'L_Arm_Z_Back', 'L_Torso_Z_Back']","{'laterality': 'R_Torso_Z_Back', 'localisation': 'L_Arm_Z_Back', 'movement': 'L_Torso_X_For'}","['laterality', 'localisation', 'movement']",1,localisation,L_Arm_Z_Back,3,robot,6,True,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,0,,,,,,,,,,,,,0,180,180,180,,,,,,,,,,,,,,,,,,,3350.163199100003,3352.2462222000177,,,3366.928514200001,3366.928514200001,3366.928514200001,3,3.2867138999863528,3370.2468909000163,3370.2468909000163,3370.2468909000163,3370.2468909000163,3370.2468909000163,3370.2468909000163,3370.2468909000163,3370.2468909000163,None,None,None,,,,,,,,,,3346.012889900012,3346.012889900012,space,4.122227599989856,,,,,3363.4301073000242,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Head_Z_For', 'L_Head_Y_Back', 'L_Head_Z_Back', 'L_Arm_Z_Back']","{'laterality': 'R_Head_Z_For', 'localisation': 'L_Arm_Z_Back', 'movement': 'L_Head_Y_Back'}","['laterality', 'localisation', 'movement']",2,movement,L_Head_Y_Back,3,robot,6,False,False,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\L_Head_Y_Back.mp4,0,,,,,,,,,,,,,0,181,181,181,,,,,,,,,,,,,,,,,,,3370.2468909000163,3372.330095100013,,,3387.128264900006,3387.128264900006,3387.128264900006,3,3.1982410999771673,3390.3467922000273,3390.3467922000273,3390.3467922000273,3390.3467922000273,3390.3467922000273,3390.3467922000273,3390.3467922000273,3390.3467922000273,None,None,None,,,,,,,,,,3370.2468909000163,3370.2468909000163,None,,,,3370.2468909000163,3370.2468909000163,3383.4967487000104,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_Y_Back', 'R_Arm_Z_Back', 'L_Base_Z_For', 'R_Base_Z_Back']","{'laterality': 'L_Base_Z_For', 'localisation': 'R_Arm_Z_Back', 'movement': 'R_Base_Y_Back'}","['laterality', 'localisation', 'movement']",1,localisation,R_Arm_Z_Back,3,robot,6,False,False,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,0,,,,,,,,,,,,,0,182,182,182,,,,,,,,,,,,,,,,,,,3390.3467922000273,3392.4300806000247,,,3407.1118620000198,3407.1118620000198,3407.1118620000198,2,2.2546552999701817,3409.3967650000122,3409.3967650000122,3409.3967650000122,3409.3967650000122,3409.3967650000122,3409.3967650000122,3409.3967650000122,3409.3967650000122,None,None,None,,,,,,,,,,3390.3467922000273,3390.3467922000273,None,,,,3390.3467922000273,3390.3467922000273,3403.5800363000017,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Arm_Y_Back', 'R_Torso_Y_Back', 'L_Arm_Y_For', 'R_Arm_X_For']","{'laterality': 'L_Arm_Y_For', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Arm_X_For'}","['laterality', 'localisation', 'movement']",0,laterality,L_Arm_Y_For,3,robot,6,False,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4']",robot_stimuli\L_Arm_Y_For.mp4,0,,,,,,,,,,,,,0,183,183,183,,,,,,,,,,,,,,,,,,,3409.3967650000122,3411.480059900001,,,3426.2617205000133,3426.2617205000133,3426.2617205000133,4,1.968449599982705,3428.263025000022,3428.263025000022,3428.263025000022,3428.263025000022,3428.263025000022,3428.263025000022,3428.263025000022,3428.263025000022,None,None,None,,,,,,,,,,3409.3967650000122,3409.3967650000122,None,,,,3409.3967650000122,3409.3967650000122,3422.630032200017,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Arm_Y_For', 'R_Arm_Z_For', 'L_Arm_Z_For', 'R_Torso_Z_For']","{'laterality': 'L_Arm_Z_For', 'localisation': 'R_Torso_Z_For', 'movement': 'R_Arm_Y_For'}","['laterality', 'localisation', 'movement']",0,laterality,L_Arm_Z_For,3,robot,6,False,False,"['robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\L_Arm_Z_For.mp4,0,,,,,,,,,,,,,0,184,184,184,,,,,,,,,,,,,,,,,,,3428.263025000022,3430.346733100014,,,3444.9950426000287,3444.9950426000287,3444.9950426000287,3,1.619934699992882,3446.646820300026,3446.646820300026,3446.646820300026,3446.646820300026,3446.646820300026,3446.646820300026,3446.646820300026,3446.646820300026,None,None,None,,,,,,,,,,3428.263025000022,3428.263025000022,None,,,,3428.263025000022,3428.263025000022,3441.3633271,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_Z_For', 'R_Arm_Z_Back', 'L_Base_Z_For', 'R_Base_X_For']","{'laterality': 'L_Base_Z_For', 'localisation': 'R_Arm_Z_Back', 'movement': 'R_Base_X_For'}","['laterality', 'localisation', 'movement']",2,movement,R_Base_X_For,3,robot,6,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\R_Base_X_For.mp4,0,,,,,,,,,,,,,0,185,185,185,,,,,,,,,,,,,,,,,,,3446.646820300026,3448.729995600006,,,3463.4283717000217,3463.4283717000217,3463.4283717000217,4,1.7454301999532618,3465.1964695000206,3465.1964695000206,3465.1964695000206,3465.1964695000206,3465.1964695000206,3465.1964695000206,3465.1964695000206,3465.1964695000206,None,None,None,,,,,,,,,,3446.646820300026,3446.646820300026,None,,,,3446.646820300026,3446.646820300026,3459.896716200019,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Arm_Y_For', 'R_Arm_Y_Back', 'R_Torso_Y_Back', 'R_Arm_Z_Back']","{'laterality': 'L_Arm_Y_For', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Arm_Z_Back'}","['laterality', 'localisation', 'movement']",2,movement,R_Arm_Z_Back,3,robot,6,False,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,0,,,,,,,,,,,,,0,186,186,186,,,,,,,,,,,,,,,,,,,3465.1964695000206,3467.2966138000193,,,3482.063405200024,3482.063405200024,3482.063405200024,4,1.4143144999688957,3483.496676400013,3483.496676400013,3483.496676400013,3483.496676400013,3483.496676400013,3483.496676400013,3483.496676400013,3483.496676400013,None,None,None,,,,,,,,,,3465.1964695000206,3465.1964695000206,None,,,,3465.1964695000206,3465.1964695000206,3478.446794700023,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Torso_Z_For', 'R_Arm_Z_For', 'L_Torso_Z_Back', 'R_Torso_Y_For']","{'laterality': 'L_Torso_Z_Back', 'localisation': 'R_Arm_Z_For', 'movement': 'R_Torso_Y_For'}","['laterality', 'localisation', 'movement']",1,localisation,R_Arm_Z_For,3,robot,6,False,False,"['robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\R_Arm_Z_For.mp4,0,,,,,,,,,,,,,0,187,187,187,,,,,,,,,,,,,,,,,,,3483.496676400013,3485.5799522000016,,,3500.228208400018,3500.228208400018,3500.228208400018,2,1.6978104999870993,3501.9466697000025,3501.9466697000025,3501.9466697000025,3501.9466697000025,3501.9466697000025,3501.9466697000025,3501.9466697000025,3501.9466697000025,None,None,None,,,,,,,,,,3483.496676400013,3483.496676400013,None,,,,3483.496676400013,3483.496676400013,3496.596539500024,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
