sequence,odd_ones,choices,choice_n,parameter,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['R_Arm_Y_Back', 'R_Base_Z_For', 'R_Base_Y_Back', 'L_Base_Y_For']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Arm_Y_Back', 'movement': 'R_Base_Z_For'}","['laterality', 'localisation', 'movement']",2,movement,R_Base_Z_For,3,robot,6,False,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,0,,,,,,,,,,,,,0,188,188,188,,,,,,,,,,,,,,,,,,,3501.9466697000025,3504.0299388000276,,,3518.7283859000017,3518.7283859000017,3518.7283859000017,2,2.013246299989987,3520.7628905000165,3520.7628905000165,3520.7628905000165,3520.7628905000165,3520.7628905000165,3520.7628905000165,3520.7628905000165,3520.7628905000165,None,None,None,,,,,,,,,,3501.9466697000025,3501.9466697000025,None,,,,3501.9466697000025,3501.9466697000025,3515.1799231000186,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Base_X_Back', 'R_Base_Z_For', 'R_Head_X_For', 'R_Base_X_Back']","{'laterality': 'L_Base_X_Back', 'localisation': 'R_Head_X_For', 'movement': 'R_Base_Z_For'}","['laterality', 'localisation', 'movement']",0,laterality,L_Base_X_Back,3,robot,6,False,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4']",robot_stimuli\L_Base_X_Back.mp4,0,,,,,,,,,,,,,0,189,189,189,,,,,,,,,,,,,,,,,,,3520.7628905000165,3522.846583300008,,,3537.5947509000252,3537.5947509000252,3537.5947509000252,1,1.8679777999641374,3539.4798769000045,3539.4798769000045,3539.4798769000045,3539.4798769000045,3539.4798769000045,3539.4798769000045,3539.4798769000045,3539.4798769000045,None,None,None,,,,,,,,,,3520.7628905000165,3520.7628905000165,None,,,,3520.7628905000165,3520.7628905000165,3533.9631474000053,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Head_X_Back', 'L_Head_Y_Back', 'L_Torso_Y_For', 'R_Head_Y_For']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Head_X_Back'}","['laterality', 'localisation', 'movement']",0,laterality,R_Head_Y_For,3,robot,6,False,False,"['robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,0,,,,,,,,,,,,,0,190,190,190,,,,,,,,,,,,,,,,,,,3539.4798769000045,3541.56327340001,,,3556.3448242000013,3556.3448242000013,3556.3448242000013,4,1.2141655999585055,3557.5795340000186,3557.5795340000186,3557.5795340000186,3557.5795340000186,3557.5795340000186,3557.5795340000186,3557.5795340000186,3557.5795340000186,None,None,None,,,,,,,,,,3539.4798769000045,3539.4798769000045,None,,,,3539.4798769000045,3539.4798769000045,3552.7131314,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Arm_Z_Back', 'R_Torso_Z_For', 'L_Torso_Y_Back', 'L_Torso_Z_Back']","{'laterality': 'R_Torso_Z_For', 'localisation': 'L_Arm_Z_Back', 'movement': 'L_Torso_Y_Back'}","['laterality', 'localisation', 'movement']",1,localisation,L_Arm_Z_Back,3,robot,6,False,True,"['robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,0,,,,,,,,,,,,,0,191,191,191,,,,,,,,,,,,,,,,,,,3557.5795340000186,3559.66332360002,,,3574.1780923000188,3574.1780923000188,3574.1780923000188,1,1.315510099986568,3575.5284429000167,3578.979302300024,3575.5284429000167,3578.979302300024,3575.5284429000167,3578.979302300024,3575.5284429000167,3578.979302300024,57.31481481481481,3.237970799993491,space,,,3.3728981999738608,,,,,,,3557.5795340000186,3557.5795340000186,None,,,,3557.5795340000186,3557.5795340000186,3570.663178000017,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Arm_X_For', 'L_Arm_Z_For', 'R_Arm_Z_For', 'L_Head_Z_Back']","{'laterality': 'R_Arm_Z_For', 'localisation': 'L_Head_Z_Back', 'movement': 'L_Arm_X_For'}","['laterality', 'movement']",1,movement,L_Arm_X_For,2,robot,6,True,False,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\L_Arm_X_For.mp4,0,,,,,,,,,,,,,0,192,192,192,,,,,,,,,,,,,,,,,,,3579.996148300008,3582.079815600009,,,3596.8613424000214,3596.8613424000214,3596.8613424000214,1,1.7049060999706853,3598.596150700003,3598.596150700003,3598.596150700003,3598.596150700003,3598.596150700003,3598.596150700003,3598.596150700003,3598.596150700003,None,None,None,,,,,,,,,,3578.979302300024,3578.979302300024,space,0.9954964999633376,,,,,3593.229816100007,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Base_Z_Back', 'R_Base_Z_For', 'R_Base_Y_Back', 'R_Torso_Z_For']","{'laterality': 'L_Base_Z_Back', 'localisation': 'R_Torso_Z_For', 'movement': 'R_Base_Y_Back'}","['localisation', 'movement']",1,movement,R_Base_Y_Back,2,robot,6,False,False,"['robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Base_Y_Back.mp4,0,,,,,,,,,,,,,0,193,193,193,,,,,,,,,,,,,,,,,,,3598.596150700003,3600.6798196000163,,,3615.4781183000014,3615.4781183000014,3615.4781183000014,3,1.6156774999690242,3617.1127735000046,3617.1127735000046,3617.1127735000046,3617.1127735000046,3617.1127735000046,3617.1127735000046,3617.1127735000046,3617.1127735000046,None,None,None,,,,,,,,,,3598.596150700003,3598.596150700003,None,,,,3598.596150700003,3598.596150700003,3611.846387700003,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_Y_Back', 'R_Arm_X_For', 'R_Base_X_For', 'L_Base_X_For']","{'laterality': 'L_Base_X_For', 'localisation': 'R_Arm_X_For', 'movement': 'R_Base_Y_Back'}","['laterality', 'movement']",1,movement,R_Base_Y_Back,2,robot,6,False,False,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\R_Base_Y_Back.mp4,0,,,,,,,,,,,,,0,194,194,194,,,,,,,,,,,,,,,,,,,3617.1127735000046,3619.196352900006,,,3633.8780246000097,3633.8780246000097,3633.8780246000097,1,1.5679789999558125,3635.463001200027,3635.463001200027,3635.463001200027,3635.463001200027,3635.463001200027,3635.463001200027,3635.463001200027,3635.463001200027,None,None,None,,,,,,,,,,3617.1127735000046,3617.1127735000046,None,,,,3617.1127735000046,3617.1127735000046,3630.296526400023,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Base_Z_Back', 'L_Head_Z_For', 'R_Base_Z_Back', 'L_Base_X_Back']","{'laterality': 'R_Base_Z_Back', 'localisation': 'L_Head_Z_For', 'movement': 'L_Base_X_Back'}","['laterality', 'localisation']",0,laterality,R_Base_Z_Back,2,robot,6,False,False,"['robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\R_Base_Z_Back.mp4,0,,,,,,,,,,,,,0,195,195,195,,,,,,,,,,,,,,,,,,,3635.463001200027,3637.5465097000124,,,3652.1945438000257,3652.1945438000257,3652.1945438000257,2,1.426741299976129,3653.646385400003,3653.646385400003,3653.646385400003,3653.646385400003,3653.646385400003,3653.646385400003,3653.646385400003,3653.646385400003,None,None,None,,,,,,,,,,3635.463001200027,3635.463001200027,None,,,,3635.463001200027,3635.463001200027,3648.596339300013,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Arm_Y_Back', 'L_Arm_Y_Back', 'L_Head_Y_For', 'L_Arm_Z_For']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Head_Y_For', 'movement': 'L_Arm_Z_For'}","['laterality', 'localisation']",0,laterality,R_Arm_Y_Back,2,robot,6,False,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,0,,,,,,,,,,,,,0,196,196,196,,,,,,,,,,,,,,,,,,,3653.646385400003,3655.7297542000015,,,3670.511379100004,3670.511379100004,3670.511379100004,2,4.279047699965304,3674.812656300026,3674.812656300026,3674.812656300026,3674.812656300026,3674.812656300026,3674.812656300026,3674.812656300026,3674.812656300026,None,None,None,,,,,,,,,,3653.646385400003,3653.646385400003,None,,,,3653.646385400003,3653.646385400003,3666.8797175000072,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Head_X_For', 'R_Head_Y_Back', 'R_Torso_Y_Back', 'L_Head_Y_Back']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Head_X_For'}","['laterality', 'localisation']",1,localisation,R_Torso_Y_Back,2,robot,6,False,False,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\R_Torso_Y_Back.mp4,0,,,,,,,,,,,,,0,197,197,197,,,,,,,,,,,,,,,,,,,3674.812656300026,3676.896249900019,,,3691.6781578000227,3691.6781578000227,3691.6781578000227,3,3.654798999981722,3695.3630131000245,3695.3630131000245,3695.3630131000245,3695.3630131000245,3695.3630131000245,3695.3630131000245,3695.3630131000245,3695.3630131000245,None,None,None,,,,,,,,,,3674.812656300026,3674.812656300026,None,,,,3674.812656300026,3674.812656300026,3688.0297137000016,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Head_X_Back', 'L_Head_X_Back', 'R_Arm_X_For', 'R_Head_Y_For']","{'laterality': 'L_Head_X_Back', 'localisation': 'R_Arm_X_For', 'movement': 'R_Head_Y_For'}","['localisation', 'movement']",1,movement,R_Head_Y_For,2,robot,6,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,0,,,,,,,,,,,,,0,198,198,198,,,,,,,,,,,,,,,,,,,3695.3630131000245,3697.446305200021,,,3712.261164800002,3712.261164800002,3712.261164800002,4,0.5120401999738533,3712.7960951000277,3712.7960951000277,3712.7960951000277,3712.7960951000277,3712.7960951000277,3712.7960951000277,3712.7960951000277,3712.7960951000277,None,None,None,,,,,,,,,,3695.3630131000245,3695.3630131000245,None,,,,3695.3630131000245,3695.3630131000245,3708.6129962000123,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Torso_X_For', 'R_Torso_Z_For', 'L_Torso_Z_For', 'L_Head_Z_Back']","{'laterality': 'R_Torso_Z_For', 'localisation': 'L_Head_Z_Back', 'movement': 'L_Torso_X_For'}","['localisation', 'movement']",0,localisation,L_Head_Z_Back,2,robot,6,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\L_Head_Z_Back.mp4,0,,,,,,,,,,,,,0,199,199,199,,,,,,,,,,,,,,,,,,,3712.7960951000277,3714.8797393000277,,,3729.661202200019,3729.661202200019,3729.661202200019,4,1.688493199966615,3731.3798849000013,3731.3798849000013,3731.3798849000013,3731.3798849000013,3731.3798849000013,3731.3798849000013,3731.3798849000013,3731.3798849000013,None,None,None,,,,,,,,,,3712.7960951000277,3712.7960951000277,None,,,,3712.7960951000277,3712.7960951000277,3726.0296308000106,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Arm_X_For', 'L_Arm_Y_Back', 'R_Arm_X_For', 'L_Base_X_Back']","{'laterality': 'R_Arm_X_For', 'localisation': 'L_Base_X_Back', 'movement': 'L_Arm_Y_Back'}","['laterality', 'movement']",0,laterality,R_Arm_X_For,2,robot,6,False,False,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\R_Arm_X_For.mp4,0,,,,,,,,,,,,,0,200,200,200,,,,,,,,,,,,,,,,,,,3731.3798849000013,3733.4630225000146,,,3748.2112518000067,3748.2112518000067,3748.2112518000067,3,0.8826982999744359,3749.1125874000136,3749.1125874000136,3749.1125874000136,3749.1125874000136,3749.1125874000136,3749.1125874000136,3749.1125874000136,3749.1125874000136,None,None,None,,,,,,,,,,3731.3798849000013,3731.3798849000013,None,,,,3731.3798849000013,3731.3798849000013,3744.6129746000224,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Torso_Z_Back', 'L_Torso_X_Back', 'L_Head_Z_Back', 'L_Torso_Z_For']","{'laterality': 'R_Torso_Z_Back', 'localisation': 'L_Head_Z_Back', 'movement': 'L_Torso_X_Back'}","['laterality', 'localisation']",1,localisation,L_Head_Z_Back,2,robot,6,False,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4']",robot_stimuli\L_Head_Z_Back.mp4,0,,,,,,,,,,,,,0,201,201,201,,,,,,,,,,,,,,,,,,,3749.1125874000136,3751.1962354000134,,,3765.994348600012,3765.994348600012,3765.994348600012,3,0.6197652999544516,3766.6462543000234,3766.6462543000234,3766.6462543000234,3766.6462543000234,3766.6462543000234,3766.6462543000234,3766.6462543000234,3766.6462543000234,None,None,None,,,,,,,,,,3749.1125874000136,3749.1125874000136,None,,,,3749.1125874000136,3749.1125874000136,3762.346486800001,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Head_Z_For', 'L_Head_Y_Back', 'R_Head_Y_For', 'R_Base_Y_Back']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Base_Y_Back', 'movement': 'R_Head_Z_For'}","['laterality', 'movement']",0,laterality,L_Head_Y_Back,2,robot,6,False,False,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\L_Head_Y_Back.mp4,0,,,,,,,,,,,,,0,202,202,202,,,,,,,,,,,,,,,,,,,3766.6462543000234,3768.7295975000015,,,3783.561439800018,3783.561439800018,3783.561439800018,2,2.059903099987423,3785.646166200022,3785.646166200022,3785.646166200022,3785.646166200022,3785.646166200022,3785.646166200022,3785.646166200022,3785.646166200022,None,None,None,,,,,,,,,,3766.6462543000234,3766.6462543000234,None,,,,3766.6462543000234,3766.6462543000234,3779.9129270000267,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Torso_Y_For', 'R_Torso_Z_Back', 'R_Torso_Y_For', 'R_Head_Y_Back']","{'laterality': 'L_Torso_Y_For', 'localisation': 'R_Head_Y_Back', 'movement': 'R_Torso_Z_Back'}","['localisation', 'movement']",0,localisation,R_Head_Y_Back,2,robot,6,False,True,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4']",robot_stimuli\R_Head_Y_Back.mp4,0,,,,,,,,,,,,,0,203,203,203,,,,,,,,,,,,,,,,,,,3785.646166200022,3787.7295350000204,,,3802.5110693000024,3802.5110693000024,3802.5110693000024,4,1.1582187000021804,3803.7113289000117,3806.6294168000168,3803.7113289000117,3806.6294168000168,3803.7113289000117,3806.6294168000168,3803.7113289000117,3806.6294168000168,32.77777777777778,2.538972600013949,space,,,2.855452699965099,,,,,,,3785.646166200022,3785.646166200022,None,,,,3785.646166200022,3785.646166200022,3798.87953820001,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Arm_X_Back', 'L_Arm_Z_For', 'R_Base_Z_For', 'R_Arm_Z_For']","{'laterality': 'L_Arm_Z_For', 'localisation': 'R_Base_Z_For', 'movement': 'R_Arm_X_Back'}",['localisation'],0,localisation,R_Base_Z_For,1,robot,6,True,False,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,0,,,,,,,,,,,,,0,204,204,204,,,,,,,,,,,,,,,,,,,3808.029537800001,3810.1129539000103,,,3824.894643800013,3824.894643800013,3824.894643800013,3,0.8542304999718908,3825.779611500009,3825.779611500009,3825.779611500009,3825.779611500009,3825.779611500009,3825.779611500009,3825.779611500009,3825.779611500009,None,None,None,,,,,,,,,,3806.6294168000168,3806.6294168000168,space,1.3769613999756984,,,,,3821.246142400021,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Arm_Y_Back', 'L_Torso_Y_For', 'R_Torso_Y_Back', 'R_Torso_Z_For']","{'laterality': 'L_Torso_Y_For', 'localisation': 'R_Arm_Y_Back', 'movement': 'R_Torso_Z_For'}",['localisation'],0,localisation,R_Arm_Y_Back,1,robot,6,False,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,0,,,,,,,,,,,,,0,205,205,205,,,,,,,,,,,,,,,,,,,3825.779611500009,3827.8628294000227,,,3842.644577000028,3842.644577000028,3842.644577000028,2,0.9766925999720115,3843.6458057000127,3843.6458057000127,3843.6458057000127,3843.6458057000127,3843.6458057000127,3843.6458057000127,3843.6458057000127,3843.6458057000127,None,None,None,,,,,,,,,,3825.779611500009,3825.779611500009,None,,,,3825.779611500009,3825.779611500009,3839.0126780000282,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Head_Z_Back', 'L_Torso_Y_For', 'L_Torso_Z_For', 'R_Torso_Z_Back']","{'laterality': 'R_Torso_Z_Back', 'localisation': 'L_Head_Z_Back', 'movement': 'L_Torso_Y_For'}",['localisation'],0,localisation,L_Head_Z_Back,1,robot,6,False,False,"['robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\L_Head_Z_Back.mp4,0,,,,,,,,,,,,,0,206,206,206,,,,,,,,,,,,,,,,,,,3843.6458057000127,3845.7293583000137,,,3860.5279141000065,3860.5279141000065,3860.5279141000065,1,0.5815703999833204,3861.1290543000214,3861.1290543000214,3861.1290543000214,3861.1290543000214,3861.1290543000214,3861.1290543000214,3861.1290543000214,3861.1290543000214,None,None,None,,,,,,,,,,3843.6458057000127,3843.6458057000127,None,,,,3843.6458057000127,3843.6458057000127,3856.879483900004,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_Y_Back', 'R_Head_Y_Back', 'R_Base_Z_Back', 'L_Base_Y_Back']","{'laterality': 'L_Base_Y_Back', 'localisation': 'R_Head_Y_Back', 'movement': 'R_Base_Z_Back'}",['movement'],0,movement,R_Base_Z_Back,1,robot,6,False,False,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4']",robot_stimuli\R_Base_Z_Back.mp4,0,,,,,,,,,,,,,0,207,207,207,,,,,,,,,,,,,,,,,,,3861.1290543000214,3863.212715600006,,,3877.8610426000087,3877.8610426000087,3877.8610426000087,2,1.9528151999693364,3879.846125000011,3879.846125000011,3879.846125000011,3879.846125000011,3879.846125000011,3879.846125000011,3879.846125000011,3879.846125000011,None,None,None,,,,,,,,,,3861.1290543000214,3861.1290543000214,None,,,,3861.1290543000214,3861.1290543000214,3874.2794625000097,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_Y_For', 'L_Base_Z_Back', 'R_Base_Z_Back', 'R_Arm_Z_Back']","{'laterality': 'L_Base_Z_Back', 'localisation': 'R_Arm_Z_Back', 'movement': 'R_Base_Y_For'}",['localisation'],0,localisation,R_Arm_Z_Back,1,robot,6,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,0,,,,,,,,,,,,,0,208,208,208,,,,,,,,,,,,,,,,,,,3879.846125000011,3881.929350600025,,,3896.6109549000103,3896.6109549000103,3896.6109549000103,3,2.2901503999892157,3898.9295212000143,3898.9295212000143,3898.9295212000143,3898.9295212000143,3898.9295212000143,3898.9295212000143,3898.9295212000143,3898.9295212000143,None,None,None,,,,,,,,,,3879.846125000011,3879.846125000011,None,,,,3879.846125000011,3879.846125000011,3892.9793340000033,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Arm_Z_For', 'L_Arm_Y_Back', 'R_Head_Y_For', 'R_Arm_Y_Back']","{'laterality': 'L_Arm_Y_Back', 'localisation': 'R_Head_Y_For', 'movement': 'R_Arm_Z_For'}",['laterality'],0,laterality,L_Arm_Y_Back,1,robot,6,False,False,"['robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\L_Arm_Y_Back.mp4,0,,,,,,,,,,,,,0,209,209,209,,,,,,,,,,,,,,,,,,,3898.9295212000143,3901.012697500002,,,3915.8108664000174,3915.8108664000174,3915.8108664000174,1,0.2903119999682531,3916.1294883000082,3916.1294883000082,3916.1294883000082,3916.1294883000082,3916.1294883000082,3916.1294883000082,3916.1294883000082,3916.1294883000082,None,None,None,,,,,,,,,,3898.9295212000143,3898.9295212000143,None,,,,3898.9295212000143,3898.9295212000143,3912.1791439000226,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_X_For', 'L_Base_Z_For', 'L_Base_X_Back', 'L_Head_X_For']","{'laterality': 'R_Base_X_For', 'localisation': 'L_Head_X_For', 'movement': 'L_Base_Z_For'}",['laterality'],0,laterality,R_Base_X_For,1,robot,6,False,False,"['robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\R_Base_X_For.mp4,0,,,,,,,,,,,,,0,210,210,210,,,,,,,,,,,,,,,,,,,3916.1294883000082,3918.213022300013,,,3932.8110503000207,3932.8110503000207,3932.8110503000207,1,0.010773199988761917,3932.845699800004,3932.845699800004,3932.845699800004,3932.845699800004,3932.845699800004,3932.845699800004,3932.845699800004,3932.845699800004,None,None,None,,,,,,,,,,3916.1294883000082,3916.1294883000082,None,,,,3916.1294883000082,3916.1294883000082,3929.2460072000104,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Torso_Y_For', 'L_Head_Z_Back', 'L_Head_Y_Back', 'R_Head_Y_Back']","{'laterality': 'R_Head_Y_Back', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Head_Z_Back'}",['movement'],0,movement,L_Head_Z_Back,1,robot,6,False,False,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4']",robot_stimuli\L_Head_Z_Back.mp4,0,,,,,,,,,,,,,0,211,211,211,,,,,,,,,,,,,,,,,,,3932.845699800004,3934.9293388000224,,,3949.7111532000126,3949.7111532000126,3949.7111532000126,2,0.47115459997439757,3950.212333400006,3950.212333400006,3950.212333400006,3950.212333400006,3950.212333400006,3950.212333400006,3950.212333400006,3950.212333400006,None,None,None,,,,,,,,,,3932.845699800004,3932.845699800004,None,,,,3932.845699800004,3932.845699800004,3946.0792861000227,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
