sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['red_right_D_45', 'blue_top_Q_45', 'red_top_P_0', 'red_top_Q_45']","{'color': 'blue_top_Q_45', 'position': 'red_right_D_45', 'orientation': 'red_top_P_0'}",position,"['color', 'orientation', 'position']",red_right_D_45,0,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,1097.051748199854,,,1107.7895410000347,1107.7895410000347,1107.7895410000347,1,2.1648843004368246,1109.9771765996702,1109.9771765996702,1109.9771765996702,1109.9771765996702,1109.9771765996702,1109.9771765996702,1109.9771765996702,1109.9771765996702,None,None,None,,,,1099.10575899994,,,,,,,,1097.051748199854,1097.051748199854,None,,,1097.051748199854,1097.051748199854,1105.7689562998712,1107.7895410000347,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_left_J_45', 'blue_bottom_N_45', 'red_left_K_45', 'blue_left_G_0']","{'color': 'red_left_K_45', 'position': 'blue_bottom_N_45', 'orientation': 'blue_left_G_0'}",orientation,"['color', 'orientation', 'position']",blue_left_G_0,3,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,1109.9771765996702,,,1120.7316997996531,1120.7316997996531,1120.7316997996531,4,2.2060306002385914,1122.9694014000706,1122.9694014000706,1122.9694014000706,1122.9694014000706,1122.9694014000706,1122.9694014000706,1122.9694014000706,1122.9694014000706,None,None,None,,,,1112.0480156000704,,,,,,,,1109.9771765996702,1109.9771765996702,None,,,1109.9771765996702,1109.9771765996702,1118.711642399896,1120.7316997996531,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_top_V_0', 'blue_top_R_45', 'blue_bottom_L_0', 'red_top_J_0']","{'color': 'red_top_J_0', 'position': 'blue_bottom_L_0', 'orientation': 'blue_top_R_45'}",color,"['color', 'orientation', 'position']",red_top_J_0,3,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,1122.9694014000706,,,1133.7072338997386,1133.7072338997386,1133.7072338997386,4,0.6070566005073488,1134.3417997998185,1134.3417997998185,1134.3417997998185,1134.3417997998185,1134.3417997998185,1134.3417997998185,1134.3417997998185,1134.3417997998185,None,None,None,,,,1125.0234550000168,,,,,,,,1122.9694014000706,1122.9694014000706,None,,,1122.9694014000706,1122.9694014000706,1131.486220699735,1133.7072338997386,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_top_S_0', 'blue_right_C_0', 'blue_top_R_45', 'blue_top_F_0']","{'color': 'red_top_S_0', 'position': 'blue_right_C_0', 'orientation': 'blue_top_R_45'}",color,"['color', 'orientation', 'position']",red_top_S_0,0,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,1134.3417997998185,,,1145.0628943997435,1145.0628943997435,1145.0628943997435,2,2.2833068002946675,1147.3674530000426,1147.3674530000426,1147.3674530000426,1147.3674530000426,1147.3674530000426,1147.3674530000426,1147.3674530000426,1147.3674530000426,None,None,None,,,,1136.3958896999247,,,,,,,,1134.3417997998185,1134.3417997998185,None,,,1134.3417997998185,1134.3417997998185,1142.8586681000888,1145.0628943997435,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_bottom_N_0', 'red_bottom_T_45', 'red_bottom_K_0', 'red_left_J_0']","{'color': 'blue_bottom_N_0', 'position': 'red_left_J_0', 'orientation': 'red_bottom_T_45'}",position,"['color', 'orientation', 'position']",red_left_J_0,3,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,1147.3674530000426,,,1158.1219444000162,1158.1219444000162,1158.1219444000162,4,1.4965462004765868,1159.641627700068,1159.641627700068,1159.641627700068,1159.641627700068,1159.641627700068,1159.641627700068,1159.641627700068,1159.641627700068,None,None,None,,,,1149.4215663000941,,,,,,,,1147.3674530000426,1147.3674530000426,None,,,1147.3674530000426,1147.3674530000426,1155.9009917997755,1158.1219444000162,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_bottom_X_0', 'blue_bottom_S_0', 'blue_top_R_0', 'blue_bottom_S_45']","{'color': 'red_bottom_X_0', 'position': 'blue_top_R_0', 'orientation': 'blue_bottom_S_45'}",orientation,"['color', 'orientation', 'position']",blue_bottom_S_45,3,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,1159.641627700068,,,1170.396145499777,1170.396145499777,1170.396145499777,4,1.0535233006812632,1171.4816144998185,1171.4816144998185,1171.4816144998185,1171.4816144998185,1171.4816144998185,1171.4816144998185,1171.4816144998185,1171.4816144998185,None,None,None,,,,1161.7123771999031,,,,,,,,1159.641627700068,1159.641627700068,None,,,1159.641627700068,1159.641627700068,1168.3756089000963,1170.396145499777,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_right_Q_0', 'red_left_T_45', 'red_right_X_45', 'blue_right_G_45']","{'color': 'blue_right_G_45', 'position': 'red_left_T_45', 'orientation': 'red_right_Q_0'}",color,"['color', 'orientation', 'position']",blue_right_G_45,3,3,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,1171.4816144998185,,,1182.2360895997845,1182.2360895997845,1182.2360895997845,4,0.8464465006254613,1183.1378762996756,1186.1438205996528,1183.1378762996756,1186.1438205996528,1183.1378762996756,1186.1438205996528,1183.1378762996756,1186.1438205996528,36.904761904761905,2.4479680000804365,space,,,,1173.5356254996732,2.929637100547552,,,,,,,1171.4816144998185,1171.4816144998185,None,,,1171.4816144998185,1171.4816144998185,1180.0151506997645,1182.2360895997845,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_bottom_K_45', 'red_bottom_K_0', 'red_right_N_45', 'red_bottom_K_45']","{'color': 'blue_bottom_K_45', 'position': 'red_right_N_45', 'orientation': 'red_bottom_K_0'}",position,['position'],red_right_N_45,2,1,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,1187.179176100064,,,1197.9169260999188,1197.9169260999188,1197.9169260999188,3,0.3184636002406478,1198.2676536999643,1198.2676536999643,1198.2676536999643,1198.2676536999643,1198.2676536999643,1198.2676536999643,1198.2676536999643,1198.2676536999643,None,None,None,,,,,,,,,,,,1186.1438205996528,1186.1438205996528,space,1.0028232005424798,,,,1195.896508200094,1197.9169260999188,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_bottom_D_45', 'blue_top_K_45', 'blue_bottom_Q_0', 'blue_bottom_T_45']","{'color': 'red_bottom_D_45', 'position': 'blue_top_K_45', 'orientation': 'blue_bottom_Q_0'}",orientation,['orientation'],blue_bottom_Q_0,2,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,1198.2676536999643,,,1209.422927599866,1209.422927599866,1209.422927599866,3,0.3310826001688838,1209.7736241999082,1209.7736241999082,1209.7736241999082,1209.7736241999082,1209.7736241999082,1209.7736241999082,1209.7736241999082,1209.7736241999082,None,None,None,,,,1200.338426799979,,,,,,,,1198.2676536999643,1198.2676536999643,None,,,1198.2676536999643,1198.2676536999643,1207.2019830998033,1209.422927599866,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_right_H_0', 'red_left_K_45', 'blue_left_N_0', 'red_left_V_0']","{'color': 'blue_left_N_0', 'position': 'red_right_H_0', 'orientation': 'red_left_K_45'}",color,['color'],blue_left_N_0,2,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,1209.7736241999082,,,1220.711816899944,1220.711816899944,1220.711816899944,3,0.2817749003879726,1221.012393400073,1221.012393400073,1221.012393400073,1221.012393400073,1221.012393400073,1221.012393400073,1221.012393400073,1221.012393400073,None,None,None,,,,1211.8443470997736,,,,,,,,1209.7736241999082,1209.7736241999082,None,,,1209.7736241999082,1209.7736241999082,1218.4908696999773,1220.711816899944,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_top_V_45', 'blue_right_F_45', 'red_right_F_45', 'blue_right_S_0']","{'color': 'red_right_F_45', 'position': 'blue_top_V_45', 'orientation': 'blue_right_S_0'}",orientation,['orientation'],blue_right_S_0,3,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,1221.012393400073,,,1231.7502256999724,1231.7502256999724,1231.7502256999724,4,0.291707300581038,1232.0675025996752,1232.0675025996752,1232.0675025996752,1232.0675025996752,1232.0675025996752,1232.0675025996752,1232.0675025996752,1232.0675025996752,None,None,None,,,,1223.0831606998108,,,,,,,,1221.012393400073,1221.012393400073,None,,,1221.012393400073,1221.012393400073,1229.7298280000687,1231.7502256999724,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_left_G_0', 'red_left_T_45', 'red_left_W_0', 'red_bottom_X_0']","{'color': 'blue_left_G_0', 'position': 'red_bottom_X_0', 'orientation': 'red_left_T_45'}",color,['color'],blue_left_G_0,0,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,1232.0675025996752,,,1242.822008999996,1242.822008999996,1242.822008999996,1,0.7321488000452518,1243.5734748998657,1243.5734748998657,1243.5734748998657,1243.5734748998657,1243.5734748998657,1243.5734748998657,1243.5734748998657,1243.5734748998657,None,None,None,,,,1234.121532399673,,,,,,,,1232.0675025996752,1232.0675025996752,None,,,1232.0675025996752,1232.0675025996752,1240.6010288000107,1242.822008999996,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_right_V_45', 'blue_top_Z_45', 'red_top_W_0', 'red_top_V_45']","{'color': 'blue_top_Z_45', 'position': 'red_right_V_45', 'orientation': 'red_top_W_0'}",orientation,['orientation'],red_top_W_0,2,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,1243.5734748998657,,,1254.3112371000461,1254.3112371000461,1254.3112371000461,3,0.538724800106138,1254.8790734000504,1254.8790734000504,1254.8790734000504,1254.8790734000504,1254.8790734000504,1254.8790734000504,1254.8790734000504,1254.8790734000504,None,None,None,,,,1245.6442716000602,,,,,,,,1243.5734748998657,1243.5734748998657,None,,,1243.5734748998657,1243.5734748998657,1252.1069696997292,1254.3112371000461,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_right_V_0', 'red_right_J_0', 'red_right_G_45', 'red_top_W_0']","{'color': 'blue_right_V_0', 'position': 'red_top_W_0', 'orientation': 'red_right_G_45'}",position,['position'],red_top_W_0,3,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,1254.8790734000504,,,1265.8339566998184,1265.8339566998184,1265.8339566998184,4,0.3358697001822293,1266.2013522996567,1266.2013522996567,1266.2013522996567,1266.2013522996567,1266.2013522996567,1266.2013522996567,1266.2013522996567,1266.2013522996567,None,None,None,,,,1256.949836799875,,,,,,,,1254.8790734000504,1254.8790734000504,None,,,1254.8790734000504,1254.8790734000504,1263.7966350996867,1265.8339566998184,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_bottom_Z_45', 'blue_right_L_45', 'blue_bottom_L_0', 'blue_bottom_R_45']","{'color': 'red_bottom_Z_45', 'position': 'blue_right_L_45', 'orientation': 'blue_bottom_L_0'}",color,['color'],red_bottom_Z_45,0,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,1266.2013522996567,,,1276.9224514998496,1276.9224514998496,1276.9224514998496,1,0.8150398000143468,1277.7574557997286,1277.7574557997286,1277.7574557997286,1277.7574557997286,1277.7574557997286,1277.7574557997286,1277.7574557997286,1277.7574557997286,None,None,None,,,,1268.27216459997,,,,,,,,1266.2013522996567,1266.2013522996567,None,,,1266.2013522996567,1266.2013522996567,1274.901891199872,1276.9224514998496,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_left_H_0', 'red_left_C_45', 'blue_top_H_45', 'blue_left_P_45']","{'color': 'red_left_C_45', 'position': 'blue_top_H_45', 'orientation': 'blue_left_H_0'}",position,['position'],blue_top_H_45,2,1,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,1277.7574557997286,,,1288.9127229996957,1288.9127229996957,1288.9127229996957,3,0.4491039006970823,1289.4137099999934,1293.087683300022,1289.4137099999934,1293.087683300022,1289.4137099999934,1293.087683300022,1289.4137099999934,1293.087683300022,19.12698412698413,3.3164132996462286,space,,,,1279.828225699719,3.6123028001748025,,,,,,,1277.7574557997286,1277.7574557997286,None,,,1277.7574557997286,1277.7574557997286,1286.6917538996786,1288.9127229996957,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Torso_Y_For', 'R_Arm_Y_For', 'L_Arm_Y_Back', 'R_Arm_X_Back']","{'laterality': 'L_Arm_Y_Back', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Arm_X_Back'}",localisation,['localisation'],R_Torso_Y_For,0,1,robot,3,True,False,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4']",robot_stimuli\R_Torso_Y_For.mp4,17,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,1294.5071143000387,,,1311.2901065996848,1311.2901065996848,1311.2901065996848,1,0.32771840039640665,1311.6407925998792,1311.6407925998792,1311.6407925998792,1311.6407925998792,1311.6407925998792,1311.6407925998792,1311.6407925998792,1311.6407925998792,None,None,None,,,,,,,,,,,,1293.087683300022,1293.087683300022,space,1.3944237004034221,1307.6495837997645,,,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Arm_X_For', 'L_Base_Y_For', 'L_Arm_Y_For', 'R_Arm_Y_For']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Base_Y_For', 'movement': 'L_Arm_X_For'}",laterality,['laterality'],R_Arm_Y_For,3,1,robot,3,False,False,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\R_Arm_Y_For.mp4,17,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,1311.6407925998792,,,1328.3069174997509,1328.3069174997509,1328.3069174997509,4,0.4073785003274679,1328.7411170997657,1328.7411170997657,1328.7411170997657,1328.7411170997657,1328.7411170997657,1328.7411170997657,1328.7411170997657,1328.7411170997657,None,None,None,,,,1313.7282281997614,,,,,,,,1311.6407925998792,1311.6407925998792,None,,1324.7999959997833,1311.6407925998792,1311.6407925998792,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Head_Z_For', 'L_Head_X_For', 'L_Base_X_For', 'R_Head_X_Back']","{'laterality': 'R_Head_X_Back', 'localisation': 'L_Base_X_For', 'movement': 'L_Head_Z_For'}",localisation,['localisation'],L_Base_X_For,2,1,robot,3,False,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\L_Base_X_For.mp4,17,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,1328.7411170997657,,,1345.5074899001047,1345.5074899001047,1345.5074899001047,3,0.31804840033873916,1345.858131799847,1345.858131799847,1345.858131799847,1345.858131799847,1345.858131799847,1345.858131799847,1345.858131799847,1345.858131799847,None,None,None,,,,1330.8285587998107,,,,,,,,1328.7411170997657,1328.7411170997657,None,,1341.8669635998085,1328.7411170997657,1328.7411170997657,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Base_Y_Back', 'R_Base_Z_For', 'L_Base_Y_For', 'R_Arm_Y_Back']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Arm_Y_Back', 'movement': 'R_Base_Z_For'}",movement,['movement'],R_Base_Z_For,1,1,robot,3,False,False,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\R_Base_Z_For.mp4,17,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,1345.858131799847,,,1362.6414163000882,1362.6414163000882,1362.6414163000882,2,0.5521616004407406,1363.2256825999357,1363.2256825999357,1363.2256825999357,1363.2256825999357,1363.2256825999357,1363.2256825999357,1363.2256825999357,1363.2256825999357,None,None,None,,,,1347.9456183998846,,,,,,,,1345.858131799847,1345.858131799847,None,,1359.0006482996978,1345.858131799847,1345.858131799847,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Head_Z_Back', 'L_Head_Y_Back', 'L_Base_Z_For', 'R_Head_Z_Back']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Base_Z_For', 'movement': 'L_Head_Y_Back'}",laterality,['laterality'],R_Head_Z_Back,3,1,robot,3,False,False,"['robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,17,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,1363.2256825999357,,,1380.1088644000702,1380.1088644000702,1380.1088644000702,4,0.3652784004807472,1380.4929987997748,1380.4929987997748,1380.4929987997748,1380.4929987997748,1380.4929987997748,1380.4929987997748,1380.4929987997748,1380.4929987997748,None,None,None,,,,1365.3131574997678,,,,,,,,1363.2256825999357,1363.2256825999357,None,,1376.4684250000864,1363.2256825999357,1363.2256825999357,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Arm_Z_For', 'R_Arm_Z_Back', 'R_Head_Z_Back', 'R_Arm_X_For']","{'laterality': 'L_Arm_Z_For', 'localisation': 'R_Head_Z_Back', 'movement': 'R_Arm_X_For'}",movement,['movement'],R_Arm_X_For,3,1,robot,3,False,False,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4']",robot_stimuli\R_Arm_X_For.mp4,17,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,1380.4929987997748,,,1397.3762091998942,1397.3762091998942,1397.3762091998942,4,0.45775460032746196,1397.860526499804,1397.860526499804,1397.860526499804,1397.860526499804,1397.860526499804,1397.860526499804,1397.860526499804,1397.860526499804,None,None,None,,,,1382.580507100094,,,,,,,,1380.4929987997748,1380.4929987997748,None,,1393.7357537997887,1380.4929987997748,1380.4929987997748,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Base_Z_For', 'R_Base_Z_Back', 'R_Base_X_Back', 'R_Head_Z_For']","{'laterality': 'L_Base_Z_For', 'localisation': 'R_Head_Z_For', 'movement': 'R_Base_X_Back'}",movement,['movement'],R_Base_X_Back,2,1,robot,3,False,False,"['robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\R_Base_X_Back.mp4,17,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,1397.860526499804,,,1414.6435066000558,1414.6435066000558,1414.6435066000558,3,0.34232790023088455,1415.0108870998956,1415.0108870998956,1415.0108870998956,1415.0108870998956,1415.0108870998956,1415.0108870998956,1415.0108870998956,1415.0108870998956,None,None,None,,,,1399.9480550000444,,,,,,,,1397.860526499804,1397.860526499804,None,,1411.0033255997114,1397.860526499804,1397.860526499804,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Base_X_Back', 'R_Arm_X_For', 'R_Base_X_For', 'R_Base_Y_Back']","{'laterality': 'L_Base_X_Back', 'localisation': 'R_Arm_X_For', 'movement': 'R_Base_Y_Back'}",localisation,['localisation'],R_Arm_X_For,1,1,robot,3,False,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\R_Arm_X_For.mp4,17,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,1415.0108870998956,,,1431.7772423997521,1431.7772423997521,1431.7772423997521,2,0.624525900464505,1432.428558100015,1432.428558100015,1432.428558100015,1432.428558100015,1432.428558100015,1432.428558100015,1432.428558100015,1432.428558100015,None,None,None,,,,1417.098363999743,,,,,,,,1415.0108870998956,1415.0108870998956,None,,1428.1200572000816,1415.0108870998956,1415.0108870998956,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Torso_Y_Back', 'R_Torso_X_Back', 'L_Torso_X_Back', 'L_Base_X_For']","{'laterality': 'R_Torso_X_Back', 'localisation': 'L_Base_X_For', 'movement': 'L_Torso_Y_Back'}",laterality,['laterality'],R_Torso_X_Back,1,1,robot,3,False,True,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\R_Torso_X_Back.mp4,17,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,1432.428558100015,,,1449.1280820998363,1449.1280820998363,1449.1280820998363,2,0.4976089005358517,1449.6791886999272,1452.3510879999958,1449.6791886999272,1452.3510879999958,1449.6791886999272,1452.3510879999958,1449.6791886999272,1452.3510879999958,19.76190476190476,2.080405700020492,space,,,,1434.5326791997068,2.60230280039832,,,,,,,1432.428558100015,1432.428558100015,None,,1445.554380599875,1432.428558100015,1432.428558100015,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
