sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.726598300039768,12.726598300039768,f,3.339924900326878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.132136999629438,16.132136999629438,space,30.853617799934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_bottom_T_45', 'red_bottom_P_0', 'red_left_B_45', 'red_bottom_Q_45']","{'color': 'blue_bottom_T_45', 'position': 'red_left_B_45', 'orientation': 'red_bottom_P_0'}",color,['color'],blue_bottom_T_45,0,1,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,47.05964679969475,47.05964679969475,space,4.358528300188482,51.43490089988336,52.43689320003614,52.43689320003614,56.2778520998545,62.9409394999966,65.161962099839,65.161962099839,65.161962099839,65.161962099839,1,0.7278873003087938,65.94681459991261,65.94681459991261,65.94681459991261,65.94681459991261,65.94681459991261,65.94681459991261,65.94681459991261,65.94681459991261,None,None,None,,,,,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_bottom_S_45', 'blue_bottom_S_45', 'red_top_G_45', 'red_bottom_V_0']","{'color': 'blue_bottom_S_45', 'position': 'red_top_G_45', 'orientation': 'red_bottom_V_0'}",position,['position'],red_top_G_45,2,1,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,65.94681459991261,65.94681459991261,None,,65.94681459991261,66.9487795997411,66.9487795997411,69.01948919985443,75.51565309986472,77.75336659979075,77.75336659979075,77.75336659979075,77.75336659979075,3,0.25647260062396526,78.03726099990308,78.03726099990308,78.03726099990308,78.03726099990308,78.03726099990308,78.03726099990308,78.03726099990308,78.03726099990308,None,None,None,65.94681459991261,65.94681459991261,,,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_top_Q_45', 'blue_bottom_J_45', 'blue_top_J_45', 'blue_top_Q_0']","{'color': 'red_top_Q_45', 'position': 'blue_bottom_J_45', 'orientation': 'blue_top_Q_0'}",orientation,['orientation'],blue_top_Q_0,3,1,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,78.03726099990308,78.03726099990308,None,,78.03726099990308,79.03920469991863,79.03920469991863,81.1100452998653,87.62279489962384,89.84381189988926,89.84381189988926,89.84381189988926,89.84381189988926,4,0.3749887007288635,90.29472539993003,95.5885186996311,90.29472539993003,95.5885186996311,90.29472539993003,95.5885186996311,90.29472539993003,95.5885186996311,4.365079365079369,4.638156600296497,space,78.03726099990308,78.03726099990308,5.163057799916714,,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_top_X_0', 'red_left_V_0', 'red_top_T_45', 'red_top_T_0']","{'color': 'blue_top_X_0', 'position': 'red_left_V_0', 'orientation': 'red_top_T_45'}",position,"['orientation', 'position']",red_left_V_0,1,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,95.5885186996311,95.5885186996311,space,1.1648501004092395,96.77411639969796,,97.77607909962535,,106.54335559997708,108.58070029970258,108.58070029970258,108.58070029970258,108.58070029970258,2,1.1010587001219392,109.69954229984432,109.69954229984432,109.69954229984432,109.69954229984432,109.69954229984432,109.69954229984432,109.69954229984432,109.69954229984432,None,None,None,,,,,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_left_M_0', 'blue_left_B_45', 'blue_bottom_W_45', 'red_left_G_45']","{'color': 'red_left_G_45', 'position': 'blue_bottom_W_45', 'orientation': 'blue_left_M_0'}",color,"['color', 'orientation']",red_left_G_45,3,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,109.69954229984432,109.69954229984432,None,,109.69954229984432,110.7015065997839,110.7015065997839,112.78906199987978,119.48549829982221,121.70649529993534,121.70649529993534,121.70649529993534,121.70649529993534,4,1.4326738002710044,123.15939129982144,123.15939129982144,123.15939129982144,123.15939129982144,123.15939129982144,123.15939129982144,123.15939129982144,123.15939129982144,None,None,None,109.69954229984432,109.69954229984432,,,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_right_N_45', 'blue_right_R_0', 'red_left_V_0', 'red_right_H_0']","{'color': 'blue_right_R_0', 'position': 'red_left_V_0', 'orientation': 'red_right_N_45'}",orientation,"['orientation', 'position']",red_right_N_45,0,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,123.15939129982144,123.15939129982144,None,,123.15939129982144,124.16135660000145,124.16135660000145,126.23213139967993,132.54457479994744,134.7655598996207,134.7655598996207,134.7655598996207,134.7655598996207,1,1.172715900465846,136.00130839971825,141.11137839965522,136.00130839971825,141.11137839965522,136.00130839971825,141.11137839965522,136.00130839971825,141.11137839965522,22.61904761904762,4.2178923999890685,space,123.15939129982144,123.15939129982144,5.056283900514245,,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_left_P_45', 'red_left_P_45', 'red_left_T_0', 'red_top_G_45']","{'color': 'blue_left_P_45', 'position': 'red_top_G_45', 'orientation': 'red_left_T_0'}",orientation,"['color', 'orientation', 'position']",red_left_T_0,2,3,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,141.11137839965522,141.11137839965522,space,2.0585914999246597,143.19881409965456,,144.20072769979015,,152.7843018998392,154.9887272999622,154.9887272999622,154.9887272999622,154.9887272999622,3,1.9007873004302382,156.9090978000313,156.9090978000313,156.9090978000313,156.9090978000313,156.9090978000313,156.9090978000313,156.9090978000313,156.9090978000313,None,None,None,,,,,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_left_L_45', 'red_left_T_0', 'red_bottom_H_45', 'blue_left_C_45']","{'color': 'blue_left_C_45', 'position': 'red_bottom_H_45', 'orientation': 'red_left_T_0'}",color,"['color', 'orientation', 'position']",blue_left_C_45,3,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,156.9090978000313,156.9090978000313,None,,156.9090978000313,157.91118289995939,157.91118289995939,159.9985297997482,166.71183229982853,168.93280990002677,168.93280990002677,168.93280990002677,168.93280990002677,4,0.909240500535816,169.86797089967877,169.86797089967877,169.86797089967877,169.86797089967877,169.86797089967877,169.86797089967877,169.86797089967877,169.86797089967877,None,None,None,156.9090978000313,156.9090978000313,,,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_right_Z_0', 'blue_right_V_45', 'blue_bottom_W_45', 'red_right_H_45']","{'color': 'red_right_H_45', 'position': 'blue_bottom_W_45', 'orientation': 'blue_right_Z_0'}",position,"['color', 'orientation', 'position']",blue_bottom_W_45,2,3,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,169.86797089967877,169.86797089967877,None,,169.86797089967877,170.86992440000176,170.86992440000176,172.94075319962576,179.60393540002406,181.62445000000298,181.62445000000298,181.62445000000298,181.62445000000298,3,0.9058546000160277,182.59301419975236,186.91818699985743,182.59301419975236,186.91818699985743,182.59301419975236,186.91818699985743,182.59301419975236,186.91818699985743,28.809523809523807,3.7007606998085976,space,169.86797089967877,169.86797089967877,4.2647140002809465,,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Torso_Z_Back', 'R_Head_Z_Back', 'R_Head_Y_Back', 'L_Head_Z_For']","{'laterality': 'L_Head_Z_For', 'localisation': 'R_Torso_Z_Back', 'movement': 'R_Head_Y_Back'}",movement,['movement'],R_Head_Y_Back,2,1,robot,2,True,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\R_Head_Y_Back.mp4,12,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,186.91818699985743,186.91818699985743,space,1.435544100124389,188.3710439996794,,189.37303570006043,,,,206.3906843997538,206.3906843997538,206.3906843997538,3,0.4193989001214504,206.84074599994346,206.84074599994346,206.84074599994346,206.84074599994346,206.84074599994346,206.84074599994346,206.84074599994346,206.84074599994346,None,None,None,,,,202.74937009997666,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Head_Z_Back', 'L_Arm_Z_Back', 'R_Arm_X_For', 'R_Arm_Z_For']","{'laterality': 'L_Arm_Z_Back', 'localisation': 'R_Head_Z_Back', 'movement': 'R_Arm_X_For'}",localisation,['localisation'],R_Head_Z_Back,0,1,robot,2,False,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4']",robot_stimuli\R_Head_Z_Back.mp4,12,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,206.84074599994346,206.84074599994346,None,,206.84074599994346,207.84271979983896,207.84271979983896,209.9301924998872,,,224.75932909967378,224.75932909967378,224.75932909967378,1,0.3465692005120218,225.12672009970993,225.12672009970993,225.12672009970993,225.12672009970993,225.12672009970993,225.12672009970993,225.12672009970993,225.12672009970993,None,None,None,206.84074599994346,206.84074599994346,,221.1021535997279,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Arm_X_For', 'L_Arm_X_For', 'L_Torso_X_For', 'L_Arm_Y_Back']","{'laterality': 'R_Arm_X_For', 'localisation': 'L_Torso_X_For', 'movement': 'L_Arm_Y_Back'}",laterality,['laterality'],R_Arm_X_For,0,1,robot,2,False,True,"['robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4']",robot_stimuli\R_Arm_X_For.mp4,12,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,225.12672009970993,225.12672009970993,None,,225.12672009970993,226.1286954996176,226.1286954996176,228.21679199999198,,,243.06202319962904,243.06202319962904,243.06202319962904,1,4.291328200139105,247.40389980003238,251.12791489996016,247.40389980003238,251.12791489996016,247.40389980003238,251.12791489996016,247.40389980003238,251.12791489996016,7.38095238095238,3.265996200032532,space,225.12672009970993,225.12672009970993,3.6626059003174305,239.42158119985834,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Torso_Y_Back', 'L_Arm_Y_For', 'R_Arm_Z_For', 'R_Arm_Y_For']","{'laterality': 'L_Arm_Y_For', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Arm_Z_For'}",laterality,"['laterality', 'localisation']",L_Arm_Y_For,1,2,robot,2,True,False,"['robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\L_Arm_Y_For.mp4,12,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,251.12791489996016,251.12791489996016,space,1.9620628003031015,253.11515859980136,,254.11711989995092,,,,270.90016479976475,270.90016479976475,270.90016479976475,1,10.989779100287706,281.92186739994213,281.92186739994213,281.92186739994213,281.92186739994213,281.92186739994213,281.92186739994213,281.92186739994213,281.92186739994213,None,None,None,,,,267.3932616999373,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Arm_X_For', 'R_Base_Z_For', 'R_Arm_Z_Back', 'L_Arm_Z_For']","{'laterality': 'L_Arm_Z_For', 'localisation': 'R_Base_Z_For', 'movement': 'R_Arm_X_For'}",movement,"['laterality', 'movement']",R_Arm_X_For,0,2,robot,2,False,False,"['robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\R_Arm_X_For.mp4,12,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,281.92186739994213,281.92186739994213,None,,281.92186739994213,282.92382399970666,282.92382399970666,285.01129009993747,,,299.8404783997685,299.8404783997685,299.8404783997685,1,1.8649438004940748,301.72751809982583,301.72751809982583,301.72751809982583,301.72751809982583,301.72751809982583,301.72751809982583,301.72751809982583,301.72751809982583,None,None,None,281.92186739994213,281.92186739994213,,296.1999887996353,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Head_Z_Back', 'R_Arm_X_For', 'L_Head_X_Back', 'R_Head_X_Back']","{'laterality': 'L_Head_X_Back', 'localisation': 'R_Arm_X_For', 'movement': 'R_Head_Z_Back'}",localisation,"['laterality', 'localisation']",R_Arm_X_For,1,2,robot,2,False,True,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\R_Arm_X_For.mp4,12,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,301.72751809982583,301.72751809982583,None,,301.72751809982583,302.72946699988097,302.72946699988097,304.8169329999946,,,319.6795153999701,319.6795153999701,319.6795153999701,2,1.7938931002281606,321.5331416996196,325.8249482996762,321.5331416996196,325.8249482996762,321.5331416996196,325.8249482996762,321.5331416996196,325.8249482996762,25.476190476190478,4.168096700217575,space,301.72751809982583,301.72751809982583,4.2367422003299,316.02233199961483,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Arm_Z_Back', 'R_Torso_Y_For', 'R_Arm_Y_For', 'L_Arm_Y_Back']","{'laterality': 'L_Arm_Y_Back', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Arm_Z_Back'}",localisation,"['laterality', 'localisation', 'movement']",R_Torso_Y_For,1,3,robot,2,True,False,"['robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4']",robot_stimuli\R_Torso_Y_For.mp4,12,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,325.8249482996762,325.8249482996762,space,8.857175000011921,334.70912340003997,,335.71106769982725,,,,352.5107907997444,352.5107907997444,352.5107907997444,1,10.067016300279647,362.59731659991667,362.59731659991667,362.59731659991667,362.59731659991667,362.59731659991667,362.59731659991667,362.59731659991667,362.59731659991667,None,None,None,,,,348.87037999974564,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Torso_X_For', 'R_Base_X_For', 'R_Torso_X_Back', 'R_Torso_Y_For']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Base_X_For', 'movement': 'R_Torso_Y_For'}",movement,"['laterality', 'localisation', 'movement']",R_Torso_Y_For,3,3,robot,2,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,12,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,362.59731659991667,362.59731659991667,None,,362.59731659991667,363.5993057996966,363.5993057996966,365.68675450002775,,,380.3989967000671,380.3989967000671,380.3989967000671,4,4.570941800717264,384.9914088998921,384.9914088998921,384.9914088998921,384.9914088998921,384.9914088998921,384.9914088998921,384.9914088998921,384.9914088998921,None,None,None,362.59731659991667,362.59731659991667,,376.75854029972106,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Base_X_For', 'R_Head_X_Back', 'R_Base_X_For', 'R_Base_Y_Back']","{'laterality': 'L_Base_X_For', 'localisation': 'R_Head_X_Back', 'movement': 'R_Base_Y_Back'}",laterality,"['laterality', 'localisation', 'movement']",L_Base_X_For,0,3,robot,2,False,True,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\L_Base_X_For.mp4,12,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,384.9914088998921,384.9914088998921,None,,384.9914088998921,385.9934396999888,385.9934396999888,388.13093269988894,,,402.7764174998738,402.7764174998738,402.7764174998738,1,5.7692529004998505,408.60454509966075,415.81875430000946,408.60454509966075,415.81875430000946,408.60454509966075,415.81875430000946,408.60454509966075,415.81875430000946,40.238095238095234,6.8566022999584675,space,384.9914088998921,384.9914088998921,7.148997700307518,399.11922399979085,,,,,,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.81875430000946,415.81875430000946,415.81875430000946,c,92.41468810010701,,,,,,,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_top_M_0', 'red_top_D_45', 'red_right_L_45', 'blue_top_V_45']","{'color': 'blue_top_V_45', 'position': 'red_right_L_45', 'orientation': 'red_top_M_0'}",color,"['color', 'orientation', 'position']",blue_top_V_45,3,3,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,511.2899992996827,,,,522.0278207999654,522.0278207999654,522.0278207999654,4,0.9740394004620612,523.0297962999903,523.0297962999903,523.0297962999903,523.0297962999903,523.0297962999903,523.0297962999903,523.0297962999903,523.0297962999903,None,None,None,,,,,,,,,,508.28408569982275,508.28408569982275,space,2.973389800172299,519.8068283996545,522.0278207999654,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_bottom_H_45', 'blue_bottom_B_0', 'red_right_R_0', 'red_bottom_Z_0']","{'color': 'blue_bottom_B_0', 'position': 'red_right_R_0', 'orientation': 'red_bottom_H_45'}",position,"['color', 'orientation', 'position']",red_right_R_0,2,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,523.0297962999903,525.0841031000018,,,533.5505212000571,533.5505212000571,533.5505212000571,3,1.4671716005541384,535.0367516996339,535.0367516996339,535.0367516996339,535.0367516996339,535.0367516996339,535.0367516996339,535.0367516996339,535.0367516996339,None,None,None,,,,,,,,,,523.0297962999903,523.0297962999903,None,,531.5299362000078,533.5505212000571,523.0297962999903,523.0297962999903,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_left_Q_0', 'red_right_X_0', 'red_left_R_45', 'red_left_X_0']","{'color': 'blue_left_Q_0', 'position': 'red_right_X_0', 'orientation': 'red_left_R_45'}",position,"['color', 'orientation', 'position']",red_right_X_0,1,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,535.0367516996339,537.107564299833,,,545.9916737996973,545.9916737996973,545.9916737996973,3,8.369448700454086,554.3915137997828,554.3915137997828,554.3915137997828,554.3915137997828,554.3915137997828,554.3915137997828,554.3915137997828,554.3915137997828,None,None,None,,,,,,,,,,535.0367516996339,535.0367516996339,None,,543.7707087998278,545.9916737996973,535.0367516996339,535.0367516996339,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_right_R_0', 'red_right_K_45', 'blue_right_L_0', 'red_top_K_0']","{'color': 'blue_right_L_0', 'position': 'red_top_K_0', 'orientation': 'red_right_K_45'}",orientation,"['color', 'orientation', 'position']",red_right_K_45,1,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,554.3915137997828,556.4623555997387,,,565.1460274998099,565.1460274998099,565.1460274998099,2,3.607928200624883,568.7865244997665,568.7865244997665,568.7865244997665,568.7865244997665,568.7865244997665,568.7865244997665,568.7865244997665,568.7865244997665,None,None,None,,,,,,,,,,554.3915137997828,554.3915137997828,None,,563.1088307998143,565.1460274998099,554.3915137997828,554.3915137997828,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['blue_right_G_0', 'red_right_Q_0', 'red_right_K_45', 'red_left_G_0']","{'color': 'blue_right_G_0', 'position': 'red_left_G_0', 'orientation': 'red_right_K_45'}",color,"['color', 'orientation', 'position']",blue_right_G_0,0,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,568.7865244997665,570.858530299738,,,579.3406567997299,579.3406567997299,579.3406567997299,1,0.7491375003010035,580.1088419998996,580.1088419998996,580.1088419998996,580.1088419998996,580.1088419998996,580.1088419998996,580.1088419998996,580.1088419998996,None,None,None,,,,,,,,,,568.7865244997665,568.7865244997665,None,,577.11968779983,579.3406567997299,568.7865244997665,568.7865244997665,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_left_D_0', 'blue_bottom_R_0', 'red_bottom_G_45', 'red_bottom_J_0']","{'color': 'blue_bottom_R_0', 'position': 'red_left_D_0', 'orientation': 'red_bottom_G_45'}",orientation,"['color', 'orientation', 'position']",red_bottom_G_45,2,3,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,580.1088419998996,582.1795951998793,,,590.8466169997118,590.8466169997118,590.8466169997118,3,4.426495600491762,595.3054046998732,595.3054046998732,595.3054046998732,595.3054046998732,595.3054046998732,595.3054046998732,595.3054046998732,595.3054046998732,None,None,None,,,,,,,,,,580.1088419998996,580.1088419998996,None,,588.6256287000142,590.8466169997118,580.1088419998996,580.1088419998996,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
