sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['R_Arm_X_Back', 'R_Arm_Y_For', 'R_Base_Y_For', 'L_Arm_Y_For']","{'laterality': 'L_Arm_Y_For', 'localisation': 'R_Base_Y_For', 'movement': 'R_Arm_X_Back'}",laterality,"['laterality', 'movement']",L_Arm_Y_For,3,2,robot,4,False,False,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\L_Arm_Y_For.mp4,12,,,,,,,,,,,,,0,85,85,85,,,,,,,,,,,,,,,,,,,1906.4028713996522,1908.4902944997884,,,1923.1859114998952,1923.1859114998952,1923.1859114998952,4,2.1181809003464878,1925.3234268999659,1925.3234268999659,1925.3234268999659,1925.3234268999659,1925.3234268999659,1925.3234268999659,1925.3234268999659,1925.3234268999659,None,None,None,,,,,,,,,,1906.4028713996522,1906.4028713996522,None,,,,1906.4028713996522,1906.4028713996522,1919.5454135998152,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Head_X_Back', 'L_Base_X_For', 'R_Head_X_Back', 'L_Head_Y_For']","{'laterality': 'R_Head_X_Back', 'localisation': 'L_Base_X_For', 'movement': 'L_Head_Y_For'}",movement,"['localisation', 'movement']",L_Head_Y_For,3,2,robot,4,False,False,"['robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\L_Head_Y_For.mp4,12,,,,,,,,,,,,,0,86,86,86,,,,,,,,,,,,,,,,,,,1925.3234268999659,1927.4109028000385,,,1942.1565371998586,1942.1565371998586,1942.1565371998586,4,0.517041000071913,1942.6909202998504,1942.6909202998504,1942.6909202998504,1942.6909202998504,1942.6909202998504,1942.6909202998504,1942.6909202998504,1942.6909202998504,None,None,None,,,,,,,,,,1925.3234268999659,1925.3234268999659,None,,,,1925.3234268999659,1925.3234268999659,1938.5160556999035,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Head_X_For', 'L_Arm_X_Back', 'L_Head_Y_For', 'L_Head_X_For']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Arm_X_Back', 'movement': 'L_Head_Y_For'}",laterality,"['laterality', 'localisation']",R_Head_X_For,0,2,robot,4,False,False,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\R_Head_X_For.mp4,12,,,,,,,,,,,,,0,87,87,87,,,,,,,,,,,,,,,,,,,1942.6909202998504,1944.7618120997213,,,1959.524067199789,1959.524067199789,1959.524067199789,1,1.6047158003784716,1961.1606221999973,1961.1606221999973,1961.1606221999973,1961.1606221999973,1961.1606221999973,1961.1606221999973,1961.1606221999973,1961.1606221999973,None,None,None,,,,,,,,,,1942.6909202998504,1942.6909202998504,None,,,,1942.6909202998504,1942.6909202998504,1955.950378399808,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Torso_Y_Back', 'R_Arm_X_Back', 'L_Torso_X_For', 'R_Torso_X_For']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Torso_Y_Back'}",localisation,"['laterality', 'localisation']",R_Arm_X_Back,1,2,robot,4,False,False,"['robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4']",robot_stimuli\R_Arm_X_Back.mp4,12,,,,,,,,,,,,,0,88,88,88,,,,,,,,,,,,,,,,,,,1961.1606221999973,1963.2482695998624,,,1978.0772421997972,1978.0772421997972,1978.0772421997972,2,5.0111750001087785,1983.1205098000355,1983.1205098000355,1983.1205098000355,1983.1205098000355,1983.1205098000355,1983.1205098000355,1983.1205098000355,1983.1205098000355,None,None,None,,,,,,,,,,1961.1606221999973,1961.1606221999973,None,,,,1961.1606221999973,1961.1606221999973,1974.4200729997829,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Torso_Z_For', 'R_Head_Z_For', 'R_Head_X_For', 'L_Head_Z_For']","{'laterality': 'L_Head_Z_For', 'localisation': 'R_Torso_Z_For', 'movement': 'R_Head_X_For'}",laterality,"['laterality', 'movement']",L_Head_Z_For,3,2,robot,4,False,True,"['robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\L_Head_Z_For.mp4,12,,,,,,,,,,,,,0,89,89,89,,,,,,,,,,,,,,,,,,,1983.1205098000355,1985.207970699761,,,2000.020475700032,2000.020475700032,2000.020475700032,4,0.8199839005246758,2000.9055122998543,2004.2955383998342,2000.9055122998543,2004.2955383998342,2000.9055122998543,2004.2955383998342,2000.9055122998543,2004.2955383998342,27.380952380952383,2.4651112998835742,space,,,3.3270271006040275,,,,,,,1983.1205098000355,1983.1205098000355,None,,,,1983.1205098000355,1983.1205098000355,1996.3799947998486,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Base_Y_Back', 'R_Base_Z_Back', 'R_Base_Y_Back', 'R_Torso_Y_For']","{'laterality': 'L_Base_Y_Back', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Base_Z_Back'}",laterality,['laterality'],L_Base_Y_Back,0,1,robot,4,True,False,"['robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\L_Base_Y_Back.mp4,12,,,,,,,,,,,,,0,90,90,90,,,,,,,,,,,,,,,,,,,2005.948773500044,,,,2022.6817641998641,2022.6817641998641,2022.6817641998641,1,1.0720037003047764,2023.7838995000347,2023.7838995000347,2023.7838995000347,2023.7838995000347,2023.7838995000347,2023.7838995000347,2023.7838995000347,2023.7838995000347,None,None,None,,,,,,,,,,2004.2955383998342,2004.2955383998342,space,1.632459900341928,,,,,2019.041273899842,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Torso_Y_For', 'R_Base_X_Back', 'L_Torso_X_For', 'R_Torso_X_Back']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Base_X_Back', 'movement': 'R_Torso_Y_For'}",movement,['movement'],R_Torso_Y_For,0,1,robot,4,False,False,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\R_Torso_Y_For.mp4,12,,,,,,,,,,,,,0,91,91,91,,,,,,,,,,,,,,,,,,,2023.7838995000347,2025.8713738997467,,,2040.6671283999458,2040.6671283999458,2040.6671283999458,1,1.0056318007409573,2041.7025007000193,2041.7025007000193,2041.7025007000193,2041.7025007000193,2041.7025007000193,2041.7025007000193,2041.7025007000193,2041.7025007000193,None,None,None,,,,,,,,,,2023.7838995000347,2023.7838995000347,None,,,,2023.7838995000347,2023.7838995000347,2037.0266187996604,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Head_Z_For', 'R_Head_X_For', 'R_Head_Z_For', 'R_Torso_Z_For']","{'laterality': 'L_Head_Z_For', 'localisation': 'R_Torso_Z_For', 'movement': 'R_Head_X_For'}",movement,['movement'],R_Head_X_For,1,1,robot,4,False,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Head_X_For.mp4,12,,,,,,,,,,,,,0,92,92,92,,,,,,,,,,,,,,,,,,,2041.7025007000193,2043.7899666996673,,,2058.585778699722,2058.585778699722,2058.585778699722,2,1.5346101000905037,2060.1387893999927,2060.1387893999927,2060.1387893999927,2060.1387893999927,2060.1387893999927,2060.1387893999927,2060.1387893999927,2060.1387893999927,None,None,None,,,,,,,,,,2041.7025007000193,2041.7025007000193,None,,,,2041.7025007000193,2041.7025007000193,2054.9452535999008,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Arm_X_Back', 'L_Base_Z_Back', 'R_Base_X_Back', 'L_Base_X_For']","{'laterality': 'R_Base_X_Back', 'localisation': 'L_Arm_X_Back', 'movement': 'L_Base_Z_Back'}",localisation,['localisation'],L_Arm_X_Back,0,1,robot,4,False,False,"['robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\L_Arm_X_Back.mp4,12,,,,,,,,,,,,,0,93,93,93,,,,,,,,,,,,,,,,,,,2060.1387893999927,2062.2429490997456,,,2076.9719797996804,2076.9719797996804,2076.9719797996804,1,1.9562014006078243,2078.9591777999885,2078.9591777999885,2078.9591777999885,2078.9591777999885,2078.9591777999885,2078.9591777999885,2078.9591777999885,2078.9591777999885,None,None,None,,,,,,,,,,2060.1387893999927,2060.1387893999927,None,,,,2060.1387893999927,2060.1387893999927,2073.3982322998345,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Head_Y_For', 'R_Head_X_For', 'R_Arm_X_For', 'L_Head_X_Back']","{'laterality': 'L_Head_X_Back', 'localisation': 'R_Arm_X_For', 'movement': 'R_Head_Y_For'}",localisation,['localisation'],R_Arm_X_For,2,1,robot,4,False,False,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\R_Arm_X_For.mp4,12,,,,,,,,,,,,,0,94,94,94,,,,,,,,,,,,,,,,,,,2078.9591777999885,2081.0466354996897,,,2095.842393399682,2095.842393399682,2095.842393399682,3,0.6702397004701197,2096.5437857997604,2096.5437857997604,2096.5437857997604,2096.5437857997604,2096.5437857997604,2096.5437857997604,2096.5437857997604,2096.5437857997604,None,None,None,,,,,,,,,,2078.9591777999885,2078.9591777999885,None,,,,2078.9591777999885,2078.9591777999885,2092.201956999954,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Torso_Y_Back', 'R_Torso_Z_Back', 'R_Base_Y_Back', 'R_Torso_Y_For']","{'laterality': 'L_Torso_Y_Back', 'localisation': 'R_Base_Y_Back', 'movement': 'R_Torso_Z_Back'}",laterality,['laterality'],L_Torso_Y_Back,0,1,robot,4,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\L_Torso_Y_Back.mp4,12,,,,,,,,,,,,,0,95,95,95,,,,,,,,,,,,,,,,,,,2096.5437857997604,2098.6312483996153,,,2113.326810499653,2113.326810499653,2113.326810499653,1,0.345324800349772,2113.6941815000027,2113.6941815000027,2113.6941815000027,2113.6941815000027,2113.6941815000027,2113.6941815000027,2113.6941815000027,2113.6941815000027,None,None,None,,,,,,,,,,2096.5437857997604,2096.5437857997604,None,,,,2096.5437857997604,2096.5437857997604,2109.6863021999598,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Arm_Y_For', 'L_Arm_Z_Back', 'L_Torso_Y_For', 'R_Arm_Y_Back']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Arm_Z_Back'}",laterality,['laterality'],R_Arm_Y_Back,3,1,robot,4,False,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,12,,,,,,,,,,,,,0,96,96,96,,,,,,,,,,,,,,,,,,,2113.6941815000027,2115.7816411000676,,,2130.5941500999033,2130.5941500999033,2130.5941500999033,4,0.3981950003653765,2131.0116351000033,2131.0116351000033,2131.0116351000033,2131.0116351000033,2131.0116351000033,2131.0116351000033,2131.0116351000033,2131.0116351000033,None,None,None,,,,,,,,,,2113.6941815000027,2113.6941815000027,None,,,,2113.6941815000027,2113.6941815000027,2126.9536663996987,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Torso_X_For', 'L_Torso_Z_For', 'R_Torso_X_For', 'L_Base_X_Back']","{'laterality': 'R_Torso_X_For', 'localisation': 'L_Base_X_Back', 'movement': 'L_Torso_Z_For'}",movement,['movement'],L_Torso_Z_For,1,1,robot,4,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\L_Torso_Z_For.mp4,12,,,,,,,,,,,,,0,97,97,97,,,,,,,,,,,,,,,,,,,2131.0116351000033,2133.099075399805,,,2147.894872899633,2147.894872899633,2147.894872899633,2,1.8169508003629744,2149.7318205996417,2149.7318205996417,2149.7318205996417,2149.7318205996417,2149.7318205996417,2149.7318205996417,2149.7318205996417,2149.7318205996417,None,None,None,,,,,,,,,,2131.0116351000033,2131.0116351000033,None,,,,2131.0116351000033,2131.0116351000033,2144.287802999839,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Torso_X_Back', 'R_Head_Z_Back', 'R_Head_X_Back', 'L_Head_X_For']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Torso_X_Back', 'movement': 'R_Head_Z_Back'}",localisation,['localisation'],R_Torso_X_Back,0,1,robot,4,False,True,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\R_Torso_X_Back.mp4,12,,,,,,,,,,,,,0,98,98,98,,,,,,,,,,,,,,,,,,,2149.7318205996417,2151.81930599967,,,2166.5317454999313,2166.5317454999313,2166.5317454999313,1,1.1252363007515669,2167.717192399781,2170.4392478000373,2167.717192399781,2170.4392478000373,2167.717192399781,2170.4392478000373,2167.717192399781,2170.4392478000373,27.698412698412696,2.3644369998946786,space,,,2.6426074001938105,,,,,,,2149.7318205996417,2149.7318205996417,None,,,,2149.7318205996417,2149.7318205996417,2162.9745815000497,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Base_Y_Back', 'L_Base_X_Back', 'L_Arm_X_For', 'R_Base_X_Back']","{'laterality': 'R_Base_X_Back', 'localisation': 'L_Arm_X_For', 'movement': 'L_Base_Y_Back'}",laterality,"['laterality', 'localisation', 'movement']",R_Base_X_Back,3,3,robot,4,True,False,"['robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4']",robot_stimuli\R_Base_X_Back.mp4,12,,,,,,,,,,,,,0,99,99,99,,,,,,,,,,,,,,,,,,,2180.6927556996234,,,,2197.492497299798,2197.492497299798,2197.492497299798,4,1.8121072007343173,2199.329438299872,2199.329438299872,2199.329438299872,2199.329438299872,2199.329438299872,2199.329438299872,2199.329438299872,2199.329438299872,None,None,None,,,,,,,,,,2170.4392478000373,2170.4392478000373,space,10.224971000105143,,,,,2193.8352870000526,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Arm_X_For', 'L_Arm_X_For', 'L_Arm_Y_For', 'L_Head_X_For']","{'laterality': 'R_Arm_X_For', 'localisation': 'L_Head_X_For', 'movement': 'L_Arm_Y_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Arm_X_For,0,3,robot,4,False,False,"['robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\R_Arm_X_For.mp4,12,,,,,,,,,,,,,0,100,100,100,,,,,,,,,,,,,,,,,,,2199.329438299872,2201.400193099864,,,2216.1458636997268,2216.1458636997268,2216.1458636997268,1,3.1740085002966225,2219.352171599865,2219.352171599865,2219.352171599865,2219.352171599865,2219.352171599865,2219.352171599865,2219.352171599865,2219.352171599865,None,None,None,,,,,,,,,,2199.329438299872,2199.329438299872,None,,,,2199.329438299872,2199.329438299872,2212.5721779000014,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Torso_Z_For', 'L_Torso_X_Back', 'R_Torso_X_For', 'R_Base_X_For']","{'laterality': 'L_Torso_X_Back', 'localisation': 'R_Base_X_For', 'movement': 'R_Torso_Z_For'}",laterality,"['laterality', 'localisation', 'movement']",L_Torso_X_Back,1,3,robot,4,False,False,"['robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\L_Torso_X_Back.mp4,12,,,,,,,,,,,,,0,101,101,101,,,,,,,,,,,,,,,,,,,2219.352171599865,2221.4396195998415,,,2236.168623799924,2236.168623799924,2236.168623799924,2,1.3592133005149662,2237.5546929999255,2237.5546929999255,2237.5546929999255,2237.5546929999255,2237.5546929999255,2237.5546929999255,2237.5546929999255,2237.5546929999255,None,None,None,,,,,,,,,,2219.352171599865,2219.352171599865,None,,,,2219.352171599865,2219.352171599865,2232.628592699766,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Head_Y_For', 'L_Head_X_For', 'R_Arm_X_Back', 'R_Head_X_For']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Head_Y_For'}",movement,"['laterality', 'localisation', 'movement']",R_Head_Y_For,0,3,robot,4,False,False,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,12,,,,,,,,,,,,,0,102,102,102,,,,,,,,,,,,,,,,,,,2237.5546929999255,2239.642162999604,,,2254.387820699718,2254.387820699718,2254.387820699718,1,2.6605948000214994,2257.0764388996176,2257.0764388996176,2257.0764388996176,2257.0764388996176,2257.0764388996176,2257.0764388996176,2257.0764388996176,2257.0764388996176,None,None,None,,,,,,,,,,2237.5546929999255,2237.5546929999255,None,,,,2237.5546929999255,2237.5546929999255,2250.730636399705,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Head_X_Back', 'R_Base_Y_For', 'L_Head_Y_Back', 'R_Head_Y_For']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Base_Y_For', 'movement': 'R_Head_X_Back'}",localisation,"['laterality', 'localisation', 'movement']",R_Base_Y_For,1,3,robot,4,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\R_Base_Y_For.mp4,12,,,,,,,,,,,,,0,103,103,103,,,,,,,,,,,,,,,,,,,2257.0764388996176,2259.1639584996738,,,2273.9930945998058,2273.9930945998058,2273.9930945998058,2,2.1433180002495646,2276.164023099933,2276.164023099933,2276.164023099933,2276.164023099933,2276.164023099933,2276.164023099933,2276.164023099933,2276.164023099933,None,None,None,,,,,,,,,,2257.0764388996176,2257.0764388996176,None,,,,2257.0764388996176,2257.0764388996176,2270.35262999963,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Head_Y_Back', 'R_Head_X_Back', 'R_Base_X_For', 'L_Head_X_For']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Base_X_For', 'movement': 'R_Head_Y_Back'}",localisation,"['laterality', 'localisation', 'movement']",R_Base_X_For,2,3,robot,4,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\R_Base_X_For.mp4,12,,,,,,,,,,,,,0,104,104,104,,,,,,,,,,,,,,,,,,,2276.164023099933,2278.2514744997025,,,2292.8635312998667,2292.8635312998667,2292.8635312998667,3,1.4089348004199564,2294.299724599812,2294.299724599812,2294.299724599812,2294.299724599812,2294.299724599812,2294.299724599812,2294.299724599812,2294.299724599812,None,None,None,,,,,,,,,,2276.164023099933,2276.164023099933,None,,,,2276.164023099933,2276.164023099933,2289.3065744997,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Base_X_For', 'R_Base_Y_Back', 'L_Base_Y_For', 'R_Torso_Y_Back']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Base_X_For'}",movement,"['laterality', 'localisation', 'movement']",R_Base_X_For,0,3,robot,4,False,False,"['robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4']",robot_stimuli\R_Base_X_For.mp4,12,,,,,,,,,,,,,0,105,105,105,,,,,,,,,,,,,,,,,,,2294.299724599812,2296.3872102997266,,,2310.999245399609,2310.999245399609,2310.999245399609,1,2.4008205006830394,2313.42069239961,2313.42069239961,2313.42069239961,2313.42069239961,2313.42069239961,2313.42069239961,2313.42069239961,2313.42069239961,None,None,None,,,,,,,,,,2294.299724599812,2294.299724599812,None,,,,2294.299724599812,2294.299724599812,2307.35876069963,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Torso_X_Back', 'L_Arm_X_Back', 'R_Arm_X_Back', 'R_Arm_Y_Back']","{'laterality': 'L_Arm_X_Back', 'localisation': 'R_Torso_X_Back', 'movement': 'R_Arm_Y_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Arm_Y_Back,3,3,robot,4,False,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,12,,,,,,,,,,,,,0,106,106,106,,,,,,,,,,,,,,,,,,,2313.42069239961,2315.508132299874,,,2330.320615399629,2330.320615399629,2330.320615399629,4,13.335494900587946,2343.680288499687,2343.680288499687,2343.680288499687,2343.680288499687,2343.680288499687,2343.680288499687,2343.680288499687,2343.680288499687,None,None,None,,,,,,,,,,2313.42069239961,2313.42069239961,None,,,,2313.42069239961,2313.42069239961,2326.6634480999783,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Head_Z_Back', 'R_Arm_Z_Back', 'R_Head_Z_For', 'R_Head_Y_For']","{'laterality': 'L_Head_Z_Back', 'localisation': 'R_Arm_Z_Back', 'movement': 'R_Head_Y_For'}",localisation,"['laterality', 'localisation', 'movement']",R_Arm_Z_Back,1,3,robot,4,False,True,"['robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,12,,,,,,,,,,,,,0,107,107,107,,,,,,,,,,,,,,,,,,,2343.680288499687,2345.7676961999387,,,2360.5801784996875,2360.5801784996875,2360.5801784996875,2,2.4440315002575517,2363.085146700032,2365.7570807999,2363.085146700032,2365.7570807999,2363.085146700032,2365.7570807999,2363.085146700032,2365.7570807999,46.904761904761905,2.3477333998307586,space,,,2.60306220036,,,,,,,2343.680288499687,2343.680288499687,None,,,,2343.680288499687,2343.680288499687,2356.9396817996167,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['red_bottom_W_0', 'red_top_S_0', 'red_top_K_45', 'blue_top_Z_0']","{'color': 'blue_top_Z_0', 'position': 'red_bottom_W_0', 'orientation': 'red_top_K_45'}",orientation,['orientation'],red_top_K_45,2,1,letter,5,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,108,108,108,,,,,,,,,,,,,,,,,,,2378.2482818998396,,,,2388.9694054997526,2388.9694054997526,2388.9694054997526,3,0.5748457000590861,2389.5705362996086,2389.5705362996086,2389.5705362996086,2389.5705362996086,2389.5705362996086,2389.5705362996086,2389.5705362996086,2389.5705362996086,None,None,None,,,,,,,,,,2365.7570807999,2365.7570807999,space,12.459499300457537,2386.9488956998102,2388.9694054997526,,,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
